NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.298	20.677	14.048	14.094	0.093	0.986	60000.0
2	59.756	20.294	13.855	13.813	0.091	0.987	60000.0
3	61.57	21.044	14.309	14.522	0.092	0.985	50000.0
4	60.252	20.268	13.911	13.86	0.095	0.986	80000.0
5	59.655	20.156	13.945	13.988	0.092	0.986	70000.0
6	60.858	20.839	14.056	14.136	0.095	0.985	80000.0
7	60.084	20.588	13.674	13.847	0.094	0.986	90000.0
8	60.902	20.29	13.955	13.846	0.088	0.987	60000.0
9	61.03	20.677	14.501	14.342	0.093	0.986	60000.0
10	60.958	20.832	14.547	14.622	0.09	0.985	40000.0
