Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	4	2	23	93	192	0	0	0	3	46	0	0	0	3	9
V2	28	9	43	39	1	60	70	0	23	41	0	3	0	0	2
V3	20	25	11	3	6	0	0	34	5	0	0	12	1	6	10
V4	83	0	2	0	71	0	0	0	6	0	0	4	0	0	0
V5	50	172	113	35	18	0	68	0	6	19	74	7	3	19	0
V6	37	0	94	86	0	19	0	94	49	13	0	15	0	0	0
V7	0	23	0	7	39	4	0	105	10	0	4	44	7	0	0
V8	73	58	217	0	39	0	0	251	98	0	0	8	0	0	0
V9	70	52	0	5	126	0	0	2	8	45	54	28	64	9	39
V10	0	25	67	19	100	22	13	4	44	0	0	5	21	6	0
V11	7	16	0	29	122	0	5	0	0	38	10	6	13	0	0
V12	25	9	0	0	9	5	17	0	0	0	0	3	0	5	0
V13	24	1	7	10	7	13	0	0	0	0	0	17	0	10	8
V14	196	46	9	32	32	0	0	24	0	48	0	9	16	17	0
V15	10	22	29	14	0	0	0	0	3	0	0	4	0	4	0
V16	0	0	3	32	74	23	18	1	3	7	49	0	0	10	9
V17	39	159	63	79	6	55	5	56	0	0	72	0	0	29	9
V18	74	106	46	12	42	42	16	46	1	0	12	2	12	0	0
V19	217	30	65	76	37	6	1	12	33	2	0	0	0	0	0
V20	213	37	74	0	6	0	0	24	57	0	0	0	0	0	0
V21	0	3	20	50	43	0	0	0	13	49	0	16	0	1	18
V22	146	177	45	0	93	21	3	0	29	4	6	0	0	0	0
V23	142	9	59	0	45	130	193	0	18	25	42	0	0	0	0
V24	4	45	6	70	12	10	0	45	5	0	0	30	0	0	0
V25	336	94	0	70	26	42	66	16	0	35	72	25	5	52	20
V26	3	0	0	0	0	3	1	0	4	0	9	0	0	0	7
V27	0	0	0	132	0	0	136	0	5	0	0	33	12	12	0
V28	0	168	30	116	26	47	0	208	14	26	29	0	0	0	0
V29	45	170	91	60	59	113	44	0	24	0	0	0	0	0	0
V30	9	0	2	0	7	0	0	0	2	2	0	0	0	0	0
V31	61	21	37	30	4	24	0	0	1	7	13	8	0	0	3
V32	210	202	32	0	130	0	0	0	2	0	28	0	0	1	3
V33	6	123	91	0	13	0	0	17	36	0	0	0	0	0	0
V34	0	4	21	0	49	0	0	0	0	1	0	0	0	0	5
V35	71	18	23	0	1	11	48	0	0	6	0	17	0	0	0
V36	13	0	0	17	81	7	0	1	2	14	1	0	0	0	1
V37	0	4	57	107	29	0	0	0	20	10	0	0	0	17	29
V38	13	8	0	5	47	0	0	33	1	0	0	0	0	0	0
V39	43	76	25	5	57	33	54	6	3	0	56	7	8	25	0
V40	74	14	32	0	4	43	34	0	5	0	0	0	10	0	0
V41	9	19	72	49	0	0	0	25	30	16	9	0	0	0	0
V42	0	56	12	4	0	12	35	8	0	0	0	21	0	0	0
V43	91	8	0	0	20	12	40	0	0	0	2	0	0	20	0
V44	1	81	0	8	30	0	0	0	2	0	0	2	0	0	3
V45	157	0	0	77	45	10	24	3	7	50	37	11	33	41	0
V46	4	6	125	61	0	1	0	0	43	16	0	7	0	1	0
V47	0	29	0	209	129	20	0	15	0	37	50	0	79	0	0
V48	59	3	118	106	37	0	17	0	6	4	0	12	0	30	3
V49	81	6	78	0	12	12	64	0	0	0	0	0	0	0	0
V50	76	304	16	8	15	1	10	0	0	41	40	31	0	0	0
V51	64	39	7	26	0	5	10	15	1	8	0	1	22	12	0
V52	0	31	4	29	10	171	35	0	2	0	0	5	0	4	22
V53	5	0	67	2	32	0	0	0	40	1	0	3	0	0	4
V54	200	40	257	202	110	0	0	0	118	98	0	49	0	0	0
V55	0	69	0	20	22	34	0	22	4	21	2	10	23	0	0
V56	5	87	66	0	1	1	31	0	18	0	0	0	28	0	0
V57	263	144	28	4	125	19	29	0	4	0	0	0	13	0	7
V58	14	66	69	0	17	9	3	51	32	0	0	0	8	0	0
V59	180	30	20	117	3	7	0	0	0	0	0	27	0	34	21
V60	36	1	19	49	63	16	15	0	2	0	0	2	0	0	14
V61	6	321	72	0	100	0	0	0	39	0	0	11	0	0	6
V62	10	0	31	0	42	87	45	4	14	0	0	1	0	0	16
V63	0	44	25	50	0	78	0	0	3	14	0	0	42	17	1
V64	15	30	140	12	17	51	0	0	62	37	0	0	9	0	0
V65	10	120	9	71	2	0	26	0	8	27	0	0	71	2	0
V66	88	1	10	0	24	52	19	11	0	3	0	0	8	8	0
V67	73	434	105	0	23	0	0	0	43	0	0	0	0	0	8
V68	0	84	0	21	1	4	0	0	0	6	44	27	25	0	0
V69	261	0	11	17	27	0	0	0	4	16	0	5	0	1	0
V70	34	16	73	24	8	28	34	0	31	23	0	1	0	0	0
V71	0	90	10	33	0	0	0	0	1	0	0	4	0	5	2
V72	19	2	17	0	14	0	0	0	4	0	0	0	0	0	0
V73	54	0	10	0	30	7	10	2	9	1	11	4	0	0	1
V74	424	0	150	95	36	0	0	32	13	6	0	0	0	11	19
V75	0	13	1	4	271	0	3	19	0	5	0	14	2	5	0
V76	0	0	0	14	27	0	0	158	11	1	0	19	0	0	0
V77	321	0	0	32	4	237	205	19	3	4	13	0	0	29	0
V78	156	0	5	0	127	0	80	0	21	0	0	4	0	0	0
V79	0	0	0	70	7	0	0	26	4	0	4	15	0	5	0
V80	36	43	28	7	30	1	3	0	8	4	0	0	0	0	0
V81	6	48	63	4	70	5	29	0	34	0	0	0	0	0	0
V82	23	5	11	12	7	90	107	0	6	35	0	4	8	0	0
V83	74	2	8	0	72	12	8	16	7	0	0	0	0	2	0
V84	60	113	75	0	13	27	0	17	0	0	40	0	0	0	0
V85	77	34	93	148	0	38	12	33	5	51	48	37	7	37	0
V86	8	14	65	0	23	0	0	64	21	0	0	0	0	0	0
V87	8	0	0	0	0	0	65	31	8	14	3	0	0	13	0
V88	4	4	8	0	6	0	0	35	1	0	7	0	0	0	0
V89	66	111	128	165	0	76	0	23	22	83	5	0	32	71	0
V90	0	2	2	55	37	0	0	0	4	10	0	5	0	5	0
V91	0	0	18	0	11	124	66	19	0	2	0	4	15	18	0
V92	18	141	20	61	60	42	64	0	0	52	0	5	0	0	0
V93	29	0	164	0	60	0	0	0	83	9	0	0	0	0	0
V94	5	9	30	2	7	3	0	0	13	0	1	4	0	0	0
V95	33	0	4	303	7	0	0	134	28	24	17	27	0	0	9
V96	19	32	53	9	4	0	0	16	24	0	0	0	0	0	0
V97	0	71	53	126	3	0	0	0	20	60	0	0	0	4	0
V98	18	87	0	1	1	0	0	0	0	11	13	0	0	6	12
V99	49	184	81	0	142	60	0	34	66	0	0	11	0	0	0
V100	0	0	0	128	6	2	0	0	1	34	1	50	13	0	0
