NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	228.032	80.686	89.701	63.092	0.529	0.764	30000.0
2	222.385	78.716	87.196	62.375	0.523	0.767	40000.0
3	218.491	78.057	85.169	61.299	0.517	0.77	30000.0
4	229.383	80.909	89.88	63.095	0.528	0.765	40000.0
5	219.366	77.712	85.058	60.37	0.51	0.775	20000.0
6	218.065	78.098	85.305	61.25	0.513	0.769	30000.0
7	229.209	81.629	89.812	63.833	0.535	0.76	30000.0
8	219.097	78.899	86.339	62.09	0.528	0.764	30000.0
9	224.189	79.474	87.635	62.621	0.53	0.771	30000.0
10	218.407	78.354	85.007	61.491	0.511	0.768	20000.0
