NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.668	20.059	13.455	11.862	0.108	0.99	40000.0
2	54.324	19.84	12.695	11.643	0.116	0.99	60000.0
3	55.05	19.655	12.691	11.342	0.111	0.99	50000.0
4	58.117	21.007	13.597	12.243	0.113	0.989	40000.0
5	56.154	19.733	12.946	11.171	0.109	0.992	40000.0
6	58.302	21.077	13.743	12.389	0.112	0.99	40000.0
7	53.853	19.861	12.909	11.876	0.116	0.986	60000.0
8	56.841	20.473	13.528	11.995	0.107	0.99	70000.0
9	58.199	20.399	13.824	11.871	0.11	0.99	50000.0
10	59.606	21.233	14.419	12.396	0.113	0.989	40000.0
