Samples	ID83A	ID83B	ID83C	ID83D
V1	26	70	2	277
V2	79	225	15	0
V3	61	22	33	17
V4	79	0	0	87
V5	176	132	261	15
V6	227	174	4	2
V7	78	67	37	61
V8	530	74	91	49
V9	83	78	130	211
V10	81	60	42	143
V11	4	44	29	169
V12	26	24	11	12
V13	41	38	1	17
V14	239	85	59	46
V15	44	15	27	0
V16	5	75	39	110
V17	152	169	242	9
V18	151	82	131	47
V19	313	79	39	48
V20	357	1	53	0
V21	25	101	4	83
V22	199	2	208	115
V23	206	366	50	41
V24	44	107	56	20
V25	387	257	170	45
V26	5	7	10	5
V27	0	318	6	6
V28	173	238	219	34
V29	139	211	190	66
V30	12	0	0	10
V31	103	66	35	5
V32	228	0	230	150
V33	121	2	151	12
V34	17	0	5	58
V35	96	76	23	0
V36	12	15	1	109
V37	74	119	8	72
V38	35	0	9	63
V39	80	110	135	73
V40	110	85	21	0
V41	116	76	37	0
V42	17	66	65	0
V43	99	57	12	25
V44	0	0	89	38
V45	186	194	41	74
V46	154	93	16	1
V47	7	271	96	194
V48	195	130	10	60
V49	158	75	12	8
V50	96	57	379	10
V51	90	68	52	0
V52	5	256	35	17
V53	97	0	0	57
V54	532	310	64	168
V55	15	95	88	29
V56	78	47	112	0
V57	291	23	164	158
V58	130	34	86	19
V59	231	146	37	25
V60	57	63	2	95
V61	79	0	354	122
V62	47	143	1	59
V63	30	180	64	0
V64	183	125	47	18
V65	21	159	165	1
V66	108	85	4	27
V67	185	0	487	14
V68	0	64	148	0
V69	286	24	0	32
V70	120	120	24	8
V71	12	29	104	0
V72	36	0	3	17
V73	71	18	10	40
V74	638	93	1	54
V75	6	0	13	318
V76	116	70	1	43
V77	336	517	14	0
V78	168	55	2	168
V79	22	89	3	17
V80	67	5	50	38
V81	76	28	60	95
V82	35	260	11	2
V83	94	9	4	94
V84	148	31	158	8
V85	222	308	88	2
V86	128	14	22	31
V87	34	103	5	0
V88	38	7	12	8
V89	245	379	151	7
V90	2	55	2	61
V91	33	230	5	9
V92	37	193	157	76
V93	236	8	13	88
V94	42	8	14	10
V95	151	381	15	39
V96	98	11	44	4
V97	63	176	87	11
V98	20	9	114	6
V99	165	54	221	187
V100	0	209	4	22
