Samples	ID83A	ID83B	ID83C	ID83D
V1	2.65E+00	1.79E+01	8.14E-01	1.58E+01
V2	2.31E+00	1.22E+01	1.08E+01	8.04E+00
V3	1.81E+00	3.11E+00	1.98E+00	3.15E+00
V4	4.23E+00	0.00E+00	0.00E+00	4.23E+00
V5	4.17E+00	1.09E+01	6.60E+00	7.71E+00
V6	2.50E+00	1.86E+01	5.67E-01	1.94E+01
V7	3.91E+00	9.95E+00	2.60E+00	7.90E+00
V8	5.81E+00	9.15E+00	3.46E+00	6.50E+00
V9	3.27E+00	1.41E+01	3.61E+00	1.10E+01
V10	4.81E+00	5.47E+00	4.41E+00	3.82E+00
V11	1.17E+00	9.78E+00	2.11E+00	8.21E+00
V12	1.46E+00	2.83E+00	2.94E+00	1.43E+00
V13	1.56E+00	3.59E+00	9.20E-01	3.07E+00
V14	4.12E+00	1.23E+01	2.30E+00	1.30E+01
V15	1.32E+00	3.61E+00	1.49E+00	2.94E+00
V16	1.18E+00	7.32E+00	5.18E+00	5.66E+00
V17	5.21E+00	1.42E+01	9.94E+00	1.23E+01
V18	2.35E+00	7.34E+00	6.74E+00	1.81E+00
V19	3.86E+00	1.07E+01	2.13E+00	9.90E+00
V20	2.59E+00	0.00E+00	2.09E+00	1.29E+00
V21	1.73E+00	1.85E+01	9.80E-01	1.83E+01
V22	6.70E+00	3.24E+00	7.20E+00	1.28E+01
V23	5.51E+00	2.88E+01	2.78E+01	2.68E+00
V24	1.69E+00	1.52E+01	2.30E+00	1.52E+01
V25	2.75E+00	1.89E+01	8.90E+00	1.65E+01
V26	7.86E-01	9.43E-01	1.25E+00	9.07E-01
V27	0.00E+00	2.24E+01	7.75E+00	2.29E+01
V28	3.18E+00	2.44E+01	7.24E+00	2.42E+01
V29	5.53E+00	1.59E+01	1.18E+01	2.88E+00
V30	9.91E-01	1.33E-01	0.00E+00	9.29E-01
V31	3.89E+00	5.67E+00	3.52E+00	5.40E+00
V32	8.60E+00	1.00E-01	1.11E+01	1.70E+01
V33	3.34E+00	1.61E+00	3.45E+00	1.84E+00
V34	2.27E+00	4.00E-01	6.29E-01	2.02E+00
V35	2.86E+00	5.03E+00	4.66E+00	1.75E+00
V36	1.72E+00	4.61E+00	3.79E-01	4.44E+00
