Samples	ID83A	ID83B	ID83C	ID83D
V37	2.60E+00	2.08E+01	1.10E+00	2.06E+01
V38	2.74E+00	1.14E+00	1.11E+00	2.23E+00
V39	2.68E+00	8.38E+00	7.64E+00	3.73E+00
V40	2.74E+00	8.78E+00	8.06E+00	8.94E-01
V41	2.61E+00	1.09E+01	1.52E+00	1.11E+01
V42	1.40E+00	5.25E+00	5.67E+00	3.37E+00
V43	2.79E+00	4.85E+00	4.79E+00	2.67E+00
V44	2.69E-01	8.17E-01	2.47E+00	2.02E+00
V45	3.93E+00	2.08E+01	2.11E+00	1.98E+01
V46	3.13E+00	1.35E+01	1.72E+00	1.40E+01
V47	1.67E+00	4.01E+01	5.31E+00	3.98E+01
V48	2.34E+00	1.91E+01	8.72E-01	1.76E+01
V49	3.46E+00	7.67E+00	7.19E+00	2.66E+00
V50	2.19E+00	6.93E+00	3.32E+00	7.74E+00
V51	2.75E+00	4.69E+00	2.56E+00	4.85E+00
V52	7.45E-01	1.80E+01	1.87E+01	2.69E+00
V53	2.32E+00	2.09E+00	0.00E+00	2.67E+00
V54	5.00E+00	4.98E+01	2.78E+00	4.95E+01
V55	9.07E-01	7.75E+00	4.96E+00	6.64E+00
V56	2.92E+00	3.20E+00	1.69E+00	2.13E-01
V57	9.19E+00	4.80E+00	9.03E+00	1.26E+01
V58	3.29E+00	4.86E+00	2.87E+00	2.52E+00
V59	4.01E+00	2.27E+01	1.70E+00	2.42E+01
V60	2.02E+00	8.63E+00	2.16E+00	8.46E+00
V61	3.59E+00	0.00E+00	1.27E+01	1.40E+01
V62	3.46E+00	1.28E+01	1.21E+01	2.28E+00
V63	1.42E+00	1.12E+01	8.63E+00	8.66E+00
V64	4.17E+00	8.28E+00	7.09E+00	5.42E+00
V65	1.19E+00	1.57E+01	4.31E+00	1.52E+01
V66	2.89E+00	6.94E+00	6.63E+00	2.70E+00
V67	3.57E+00	2.00E-01	4.91E+00	4.70E+00
V68	0.00E+00	1.03E+01	2.66E+00	9.82E+00
V69	3.21E+00	4.14E+00	0.00E+00	4.55E+00
V70	2.94E+00	6.23E+00	5.80E+00	4.86E+00
V71	1.58E+00	6.50E+00	1.26E+00	5.72E+00
V72	1.69E+00	0.00E+00	5.63E-01	1.84E+00
V73	2.96E+00	1.66E+00	1.65E+00	3.26E+00
V74	5.18E+00	1.69E+01	4.42E-01	1.70E+01
V75	2.21E+00	3.78E+00	9.00E-01	4.04E+00
V76	4.17E+00	9.04E+00	7.77E-01	8.26E+00
V77	6.54E+00	3.92E+01	3.78E+01	1.35E+00
V78	5.33E+00	7.59E+00	5.77E+00	6.43E+00
V79	1.64E+00	1.52E+01	6.74E-01	1.55E+01
V80	1.45E+00	1.34E+00	2.34E+00	2.34E+00
V81	3.38E+00	4.46E+00	3.51E+00	3.14E+00
V82	1.95E+00	1.80E+01	1.69E+01	4.26E+00
V83	3.72E+00	2.56E+00	1.81E+00	4.40E+00
V84	3.54E+00	4.28E+00	4.76E+00	2.29E+00
V85	3.95E+00	3.50E+01	6.09E+00	3.68E+01
V86	3.56E+00	1.99E+00	1.67E+00	2.26E+00
V87	1.48E+00	5.25E+00	4.46E+00	2.52E+00
V88	1.49E+00	9.29E-01	8.72E-01	1.13E+00
V89	3.63E+00	3.73E+01	6.81E+00	3.97E+01
V90	7.12E-01	1.13E+01	4.42E-01	1.09E+01
V91	1.87E+00	1.76E+01	1.66E+01	2.45E+00
V92	1.72E+00	1.40E+01	9.99E+00	1.13E+01
V93	5.62E+00	1.62E+00	1.22E+00	6.31E+00
V94	1.43E+00	1.25E+00	1.07E+00	7.90E-01
V95	5.04E+00	5.96E+01	1.73E+00	6.33E+01
V96	2.53E+00	2.45E+00	1.70E+00	2.13E+00
V97	2.54E+00	2.85E+01	3.38E+00	2.86E+01
V98	1.55E+00	1.73E+00	1.78E+00	1.79E+00
V99	6.52E+00	8.71E+00	8.58E+00	1.14E+01
V100	0.00E+00	3.31E+01	9.43E-01	3.29E+01
