NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.226	23.044	14.947	14.793	0.115	0.986	40000.0
2	62.909	23.486	14.697	15.292	0.121	0.983	50000.0
3	65.216	23.648	15.172	14.96	0.117	0.986	40000.0
4	63.179	22.817	15.217	15.275	0.117	0.984	50000.0
5	61.266	22.683	14.317	14.749	0.115	0.985	40000.0
6	64.986	23.569	15.005	15.019	0.12	0.985	30000.0
7	66.577	23.882	15.62	15.36	0.121	0.985	50000.0
8	66.232	24.435	15.507	15.789	0.122	0.983	60000.0
9	63.36	22.675	14.564	14.099	0.117	0.987	40000.0
10	61.97	22.786	14.305	14.526	0.118	0.986	40000.0
