Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	119	8	10	17	59	31	45
V2	62	103	19	3	0	0	0
V3	66	0	45	169	0	2	0
V4	20	0	167	3	0	0	46
V5	107	100	76	37	11	1	0
V6	89	8	57	10	25	132	46
V7	0	0	59	66	0	0	71
V8	7	192	30	9	50	30	0
V9	105	50	41	13	50	0	64
V10	87	0	338	64	0	0	127
V11	0	0	8	6	18	30	8
V12	50	0	7	33	36	2	21
V13	148	0	71	33	28	0	38
V14	12	64	6	2	7	3	4
V15	0	28	0	20	177	64	12
V16	0	46	335	84	2	160	0
V17	23	9	0	1	74	166	6
V18	180	55	5	19	40	310	0
V19	24	104	0	64	23	120	1
V20	118	7	0	196	82	35	10
V21	0	203	71	40	17	16	0
V22	28	38	6	8	150	17	7
V23	0	0	44	72	46	0	51
V24	11	0	127	49	8	39	0
V25	26	2	6	70	52	192	3
V26	23	1	4	137	0	2	36
V27	150	17	6	66	46	79	0
V28	0	0	24	0	0	22	69
V29	42	2	5	17	0	3	19
V30	195	44	57	0	0	1	24
V31	1	39	198	11	9	86	0
V32	19	2	0	5	15	31	0
V33	31	53	4	198	91	9	18
V34	4	63	15	446	233	0	20
V35	4	51	15	5	25	107	0
V36	6	86	3	10	69	0	3
V37	195	210	8	12	37	73	28
V38	12	0	22	0	36	6	20
V39	74	32	0	15	5	35	4
V40	0	24	81	52	7	2	12
V41	24	0	388	62	51	46	32
V42	219	3	38	13	0	20	0
V43	0	9	37	1	0	0	49
V44	49	5	9	26	1	123	8
V45	0	1	3	0	32	16	0
V46	0	3	31	11	65	13	1
V47	46	0	5	27	27	0	0
V48	307	31	105	30	0	5	238
V49	3	362	30	31	29	0	49
V50	57	46	22	71	0	14	87
V51	132	0	43	2	39	68	41
V52	43	27	0	10	13	0	1
V53	0	0	40	162	1	44	107
V54	0	17	69	38	41	155	202
V55	323	4	5	21	66	77	3
V56	4	99	0	188	7	34	0
V57	0	1	10	84	30	10	0
V58	24	297	6	1	5	0	0
V59	17	9	2	0	2	4	7
V60	28	9	0	1	4	0	2
V61	258	20	0	0	0	26	6
V62	17	14	0	55	39	23	0
V63	112	37	10	71	0	2	30
V64	250	12	4	7	3	11	3
V65	75	6	0	3	201	2	8
V66	6	46	2	15	15	71	0
V67	60	45	4	44	63	28	2
V68	0	256	0	4	0	27	0
V69	65	4	62	7	13	2	0
V70	63	41	23	46	0	16	0
V71	16	39	42	0	12	0	67
V72	86	31	0	0	2	5	0
V73	5	9	3	23	108	0	0
V74	37	22	0	58	119	12	1
V75	95	240	56	52	80	9	1
V76	0	12	16	14	0	0	17
V77	170	0	9	16	0	3	54
V78	55	8	25	175	22	26	0
V79	0	0	109	89	0	20	121
V80	29	16	39	131	49	15	0
V81	8	14	0	36	10	10	5
V82	0	111	447	30	6	228	41
V83	13	28	0	18	41	0	0
V84	9	33	0	83	104	0	0
V85	4	26	8	4	17	12	10
V86	16	16	1	7	7	0	3
V87	3	65	26	62	150	51	21
V88	3	15	0	0	104	12	1
V89	0	28	87	1	0	1	0
V90	122	11	86	9	0	55	35
V91	0	0	44	13	11	0	48
V92	102	49	10	122	0	0	47
V93	6	17	37	4	238	0	0
V94	278	137	0	41	4	21	0
V95	1	56	2	15	10	4	0
V96	0	89	13	0	0	0	28
V97	4	6	2	1	73	6	7
V98	347	67	0	21	114	112	0
V99	24	174	23	32	105	12	40
V100	0	128	174	5	11	266	56
