NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.609	27.988	13.143	16.252	0.176	0.981	20000.0
2	55.331	27.799	12.753	15.924	0.174	0.982	20000.0
3	55.339	27.4	12.827	15.746	0.174	0.983	30000.0
4	55.746	27.803	13.079	16.258	0.172	0.982	20000.0
5	54.485	26.729	12.619	15.353	0.166	0.983	30000.0
6	54.058	26.846	12.566	15.477	0.171	0.984	20000.0
7	57.494	29.216	13.425	16.791	0.185	0.981	20000.0
8	55.294	27.3	12.922	15.975	0.175	0.983	30000.0
9	56.744	28.491	13.041	16.354	0.182	0.982	20000.0
10	53.028	26.765	12.297	15.416	0.171	0.984	30000.0
