NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	220.065	80.089	78.213	64.43	0.528	0.745	20000.0
2	228.87	81.351	80.315	65.248	0.535	0.739	20000.0
3	220.195	79.222	77.308	63.323	0.525	0.753	20000.0
4	220.544	79.593	78.228	63.886	0.525	0.749	50000.0
5	221.343	79.522	78.697	63.817	0.525	0.748	30000.0
6	221.156	79.89	78.295	64.438	0.527	0.745	30000.0
7	228.035	83.371	78.574	64.478	0.558	0.737	30000.0
8	230.227	81.671	81.006	65.705	0.537	0.736	20000.0
9	220.535	79.691	77.625	64.051	0.533	0.746	20000.0
10	225.687	82.708	77.635	64.366	0.552	0.739	20000.0
