NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.389	21.351	13.026	12.849	0.125	0.988	60000.0
2	61.535	23.9	14.623	14.675	0.138	0.985	50000.0
3	59.37	23.262	13.934	14.177	0.138	0.986	50000.0
4	57.516	22.22	14.071	13.54	0.131	0.987	40000.0
5	57.548	22.755	13.225	13.146	0.138	0.988	40000.0
6	56.13	21.564	13.16	12.821	0.129	0.988	60000.0
7	57.801	22.485	13.673	13.693	0.133	0.987	50000.0
8	54.189	20.303	12.693	11.995	0.122	0.99	50000.0
9	58.27	22.276	13.73	13.117	0.137	0.988	30000.0
10	54.598	21.242	12.651	12.542	0.132	0.988	20000.0
