Samples	ID83A	ID83B	ID83C	ID83D
V1	1.98E+00	2.28E+00	8.47E-01	2.50E+00
V2	7.63E-01	2.63E+00	2.75E+00	1.02E+00
V3	1.55E+00	1.54E+00	1.70E+00	8.67E-01
V4	3.77E+00	8.31E-01	3.30E+00	3.96E-01
V5	2.28E+00	2.46E+00	1.03E+00	1.01E+00
V6	1.00E+00	1.18E+00	5.00E-01	3.06E-01
V7	1.13E+00	8.70E-01	0.00E+00	1.66E+00
V8	1.12E+00	1.54E+00	1.54E+00	9.94E-01
V9	1.39E+00	9.80E-01	7.63E-01	1.92E+00
V10	2.69E-01	2.47E+00	2.49E+00	5.33E-01
V11	2.23E+00	2.57E+00	1.51E+00	1.65E+00
V12	2.12E+00	1.49E+00	9.57E-01	2.62E+00
V13	2.18E+00	1.21E+00	1.31E+00	2.81E+00
V14	2.78E+00	3.31E+00	2.08E+00	1.81E+00
V15	9.98E-01	2.24E-01	1.49E+00	9.83E-01
V16	4.03E+00	3.88E+00	2.40E+00	3.38E+00
V17	1.69E+00	1.84E+00	1.15E+00	6.84E-01
V18	4.53E+00	3.76E+00	2.15E+00	1.56E+00
V19	1.60E+00	3.26E+00	2.54E+00	2.85E+00
V20	3.71E+00	1.31E+00	4.39E+00	1.10E+00
V21	2.69E+00	3.56E+00	2.30E+00	9.55E-01
V22	2.85E+00	1.87E+00	3.48E+00	1.38E+00
V23	1.56E+00	5.12E-01	5.96E-01	1.27E+00
V24	3.63E+00	3.13E+00	3.25E+00	5.97E-01
V25	1.41E+00	1.86E+00	1.71E+00	2.16E+00
V26	2.45E+00	4.29E+00	3.84E+00	0.00E+00
V27	2.22E+00	1.82E+00	2.86E+00	1.70E+00
V28	2.26E+00	2.80E+00	1.44E+00	1.45E+00
V29	3.52E+00	3.33E+00	4.16E-01	5.81E-01
V30	2.95E+00	1.20E+00	2.48E+00	8.03E-01
V31	3.75E+00	3.77E+00	1.16E+00	1.69E+00
V32	1.54E+00	9.17E-01	1.86E+00	7.75E-01
V33	2.03E+00	0.00E+00	3.11E+00	2.23E+00
V34	2.21E-01	6.63E-01	5.93E-01	3.40E-01
V35	1.82E+00	3.38E+00	2.40E+00	1.34E+00
V36	2.03E+00	6.01E+00	5.19E+00	2.01E+00
V37	2.04E+00	3.23E+00	1.08E+00	1.83E+00
V38	2.67E+00	3.35E+00	1.41E+00	0.00E+00
V39	8.59E-01	3.31E+00	3.42E+00	2.21E+00
V40	2.11E+00	1.64E+00	0.00E+00	2.18E+00
V41	3.53E+00	3.58E+00	5.82E-01	3.41E+00
V42	4.44E+00	4.61E+00	1.63E-01	1.57E+00
V43	1.79E+00	2.04E+00	1.67E+00	1.37E+00
V44	2.30E+00	1.28E+00	3.33E-01	2.94E+00
V45	1.82E+00	6.99E-01	1.36E+00	1.65E+00
V46	5.86E-01	0.00E+00	5.39E-01	6.23E-01
V47	3.62E+00	2.54E+00	3.06E+00	4.89E+00
V48	1.50E+00	1.47E+00	1.54E+00	8.85E-01
V49	1.38E+00	0.00E+00	1.49E+00	6.63E-01
V50	3.31E+00	2.47E+00	3.33E+00	1.72E+00
V51	2.10E+00	2.68E+00	1.52E+00	1.56E+00
V52	2.90E+00	2.62E+00	1.30E+00	2.59E+00
V53	2.67E-01	5.04E-01	0.00E+00	5.00E-01
V54	1.90E+00	2.83E+00	5.26E-01	1.62E+00
V55	2.59E+00	2.14E+00	3.95E+00	2.95E+00
V56	5.59E-01	6.74E-01	1.00E+00	4.76E-01
V57	0.00E+00	1.89E+00	1.42E+00	1.17E+00
V58	1.35E+00	9.09E-01	7.72E-01	1.69E+00
V59	9.87E-01	1.32E+00	4.27E-01	1.46E+00
V60	1.46E+00	1.85E+00	2.51E+00	1.07E+00
V61	4.04E+00	2.98E+00	1.25E+00	2.12E+00
V62	2.92E+00	0.00E+00	4.70E+00	4.75E+00
V63	1.91E+00	2.42E+00	8.31E-01	1.57E+00
V64	2.24E+00	2.82E+00	7.42E-01	2.81E+00
V65	5.26E+00	0.00E+00	3.07E+00	5.11E+00
V66	3.85E+00	0.00E+00	3.42E+00	3.14E+00
V67	2.87E+00	3.07E+00	1.22E+00	7.78E-01
V68	2.56E+00	4.06E+00	3.14E+00	2.06E+00
V69	2.13E-01	4.18E+00	4.28E+00	1.08E+00
V70	1.54E+00	1.68E+00	1.48E+00	9.40E-01
V71	2.32E+00	1.74E+00	5.21E-01	1.55E+00
V72	0.00E+00	2.26E+00	2.06E+00	2.61E+00
V73	3.00E+00	2.04E+00	1.65E+00	1.71E+00
V74	3.27E+00	2.45E+00	1.80E+00	6.90E-01
V75	3.32E+00	2.40E+00	2.38E+00	8.03E-01
V76	3.37E+00	4.12E+00	2.16E+00	4.44E+00
V77	4.80E+00	2.95E+00	1.19E+00	4.37E+00
V78	2.49E+00	2.20E+00	2.84E+00	2.52E+00
V79	2.10E+00	1.79E+00	1.84E+00	8.14E-01
V80	1.63E+00	6.63E-01	2.32E+00	2.09E+00
V81	1.99E+00	9.83E-01	4.35E+00	4.59E+00
V82	5.29E+00	0.00E+00	2.87E+00	4.89E+00
V83	7.81E-01	1.31E+00	0.00E+00	1.66E+00
V84	2.15E+00	1.06E+00	2.33E+00	1.76E+00
V85	3.32E+00	2.27E+00	1.86E+00	7.61E-01
V86	1.19E+00	1.56E+00	1.17E+00	1.54E+00
V87	3.10E+00	2.34E+00	1.64E+00	4.20E+00
V88	3.01E+00	2.43E+00	1.17E+00	2.31E+00
V89	2.34E+00	2.30E+00	2.20E+00	4.06E+00
V90	1.78E+00	1.67E+00	2.58E+00	1.14E+00
V91	5.37E-01	2.03E+00	9.89E-01	1.25E+00
V92	5.03E+00	3.06E+00	5.32E+00	2.80E+00
V93	1.63E+00	1.76E+00	1.65E+00	6.36E-01
V94	1.42E+00	2.04E+00	2.09E+00	0.00E+00
V95	4.02E+00	3.65E+00	8.36E-01	3.52E+00
V96	1.76E+00	2.04E+00	1.14E+00	3.67E-01
V97	2.53E+00	4.69E+00	4.74E+00	0.00E+00
V98	4.31E+00	4.07E-01	4.95E+00	1.19E+00
V99	9.20E-01	5.22E-01	1.32E+00	0.00E+00
V100	3.37E+00	3.63E+00	1.71E+00	1.67E+00
