MutationType	ID83A	ID83B
1:Del:C:0	8.02E-03	8.08E-03
1:Del:C:1	2.08E-03	2.39E-03
1:Del:C:2	1.54E-04	1.86E-04
1:Del:C:3	3.62E-04	3.53E-04
1:Del:C:4	6.96E-04	6.51E-04
1:Del:C:5	3.63E-04	3.74E-04
1:Del:T:0	3.33E-03	3.56E-03
1:Del:T:1	1.50E-03	1.40E-03
1:Del:T:2	2.23E-03	2.36E-03
1:Del:T:3	2.90E-03	2.59E-03
1:Del:T:4	2.96E-03	2.98E-03
1:Del:T:5	2.31E-02	2.68E-02
1:Ins:C:0	9.31E-05	9.67E-05
1:Ins:C:1	7.59E-05	6.63E-05
1:Ins:C:2	6.39E-05	6.51E-05
1:Ins:C:3	4.37E-08	2.08E-05
1:Ins:C:4	1.00E-04	8.71E-05
1:Ins:C:5	1.31E-03	1.50E-03
1:Ins:T:0	3.79E-04	3.40E-04
1:Ins:T:1	3.62E-04	3.20E-04
1:Ins:T:2	1.45E-04	1.39E-04
1:Ins:T:3	3.51E-04	4.15E-04
1:Ins:T:4	9.26E-04	1.02E-03
1:Ins:T:5	5.93E-02	6.21E-02
2:Del:R:0	4.37E-04	4.81E-04
2:Del:R:1	3.60E-04	3.63E-04
2:Del:R:2	1.30E-04	1.54E-04
2:Del:R:3	5.54E-05	3.52E-05
2:Del:R:4	5.72E-05	6.69E-05
2:Del:R:5	1.57E-05	3.05E-05
3:Del:R:0	5.74E-04	5.73E-04
3:Del:R:1	3.55E-04	2.67E-04
3:Del:R:2	1.88E-04	1.26E-03
3:Del:R:3	1.03E-04	9.81E-05
3:Del:R:4	6.07E-09	5.95E-09
3:Del:R:5	6.07E-09	5.95E-09
4:Del:R:0	2.55E-04	2.45E-04
4:Del:R:1	3.19E-04	3.16E-04
4:Del:R:2	5.20E-05	1.04E-04
4:Del:R:3	3.42E-05	2.52E-05
4:Del:R:4	9.41E-06	1.42E-05
4:Del:R:5	1.37E-05	2.67E-05
5:Del:R:0	9.70E-03	9.21E-03
5:Del:R:1	1.74E-04	3.30E-04
5:Del:R:2	6.93E-05	8.46E-05
5:Del:R:3	8.44E-08	1.25E-02
5:Del:R:4	2.61E-05	4.37E-05
5:Del:R:5	6.07E-09	5.95E-09
2:Ins:R:0	1.27E-04	1.15E-04
2:Ins:R:1	1.27E-04	1.11E-04
2:Ins:R:2	1.16E-04	1.00E-04
2:Ins:R:3	5.46E-05	3.06E-05
2:Ins:R:4	1.83E-04	2.21E-04
2:Ins:R:5	8.40E-04	7.74E-04
3:Ins:R:0	3.01E-05	4.34E-05
3:Ins:R:1	1.13E-04	1.42E-04
3:Ins:R:2	3.35E-05	2.53E-05
3:Ins:R:3	8.87E-09	2.69E-05
3:Ins:R:4	6.07E-09	5.95E-09
3:Ins:R:5	1.63E-04	1.31E-04
4:Ins:R:0	1.09E-04	7.15E-05
4:Ins:R:1	8.15E-05	5.30E-05
4:Ins:R:2	3.24E-02	3.01E-02
4:Ins:R:3	2.08E-05	1.57E-05
4:Ins:R:4	4.58E-05	2.68E-05
4:Ins:R:5	1.59E-04	1.39E-04
5:Ins:R:0	6.19E-06	3.93E-05
5:Ins:R:1	2.28E-04	3.08E-04
5:Ins:R:2	2.80E-05	1.64E-05
5:Ins:R:3	4.42E-08	2.01E-05
5:Ins:R:4	2.52E-05	4.43E-05
5:Ins:R:5	3.06E-05	4.90E-08
2:Del:M:1	1.82E-04	1.31E-04
3:Del:M:1	3.17E-04	3.49E-04
3:Del:M:2	3.47E-04	3.23E-04
4:Del:M:1	2.63E-04	3.45E-04
4:Del:M:2	1.41E-04	1.48E-04
4:Del:M:3	1.13E-04	1.20E-04
5:Del:M:1	1.10E-02	1.16E-02
5:Del:M:2	4.25E-03	4.50E-03
5:Del:M:3	1.90E-03	1.94E-03
5:Del:M:4	6.87E-04	7.87E-04
5:Del:M:5	5.97E-04	6.62E-04
