MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.20E-02	7.63E-04	1.70E-03	1.16E-03	3.21E-03	1.70E-04	4.96E-02	1.84E-02
1:Del:C:1	8.61E-03	6.86E-05	1.79E-04	9.51E-04	1.24E-03	3.67E-04	1.45E-02	6.12E-03
1:Del:C:2	5.75E-04	2.11E-07	7.04E-05	8.68E-05	3.74E-04	0.00E+00	9.37E-05	1.13E-03
1:Del:C:3	1.44E-03	1.42E-04	1.65E-04	5.54E-04	9.31E-04	2.84E-04	1.34E-03	7.06E-03
1:Del:C:4	2.23E-03	0.00E+00	1.61E-05	3.13E-04	6.16E-04	9.91E-04	2.69E-03	7.72E-03
1:Del:C:5	1.62E-04	0.00E+00	0.00E+00	6.21E-04	3.99E-04	1.27E-03	9.43E-08	2.37E-03
1:Del:T:0	4.23E-03	1.02E-03	7.69E-04	1.32E-03	3.33E-03	1.12E-03	1.50E-02	1.77E-02
1:Del:T:1	5.01E-03	2.70E-09	0.00E+00	1.27E-08	1.14E-03	0.00E+00	1.44E-02	6.96E-03
1:Del:T:2	1.19E-02	0.00E+00	7.53E-04	8.75E-05	9.71E-04	1.18E-03	2.21E-02	7.82E-04
1:Del:T:3	8.08E-03	6.65E-04	2.08E-04	1.29E-03	1.13E-03	1.48E-03	1.52E-02	8.28E-03
1:Del:T:4	6.31E-03	3.28E-04	5.66E-04	9.67E-04	0.00E+00	3.23E-03	2.44E-02	0.00E+00
1:Del:T:5	8.09E-08	8.91E-08	6.61E-08	1.03E-03	2.11E-03	6.82E-03	5.26E-07	8.48E-02
1:Ins:C:0	1.33E-08	1.90E-08	2.99E-08	2.81E-08	3.86E-04	3.93E-08	1.16E-07	1.59E-03
1:Ins:C:1	7.39E-05	1.20E-08	7.83E-05	1.29E-08	4.96E-04	2.84E-08	1.75E-03	1.11E-03
1:Ins:C:2	3.34E-04	1.00E-08	6.79E-09	1.61E-04	2.30E-04	9.19E-09	2.08E-04	9.56E-04
1:Ins:C:3	9.95E-06	3.70E-05	2.38E-08	6.42E-05	6.47E-05	3.63E-08	1.11E-04	2.52E-04
1:Ins:C:4	3.16E-05	0.00E+00	1.05E-04	3.04E-04	1.72E-04	2.50E-04	1.59E-04	5.04E-04
