NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	51.883	17.043	12.202	9.144	0.094	0.994	50000.0
2	50.026	16.141	11.459	8.573	0.09	0.995	70000.0
3	47.788	15.539	10.649	7.955	0.088	0.996	50000.0
4	49.702	16.509	11.202	8.483	0.096	0.995	50000.0
5	48.189	15.76	10.821	8.107	0.091	0.995	40000.0
6	49.764	16.307	11.191	8.455	0.091	0.995	80000.0
7	49.371	16.44	10.973	8.412	0.094	0.995	80000.0
8	51.775	16.793	11.671	8.695	0.094	0.995	60000.0
9	49.24	16.264	11.196	8.602	0.093	0.994	50000.0
10	49.378	16.198	11.149	8.487	0.09	0.995	50000.0
