NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	57.47	22.394	13.257	13.093	0.131	0.988	70000.0
2	59.076	23.284	13.511	13.671	0.142	0.988	40000.0
3	64.592	25.417	15.537	15.829	0.15	0.982	100000.0
4	57.812	22.221	13.564	13.118	0.132	0.988	90000.0
5	62.244	24.109	14.882	14.529	0.142	0.985	30000.0
6	62.163	23.824	15.125	14.617	0.139	0.984	30000.0
7	60.735	23.056	14.618	14.177	0.137	0.986	50000.0
8	57.565	21.943	13.324	12.797	0.128	0.989	30000.0
9	62.485	23.792	14.844	14.031	0.141	0.986	40000.0
10	61.224	23.55	14.626	14.145	0.141	0.986	60000.0
