Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	141	142	11	9	0	0	23	34	0	0	0	21	5	0	0
V2	202	0	2	38	2	45	21	0	0	0	9	8	0	6	0
V3	0	0	104	3	0	10	7	41	0	0	0	9	6	0	0
V4	7	0	8	0	13	0	0	0	0	0	0	0	4	0	0
V5	230	14	51	0	4	0	0	0	0	13	0	0	28	0	0
V6	179	62	166	22	17	82	30	28	0	31	0	31	14	0	0
V7	11	60	71	0	74	0	13	17	0	4	13	4	6	0	2
V8	14	0	50	341	0	157	2	0	15	0	27	0	0	0	0
V9	101	12	96	4	11	14	0	0	8	0	0	1	0	28	0
V10	10	42	13	44	0	0	24	46	4	0	0	20	1	3	0
V11	0	19	16	1	0	0	0	0	0	0	2	0	0	0	0
V12	99	0	7	9	0	13	12	13	2	16	0	0	6	7	0
V13	0	51	94	0	0	7	0	2	3	0	6	1	0	5	0
V14	392	245	97	5	0	0	29	24	0	30	0	0	33	0	0
V15	32	15	0	61	54	19	14	3	25	9	16	1	5	0	15
V16	0	10	5	0	0	4	18	15	3	6	0	0	0	0	1
V17	108	0	118	11	4	9	0	1	0	0	32	1	0	45	0
V18	46	31	81	3	0	4	7	0	0	0	0	7	3	17	16
V19	30	5	4	58	38	0	21	1	44	0	0	0	7	0	0
V20	264	0	106	26	0	0	0	7	0	37	0	0	32	56	0
V21	138	10	0	34	0	3	2	5	0	44	0	0	5	0	4
V22	1	0	83	0	0	0	6	47	10	0	7	0	5	0	0
V23	16	0	5	48	1	20	8	57	9	0	0	15	1	0	0
V24	9	0	68	9	0	11	1	20	2	0	0	11	1	0	0
V25	329	1	10	1	0	0	22	0	6	118	0	9	11	35	0
V26	2	170	79	57	211	0	23	0	144	0	0	5	7	11	0
V27	96	3	31	1	6	9	0	1	36	13	29	0	2	0	1
V28	14	4	8	61	66	20	4	15	41	0	27	7	2	36	27
V29	107	32	17	37	0	1	0	0	0	13	1	0	15	18	0
V30	257	0	1	0	0	0	0	11	0	51	0	0	18	0	0
V31	0	126	14	76	18	21	3	0	28	1	0	0	0	0	0
V32	79	16	0	0	38	7	32	63	70	23	0	0	1	0	8
V33	64	21	0	32	17	0	20	0	3	0	0	8	0	0	0
V34	120	1	60	9	14	0	6	4	6	0	1	8	21	0	0
V35	119	50	136	43	0	6	36	37	3	24	0	10	17	0	0
V36	34	1	15	0	0	0	3	0	0	23	0	0	8	3	0
V37	19	31	5	0	22	1	7	3	23	0	0	0	0	3	0
V38	8	120	0	8	17	22	0	31	0	5	1	26	9	0	1
V39	110	0	61	26	16	0	0	22	10	38	46	0	2	0	0
V40	93	47	0	3	2	0	15	5	3	26	0	0	2	0	0
V41	34	0	84	42	118	0	44	67	183	0	123	18	0	0	0
V42	40	91	47	56	40	75	13	0	1	0	0	0	0	0	0
V43	5	7	31	62	1	43	0	0	0	0	3	0	2	0	0
V44	2	85	0	1	0	0	29	20	0	0	0	0	0	0	0
V45	37	137	210	44	32	0	16	44	1	0	0	24	24	0	27
V46	34	0	13	229	35	50	0	0	78	0	32	0	0	0	0
V47	16	46	64	1	0	5	20	15	0	0	0	10	12	0	0
V48	1	21	61	55	1	16	60	22	0	16	0	17	0	0	0
V49	2	0	145	11	0	21	6	30	5	0	17	1	7	0	0
V50	104	221	15	130	3	136	34	0	20	14	4	0	0	0	0
V51	17	0	0	65	0	18	26	20	0	0	0	0	0	9	0
V52	14	24	2	19	33	0	7	0	99	0	71	0	3	0	25
V53	0	0	19	1	67	0	172	134	22	27	2	24	0	0	0
V54	3	0	0	1	0	7	5	4	0	0	0	0	0	0	0
V55	2	0	20	1	0	22	5	0	12	24	13	1	4	3	0
V56	5	36	11	0	22	0	0	0	14	0	0	3	1	0	0
V57	22	283	10	2	41	0	25	46	0	34	7	15	0	0	0
V58	132	37	1	6	0	31	17	49	6	0	0	21	8	0	0
V59	2	0	85	63	28	28	10	2	15	0	8	8	6	0	44
V60	29	16	53	45	0	0	38	0	27	44	10	4	0	15	0
V61	33	0	41	0	7	0	0	17	0	2	0	0	0	0	0
V62	60	0	14	161	0	77	63	111	9	80	0	3	0	0	0
V63	65	71	0	9	44	39	4	0	41	16	0	0	0	4	0
V64	9	43	36	40	14	27	0	0	5	0	0	0	1	0	0
V65	17	8	0	25	7	19	8	0	0	0	11	0	3	0	2
V66	0	29	136	6	3	0	88	150	23	0	16	6	5	0	0
V67	21	0	6	26	25	0	3	0	8	0	23	0	5	0	0
