MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	4.74E-04	4.85E-08	7.31E-04	2.82E-08	5.15E-03	3.58E-03	2.07E-02
1:Del:C:1	7.86E-05	7.96E-04	6.59E-04	5.24E-04	2.70E-03	1.25E-03	1.09E-02
1:Del:C:2	3.20E-08	7.29E-05	2.41E-08	7.69E-05	2.90E-04	4.72E-05	2.93E-04
1:Del:C:3	3.66E-04	2.47E-04	2.47E-04	1.11E-04	5.09E-04	1.11E-03	2.54E-03
1:Del:C:4	2.00E-05	1.78E-04	0.00E+00	1.56E-04	9.58E-04	6.48E-04	2.21E-03
1:Del:C:5	1.15E-04	5.97E-04	1.31E-04	8.13E-04	9.89E-05	2.03E-04	3.12E-03
1:Del:T:0	1.71E-04	2.63E-04	1.21E-03	1.71E-03	5.20E-03	3.51E-03	2.49E-02
1:Del:T:1	6.81E-05	1.58E-05	1.12E-04	2.84E-04	1.67E-03	1.96E-03	3.97E-04
1:Del:T:2	1.65E-04	1.81E-08	6.07E-04	4.23E-04	1.63E-03	1.31E-03	8.76E-03
1:Del:T:3	1.55E-04	7.66E-04	4.14E-04	1.91E-03	3.69E-03	1.20E-03	1.78E-02
1:Del:T:4	5.97E-04	5.36E-04	6.03E-04	1.31E-03	3.17E-03	1.01E-03	8.04E-03
1:Del:T:5	7.00E-08	8.38E-08	5.48E-03	5.78E-03	1.71E-07	5.85E-04	4.41E-03
1:Ins:C:0	2.12E-07	4.37E-07	1.59E-07	0.00E+00	3.10E-08	3.44E-04	2.94E-04
1:Ins:C:1	1.25E-04	7.23E-09	6.54E-05	1.53E-04	1.58E-08	2.50E-04	3.39E-04
1:Ins:C:2	2.83E-08	3.14E-08	4.89E-08	7.67E-09	8.43E-05	6.61E-05	1.25E-04
1:Ins:C:3	9.78E-05	1.08E-04	5.82E-09	1.02E-04	2.70E-07	1.77E-04	1.72E-04
1:Ins:C:4	2.13E-04	4.66E-04	5.44E-04	3.26E-04	2.92E-04	1.84E-04	2.40E-03
1:Ins:C:5	4.86E-04	3.96E-03	4.17E-05	6.12E-04	2.03E-04	2.01E-05	2.99E-02
1:Ins:T:0	1.89E-05	4.48E-04	4.27E-04	9.49E-05	7.68E-04	4.20E-04	1.42E-03
1:Ins:T:1	2.89E-04	1.36E-04	1.75E-04	6.17E-06	7.74E-04	4.52E-04	1.15E-03
1:Ins:T:2	2.20E-08	1.47E-08	7.90E-09	8.11E-05	3.69E-04	4.67E-09	8.90E-04
1:Ins:T:3	1.12E-04	5.34E-04	1.95E-04	1.68E-04	4.02E-04	8.75E-05	1.02E-03
1:Ins:T:4	2.18E-04	1.69E-03	1.46E-04	5.04E-04	5.51E-04	1.75E-04	1.03E-02
1:Ins:T:5	7.13E-08	9.06E-03	3.17E-08	4.93E-08	3.45E-07	6.91E-07	5.56E-02
2:Del:R:0	4.91E-05	3.45E-04	8.28E-05	8.93E-05	7.22E-04	9.54E-04	1.68E-03
2:Del:R:1	9.53E-45	5.28E-04	2.31E-04	4.64E-04	9.09E-04	7.52E-04	2.72E-03
2:Del:R:2	1.25E-08	2.09E-04	1.04E-04	3.86E-04	3.19E-04	1.76E-05	1.60E-03
2:Del:R:3	2.62E-09	1.32E-04	4.91E-05	5.69E-05	1.22E-08	3.96E-05	1.60E-04
2:Del:R:4	1.23E-04	1.35E-04	2.89E-08	1.71E-04	8.18E-05	0.00E+00	2.63E-04
2:Del:R:5	2.26E-07	2.01E-05	1.73E-04	1.71E-08	2.63E-08	2.94E-04	3.39E-08
3:Del:R:0	1.08E-04	7.18E-05	5.51E-04	2.27E-04	5.27E-04	1.54E-03	2.50E-03
3:Del:R:1	1.16E-03	6.93E-04	1.22E-04	6.98E-04	0.00E+00	2.09E-03	6.85E-03
3:Del:R:2	5.29E-05	3.10E-04	1.61E-04	3.44E-04	0.00E+00	2.01E-04	6.83E-05
3:Del:R:3	9.17E-05	1.18E-04	2.64E-09	4.07E-05	1.08E-04	5.37E-09	2.59E-04
3:Del:R:4	5.04E-09	7.50E-09	4.03E-08	7.51E-09	8.46E-09	9.93E-09	9.31E-08
3:Del:R:5	5.04E-09	7.50E-09	4.03E-08	7.51E-09	8.46E-09	9.93E-09	9.31E-08
4:Del:R:0	1.19E-05	1.46E-04	3.35E-04	8.39E-05	4.08E-04	5.63E-04	6.97E-04
4:Del:R:1	0.00E+00	2.66E-04	1.34E-04	3.01E-04	5.64E-04	3.79E-04	5.92E-04
4:Del:R:2	8.86E-05	1.49E-04	4.47E-05	1.31E-04	8.00E-05	2.11E-04	2.96E-04
4:Del:R:3	3.00E-03	7.16E-08	6.79E-08	5.90E-08	4.06E-07	2.41E-08	6.11E-02
4:Del:R:4	2.16E-04	2.45E-08	4.43E-02	6.96E-04	1.86E-07	6.63E-08	1.24E-01
4:Del:R:5	5.04E-09	7.50E-09	4.03E-08	7.51E-09	8.46E-09	9.93E-09	9.31E-08
5:Del:R:0	1.04E-07	1.33E-08	5.94E-04	7.69E-04	1.16E-07	2.22E-02	4.14E-02
5:Del:R:1	1.43E-07	2.26E-05	9.24E-06	3.05E-04	1.90E-04	4.94E-05	6.50E-04
5:Del:R:2	5.50E-05	1.75E-08	2.56E-08	1.07E-04	1.30E-04	0.00E+00	2.00E-04
