NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.853	25.715	15.102	16.727	0.137	0.98	30000.0
2	62.069	25.257	14.691	16.632	0.14	0.98	30000.0
3	63.296	26.203	15.242	17.369	0.132	0.98	30000.0
4	62.766	26.021	14.878	17.068	0.137	0.979	60000.0
5	63.83	25.932	15.176	17.023	0.14	0.98	30000.0
6	63.056	26.095	14.792	17.035	0.137	0.979	30000.0
7	61.542	25.192	14.479	16.292	0.133	0.981	50000.0
8	60.777	25.101	14.295	16.329	0.133	0.982	60000.0
9	63.69	26.006	15.201	16.945	0.141	0.98	40000.0
10	60.938	24.42	14.137	15.551	0.134	0.984	40000.0
