Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
V1	135	78	0	29	87	37	6	14	39	0	0	7	0
V2	32	49	78	146	0	0	14	5	1	9	0	0	0
V3	147	3	0	0	0	70	0	77	12	3	0	0	20
V4	19	6	0	72	0	163	0	37	10	0	50	0	13
V5	3	123	0	31	0	34	0	43	36	0	0	8	0
V6	234	60	0	144	0	302	0	163	186	2	28	0	0
V7	12	2	17	0	0	0	48	8	4	0	1	0	0
V8	29	39	28	173	0	10	40	6	0	53	0	23	0
V9	48	115	0	19	0	17	0	1	7	0	0	0	0
V10	43	4	8	7	0	14	66	42	28	36	0	0	0
V11	26	34	3	61	0	6	1	0	0	7	0	4	0
V12	1	13	53	199	60	113	20	45	8	0	9	0	0
V13	367	49	39	0	0	23	6	35	39	5	44	0	27
V14	125	166	4	23	0	0	15	0	0	16	35	0	0
V15	0	89	15	20	37	51	43	16	2	19	11	0	4
V16	173	136	0	0	11	0	0	0	0	0	49	0	28
V17	70	0	12	0	128	3	13	6	25	21	0	5	13
V18	10	77	210	44	62	17	69	0	18	0	0	12	0
V19	1	230	103	50	0	1	0	0	0	41	0	0	0
V20	166	218	9	9	0	29	7	11	6	0	33	6	0
V21	14	23	93	0	0	36	0	0	19	10	6	0	0
V22	6	0	9	0	0	82	2	25	62	0	0	0	0
V23	124	15	38	6	0	0	0	0	0	6	30	0	9
V24	124	2	32	41	0	147	15	42	14	0	0	20	16
V25	30	0	151	36	26	57	0	27	27	54	0	0	0
V26	3	15	361	42	0	3	0	0	30	0	0	0	1
V27	0	198	28	49	36	0	6	0	0	0	0	0	0
V28	19	19	4	0	35	13	4	0	0	0	6	0	0
V29	173	65	3	5	0	0	19	9	0	0	3	0	0
V30	185	139	47	37	0	0	17	0	0	0	4	0	27
V31	21	80	22	0	53	0	0	0	0	6	26	10	5
V32	30	257	50	0	0	31	0	3	28	5	11	0	38
V33	11	38	67	1	22	7	9	0	32	0	0	10	0
V34	0	0	1	20	0	10	1	6	19	14	4	0	3
V35	135	16	46	21	52	0	3	0	0	0	3	0	0
V36	2	0	61	8	218	6	0	20	0	0	0	25	0
V37	0	2	38	3	17	0	0	13	3	0	1	9	0
V38	124	11	72	223	150	19	14	28	42	0	0	25	0
V39	0	1	42	85	36	0	0	5	0	0	0	0	0
V40	137	0	61	1	103	114	0	20	85	0	0	32	0
V41	0	18	3	187	0	4	8	12	44	0	0	0	11
V42	4	0	26	25	10	12	0	0	2	0	0	0	0
V43	56	66	89	87	116	7	4	18	14	10	0	8	0
V44	1	12	111	0	0	7	0	44	15	0	8	0	0
V45	74	261	49	23	36	5	67	75	0	0	0	16	21
V46	0	64	20	136	26	17	2	14	0	13	0	8	0
V47	26	197	3	29	3	6	6	0	0	0	78	0	0
V48	6	52	21	4	29	28	152	0	14	0	0	0	0
V49	98	7	169	4	1	31	0	5	22	0	0	5	0
V50	44	13	33	187	28	0	17	11	19	0	0	0	13
V51	6	153	0	0	4	13	0	9	12	0	5	12	0
V52	0	22	57	4	1	18	0	0	0	0	13	0	0
V53	1	232	0	31	0	71	0	51	40	0	11	0	2
V54	0	0	0	17	0	28	0	7	15	0	0	0	5
V55	43	40	39	72	0	73	38	96	25	0	0	0	0
V56	0	9	31	162	7	8	0	0	0	0	0	3	0
V57	35	135	72	5	0	1	0	2	0	19	0	0	0
V58	1	0	14	102	59	67	178	14	43	40	0	14	0
V59	226	30	48	81	80	0	47	0	0	46	0	16	0
V60	3	5	131	2	90	31	32	10	0	0	0	23	0
V61	336	1	39	0	0	0	0	0	1	2	0	0	23
V62	6	0	42	38	2	13	19	28	64	0	8	0	0
V63	180	18	0	34	294	3	60	0	1	0	0	15	0
V64	276	4	291	0	31	4	86	4	0	11	0	12	16
V65	126	0	23	59	0	0	2	1	16	0	0	0	6
V66	0	164	70	2	6	14	0	12	0	0	50	7	0
V67	10	4	27	31	0	0	0	0	0	57	0	0	0
V68	80	121	0	183	150	0	56	16	5	48	3	0	0
V69	20	0	35	112	6	0	0	7	0	0	0	0	21
V70	53	74	61	81	0	7	0	14	0	67	0	0	1
V71	19	0	25	3	106	118	23	19	73	0	0	0	0
V72	68	73	16	2	0	0	0	1	0	0	0	0	0
V73	44	19	0	0	4	16	4	11	2	0	9	0	0
V74	68	18	70	11	12	112	31	93	88	20	6	0	35
V75	39	1	34	0	0	1	0	3	0	0	0	0	0
V76	2	36	307	240	20	89	23	19	0	54	9	37	0
V77	0	130	9	7	0	9	0	9	0	0	60	2	0
V78	22	49	0	3	126	21	24	10	5	0	0	14	5
V79	82	14	62	1	0	39	0	22	24	0	0	7	0
V80	238	73	17	14	44	26	0	13	21	17	0	0	32
V81	129	46	44	0	0	14	0	2	12	0	0	0	0
V82	3	0	40	31	0	11	0	6	1	44	0	0	1
V83	31	61	11	11	0	36	28	50	0	0	0	0	15
V84	0	0	380	30	0	9	9	0	0	0	0	1	0
V85	0	29	119	94	5	43	132	7	12	0	0	0	7
V86	43	48	23	11	0	77	24	48	13	0	0	0	0
V87	111	93	0	35	200	11	109	5	8	0	0	12	0
V88	94	0	11	1	8	12	19	0	1	0	0	18	0
V89	60	69	7	48	72	16	0	6	21	0	0	39	12
V90	176	208	0	18	129	26	65	0	5	0	0	26	0
V91	1	4	61	47	57	0	31	0	27	0	0	12	5
V92	30	205	0	13	0	0	3	0	0	0	41	0	1
V93	48	92	0	0	0	13	0	13	27	0	17	0	5
V94	223	1	94	43	51	37	0	0	9	8	4	30	29
V95	3	27	96	59	20	24	0	8	0	13	0	21	6
V96	82	2	10	0	136	19	42	14	10	5	0	0	6
V97	161	201	96	22	0	0	0	0	17	10	0	0	15
V98	188	55	0	7	0	46	0	4	0	16	0	23	0
V99	0	151	11	4	3	27	0	43	0	0	0	13	0
V100	282	9	36	0	0	112	0	49	0	5	0	8	0
