Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	23	31	3	7	4	7	0	8	1	11	8	4	18	3	0	7	0
V2	122	1	271	40	6	0	20	7	7	0	15	0	64	50	13	0	0
V3	34	10	17	61	3	2	72	2	10	0	7	8	0	0	0	7	2
V4	28	0	0	22	14	4	20	0	29	1	0	7	34	0	0	0	0
V5	116	0	15	39	0	3	39	0	31	6	0	0	11	10	0	0	0
V6	12	29	5	22	16	14	7	10	1	6	0	8	19	0	5	15	3
V7	148	9	150	13	5	4	0	9	5	19	0	0	19	12	0	0	5
V8	5	54	29	6	0	33	0	41	3	57	1	36	0	4	2	0	0
V9	147	15	0	2	5	0	2	0	0	1	4	3	20	0	3	0	0
V10	10	16	4	1	70	18	1	10	20	14	0	5	3	2	14	49	0
V11	41	46	0	0	14	5	0	18	0	7	1	2	1	4	18	3	0
V12	39	157	177	6	8	4	12	0	35	21	41	2	8	5	14	7	26
V13	0	184	7	190	0	19	124	2	44	4	0	0	0	27	0	25	0
V14	0	40	8	51	11	44	46	59	21	32	0	0	0	21	2	9	0
V15	0	6	2	94	0	1	30	2	29	0	0	0	0	27	1	0	0
V16	27	117	32	26	19	0	31	0	19	0	12	21	0	0	8	0	8
V17	14	24	0	6	0	5	0	4	5	4	0	1	9	7	3	0	4
V18	20	9	17	0	18	43	0	89	2	20	13	24	0	0	16	0	0
V19	85	147	52	0	19	6	0	1	4	8	1	0	8	8	0	0	34
V20	226	3	88	7	9	12	11	9	7	9	4	0	0	16	5	15	0
V21	100	0	0	324	59	40	107	39	76	14	0	16	0	45	6	0	0
V22	49	28	63	16	22	4	41	7	49	0	4	0	31	0	1	11	2
V23	203	14	0	0	1	0	0	0	1	0	2	1	5	5	5	3	0
V24	49	25	3	11	1	7	6	16	0	6	1	0	0	8	0	3	0
V25	23	33	4	61	0	1	25	1	30	0	0	0	0	14	0	0	0
V26	56	0	75	1	130	0	0	0	12	0	75	0	19	0	0	0	0
V27	143	7	9	31	6	4	7	9	2	28	3	1	3	12	0	0	0
V28	0	264	139	9	22	6	0	0	18	0	44	18	5	0	30	21	41
V29	2	8	57	21	19	0	2	0	18	0	58	32	0	0	0	0	22
V30	17	2	0	57	4	22	47	12	1	1	0	0	1	0	0	0	0
V31	1	0	113	2	21	2	0	7	5	0	9	5	5	0	6	11	0
V32	4	31	0	28	26	18	3	1	12	6	25	33	0	0	10	8	0
V33	4	11	93	36	88	41	0	8	54	12	15	9	12	0	39	20	0
V34	1	18	0	10	127	0	26	2	21	0	31	26	0	12	18	11	0
V35	1	16	20	21	16	0	5	0	8	0	17	0	4	0	8	0	0
V36	16	3	32	4	7	39	0	115	14	24	20	40	9	14	19	0	0
V37	10	63	6	152	21	30	46	61	25	61	0	16	1	24	4	0	13
V38	223	372	150	32	0	0	8	0	14	0	0	0	24	26	0	0	14
V39	0	102	48	50	28	2	6	12	9	1	16	4	0	0	22	10	9
V40	17	246	3	30	40	0	102	4	0	0	50	28	0	0	9	10	0
V41	11	5	82	35	2	5	1	1	0	2	7	0	4	0	0	0	0
V42	36	0	0	2	10	9	0	0	5	3	4	11	0	0	0	0	0
V43	10	43	7	5	1	5	0	8	0	0	0	3	0	15	0	0	3
V44	0	8	7	0	59	62	0	51	51	69	34	16	0	0	21	0	0
V45	67	203	8	0	0	3	0	4	3	5	0	6	49	2	0	0	13
V46	148	183	88	16	1	0	0	0	4	0	0	0	10	24	2	29	8
V47	0	118	53	123	0	0	63	2	16	3	0	0	0	11	0	8	9
V48	5	0	46	82	6	3	14	1	19	0	31	14	0	0	0	0	5
V49	2	2	49	39	3	3	29	35	4	0	13	0	9	0	0	0	4
V50	2	3	91	0	0	16	0	17	2	10	19	0	0	0	7	38	9
V51	96	11	72	22	23	16	8	5	11	9	15	0	12	5	1	0	0
V52	11	0	25	99	72	6	31	3	36	7	17	10	8	21	10	0	0
V53	21	20	115	7	32	65	0	33	39	103	21	31	10	0	16	0	0
V54	3	6	21	5	11	20	11	35	15	22	9	9	0	0	5	0	0
V55	284	0	90	2	21	0	0	0	12	0	0	3	96	31	3	2	0
V56	4	28	58	13	0	9	16	0	0	2	13	0	28	3	0	0	6
V57	1	107	86	15	12	12	14	20	6	1	24	16	0	0	4	7	0
V58	2	15	4	0	4	31	0	7	8	17	18	0	0	0	14	0	12
V59	126	16	7	1	11	24	0	5	0	24	0	3	14	7	4	2	7
V60	0	0	27	9	46	0	8	0	40	0	0	23	0	0	0	0	0
V61	0	4	11	4	3	0	1	0	2	0	2	1	0	0	0	0	0
V62	64	25	56	3	9	27	0	11	6	36	0	0	26	29	3	0	0
V63	68	9	0	1	1	0	3	1	1	0	4	0	0	2	4	0	0
V64	1	3	29	3	0	23	2	28	4	1	6	2	0	0	1	6	0
V65	295	129	0	32	0	3	26	2	1	2	1	0	0	0	0	1	46
V66	0	17	4	32	4	4	8	11	0	26	4	0	0	0	0	0	0
V67	0	158	6	1	10	67	1	15	1	11	6	0	0	0	0	41	18
V68	83	33	0	1	3	9	1	1	0	10	4	2	0	5	2	0	0
V69	32	4	78	2	16	63	0	52	15	0	21	17	0	0	34	0	0
V70	6	60	6	26	1	0	24	7	18	0	0	0	0	31	0	0	34
V71	25	18	6	5	126	9	4	43	4	0	12	0	22	0	27	0	3
V72	126	0	0	1	4	1	0	4	1	6	0	7	0	1	3	0	0
V73	12	2	94	11	9	32	0	38	1	30	10	3	0	6	1	0	0
V74	42	5	0	8	44	360	1	183	1	0	13	37	0	0	17	59	0
V75	8	48	12	2	21	0	0	0	9	0	3	4	3	4	14	0	24
V76	141	21	7	1	15	0	0	29	3	10	0	12	30	10	0	0	0
V77	27	19	10	26	63	0	18	4	18	0	15	34	0	0	8	3	9
V78	38	1	1	166	19	9	51	23	17	0	0	0	0	14	0	12	0
V79	2	75	0	3	26	24	11	3	9	13	9	28	0	0	0	0	5
V80	4	199	55	24	45	17	17	18	1	23	12	15	0	7	24	0	25
V81	0	42	0	28	1	14	9	8	5	0	0	0	0	2	0	0	0
V82	8	4	35	23	0	0	23	1	3	2	4	2	4	0	0	0	0
V83	1	4	3	12	60	8	8	0	32	2	15	0	24	1	4	0	0
V84	41	24	12	0	3	0	1	4	1	0	4	0	0	11	2	11	3
V85	54	23	104	4	6	1	0	13	3	10	0	0	27	13	0	0	0
V86	18	0	16	1	8	2	0	0	2	0	0	1	0	10	1	3	2
V87	2	30	0	1	0	21	5	0	2	23	0	0	1	5	2	0	4
V88	71	40	9	6	74	10	8	8	16	0	24	37	10	0	84	8	7
V89	29	53	5	28	0	4	16	2	8	0	4	0	0	44	0	9	0
V90	2	0	55	47	0	2	31	3	27	0	0	2	7	5	0	2	0
V91	4	0	17	21	7	16	34	4	6	18	0	3	0	5	4	0	0
V92	9	10	15	114	107	26	62	2	119	34	84	48	0	0	9	0	0
V93	46	158	0	1	0	1	0	1	0	0	0	0	4	10	9	0	14
V94	22	2	102	4	29	15	1	3	5	19	7	32	0	0	3	50	0
V95	41	11	25	40	21	42	0	16	7	19	0	2	2	11	4	15	0
V96	1	1	16	0	0	9	0	9	1	45	0	1	0	0	9	0	0
V97	40	0	11	0	15	9	0	9	1	14	0	4	0	3	0	0	0
V98	0	24	61	3	0	13	2	7	1	4	13	6	0	0	0	7	16
