MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	3.7103061742982393e-07	2.189794656715094e-07	8.021644896416547e-06	0.33264220058918	0.02713242249585619	0.0	0.023976488090556813	0.04706367254257202
1:Del:C:1	4.64203679939601e-09	8.396978415703416e-07	0.00021545939962379633	0.10645423233509063	0.025753070475138883	0.0	0.0007600310823363543	0.028840236086398362
1:Del:C:2	4.760455436425559e-05	5.8483867348968485e-08	0.0	0.0022970809834077953	0.002060856258934507	0.00030578762868529454	0.0012970549345482142	0.0
1:Del:C:3	8.198252317015431e-08	0.0003765301196835935	0.0	0.010853490605950356	0.003306756350889373	0.00012906021703003036	0.009262758143204052	0.018063105782493948
1:Del:C:4	0.00024686970227207896	1.3478626897267531e-06	0.0007008726199273952	0.009430846571922303	9.829711634665728e-05	0.0072359254118055105	0.0035820807242998853	0.011644610716030002
1:Del:C:5	0.0006280450412305072	0.004555900418199599	0.03740929514169693	0.003022701002191752	0.0005705148476408794	0.007947586104273796	0.007173199020326137	0.024986269883811474
1:Del:T:0	0.07624696121024035	1.4012984643248171e-46	0.0023857672698795796	0.09000755958259106	0.0298560393974185	0.0010427064262330532	0.16466962471604346	0.07116319350898266
1:Del:T:1	0.00012453021918190643	5.386214470490813e-05	0.0019341553343110718	0.045922954380512235	0.005845987494103611	4.030603740829974e-05	0.0008657193333817759	0.00638292720541358
1:Del:T:2	6.905952759552746e-05	0.0	0.00020473527806643687	0.09035987854003906	0.004956219648011029	0.005314023920800537	0.005584039189852774	2.8025969286496343e-46
1:Del:T:3	0.00015020243590697647	0.0019304439731058665	0.0030233927420340477	0.12120858654379844	0.0071122310357168315	0.014349791780114174	0.0070050277361332295	0.011875069979578257
1:Del:T:4	0.0005669898310735278	0.0017041482438798993	0.0008694981108419598	0.09215607196092605	0.0	0.04069393333047629	0.02352727618999779	0.03200841080397367
1:Del:T:5	5.042194857196591e-07	3.1463819993859943e-07	2.1434307444228324e-07	2.6651328823845686e-07	3.1242810109688433e-06	0.8681423544883728	8.799517701163495e-07	2.044796911349067e-06
1:Ins:C:0	0.0016907474282106705	3.526937319975332e-08	4.6048900185269306e-05	0.0003355625112064331	0.0012952877105819826	3.881300756347628e-08	0.010147450983731687	0.0034778470424726036
1:Ins:C:1	8.911879163520098e-08	7.2596131964530745e-06	0.0004445185459282186	1.3620444576645242e-07	0.0014950938786000734	1.0808023560571201e-07	0.000771401496604085	0.005037098238244653
1:Ins:C:2	5.28259616935145e-05	5.723423868175815e-09	0.0002746660844792359	3.00223484828166e-07	0.002031681454877798	2.1383095685223453e-07	0.00022238053857108752	0.00019593363067542667
1:Ins:C:3	0.00031720257325602575	0.0013788264113827609	0.0	6.602632540904096e-05	4.9021410966787474e-05	5.688685078553135e-09	0.0003941808303352445	2.6400252295388783e-08
1:Ins:C:4	4.4251044712950715e-07	0.0001414452292237911	0.00021237089240457862	0.00020012115128338338	0.0006330765154473284	0.0034778213885601874	0.0004908344210718951	0.0019989228163922236
1:Ins:C:5	0.00021740355878137053	0.020155708119273186	0.00033700476633384823	0.0	0.0016195229587140148	0.011417240649461747	0.0034915886470116677	0.02487909756600857
1:Ins:T:0	0.0004367787769297138	0.0021107853855937718	0.0006913333010743373	0.01834441041573882	0.0049942368641495705	0.00021634488657582552	0.0033561318530701103	0.005305112712085247
1:Ins:T:1	0.00045226768852444363	0.00010772674577310681	0.0011367017345037312	0.008059787005186081	0.004604269424453378	0.0006794060491927212	0.001031780132325366	0.005060600093565881
1:Ins:T:2	2.6589940027577087e-09	9.952662338719165e-09	0.0	0.003096484509296715	0.0015066240459681523	0.0007429778824551647	0.0010573332792091605	2.99424314675889e-08
1:Ins:T:3	0.0003488562226422687	0.0030403911479155	0.059206143394112586	0.00029812788125127554	0.0019887787115294487	0.0005134527465713746	0.01035084241678419	0.06804509359644725
1:Ins:T:4	0.0003490895876893774	0.0141831842251122	0.0005939740920439362	0.003337925917003304	0.0005849623295944184	0.0002453889464959502	0.002422231528908014	0.0014625868177972734
1:Ins:T:5	7.053682722357735e-08	0.9181012392044068	0.001236025830863241	0.0005112766723470941	2.3187476188013534e-06	4.741639827443578e-08	0.0017935424442498515	0.173263456299901
2:Del:R:0	0.00023887243456499618	0.0001629493199288845	0.013933462835848332	0.014333460107445717	0.005955383865511976	0.0011618803662713617	0.008074141759425401	0.016973836335819215
2:Del:R:1	0.0	0.001652682072017342	0.0015707036363892257	0.0032463294512126593	0.009465463878586888	0.001270535158300845	0.006416225908469642	0.018794901389628648
2:Del:R:2	0.08489045707738115	3.580911176470636e-08	0.0008542038793962093	0.0017266100802558527	0.0012795807544392801	1.5192229128047074e-07	0.09125030096620321	0.0142568901181221
2:Del:R:3	0.00015272760666888984	2.3340475086008894e-07	0.2329113095998764	3.0215910555853044e-07	0.0009835330680289188	3.1720437760895947e-07	0.009677694862347153	0.06315977659228338
2:Del:R:4	1.901741285337266e-07	3.037313035747502e-07	1.741021037560131e-07	1.6747302424846566e-06	0.00018339870843817608	3.842470817971844e-07	3.1374603111089526e-07	3.54757074205736e-07
2:Del:R:5	1.650745623749117e-07	1.5719849333351021e-07	0.00013378540772386317	1.1975235025829534e-07	0.0003791398410498914	3.6045036324594546e-07	1.2795388499853287e-07	0.00037414354601317257
3:Del:R:0	0.00015150602017399706	0.00019542499656779455	0.0	0.0034078076598234473	0.015203054528683424	0.0	0.002238196908729151	0.0006050274286735658
3:Del:R:1	0.0008640500322464106	0.004546655528247357	0.0	0.003034466443932615	0.00018253578746225686	0.0026855414675083012	0.004004280641674995	0.014433680713409558
3:Del:R:2	0.0	0.000502529917901029	0.0005486764857778326	0.0017438879144398456	0.00027555798117475663	0.0016380244175707049	0.0006616087645156199	0.0023069286718964575
3:Del:R:3	2.4574885227224287e-06	1.5188849289415884e-09	0.00018039907520943642	0.0005353119557511832	0.00025994368197217453	0.00021681866653722182	0.0006396572366548891	0.0016145422312106917
3:Del:R:4	2.943942170929859e-07	4.2099342749679637e-07	2.7922175149797113e-07	3.351866837419948e-07	5.26931822264487e-07	5.048707691912568e-07	5.11477909981295e-07	5.796486320264193e-07
3:Del:R:5	2.943942170929859e-07	4.2099342749679637e-07	2.7922175149797113e-07	3.351866837419948e-07	5.26931822264487e-07	5.048707691912568e-07	5.11477909981295e-07	5.796486320264193e-07
4:Del:R:0	2.9627345554672503e-08	0.00038227910819488287	0.0	0.0027314845006912946	0.007804505620151758	3.5700106550962116e-07	0.0004644278369710264	0.0006288297594974068
4:Del:R:1	0.00014914028324594097	0.0005780628311907066	0.0001339521011686884	0.0018994685786310583	0.0012318515800870955	0.004434376512654126	0.0036823800121482007	0.006739732483401895
4:Del:R:2	8.936178996776789e-08	6.372801859555466e-08	1.1794213605753612e-08	0.002065823064185679	5.069773188779436e-05	0.00029964429451290187	0.0007944412758952524	1.6117311076868646e-07
4:Del:R:3	2.943942170929859e-07	4.2099342749679637e-07	2.7922175149797113e-07	3.351866837419948e-07	5.26931822264487e-07	5.048707691912568e-07	5.11477909981295e-07	5.796486320264193e-07
4:Del:R:4	1.7636225422279494e-07	1.676701251085433e-06	1.5310017289493772e-07	1.8171175355519154e-07	0.0001555351406466343	2.684437388822403e-07	4.1173943685635097e-07	2.621084661313944e-07
4:Del:R:5	2.943942170929859e-07	4.2099342749679637e-07	2.7922175149797113e-07	3.351866837419948e-07	5.26931822264487e-07	5.048707691912568e-07	5.11477909981295e-07	5.796486320264193e-07
5:Del:R:0	0.0	0.0005075552581615739	1.423622419616244e-07	0.00033646799137159177	0.26661490797996523	2.560775527626902e-07	0.053910077894960294	0.03152045608744629
5:Del:R:1	0.000630145083752609	0.0004298447526030813	5.575015165959485e-06	0.0006564342929529232	0.0	0.0023618506209459158	0.00014586903271265327	0.00191385589889137
5:Del:R:2	0.0001369860550227031	3.881671744920823e-07	4.371900286734842e-05	2.3335514409694724e-08	0.0002040197906183039	0.0007247950646757318	0.00026948025084294613	0.00220088568984238
