MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	3.47E-07	1.53E-07	7.84E-06	2.88E-03	5.13E-03	0.00E+00	1.74E-02	2.84E-02
1:Del:C:1	4.64E-09	3.70E-07	1.52E-04	3.05E-03	4.50E-03	0.00E+00	7.55E-04	2.16E-02
1:Del:C:2	2.73E-05	2.90E-08	0.00E+00	5.21E-04	4.69E-04	1.79E-04	7.27E-04	0.00E+00
1:Del:C:3	4.59E-08	2.93E-04	0.00E+00	1.60E-03	1.04E-03	1.28E-04	6.49E-03	6.83E-03
1:Del:C:4	1.23E-04	1.35E-06	3.40E-04	1.08E-03	9.83E-05	8.76E-04	1.35E-03	1.11E-02
1:Del:C:5	2.74E-04	7.39E-04	2.34E-03	7.27E-04	2.65E-04	5.42E-04	2.71E-03	5.30E-03
1:Del:T:0	1.33E-02	1.40E-46	9.81E-04	4.13E-03	3.35E-03	1.04E-03	4.48E-02	2.13E-02
1:Del:T:1	1.01E-04	5.39E-05	5.05E-04	2.22E-03	1.61E-03	4.03E-05	5.29E-04	2.52E-03
1:Del:T:2	4.62E-05	0.00E+00	1.83E-04	2.63E-03	1.24E-03	1.09E-03	3.37E-03	2.80E-46
1:Del:T:3	1.50E-04	1.07E-03	6.46E-04	1.99E-03	2.41E-03	1.82E-03	6.11E-03	7.29E-03
1:Del:T:4	2.44E-04	4.78E-04	4.10E-04	2.07E-03	0.00E+00	2.44E-03	1.14E-02	1.06E-02
1:Del:T:5	9.52E-08	3.36E-08	6.62E-08	5.87E-08	7.16E-07	6.51E-03	2.25E-07	8.76E-07
1:Ins:C:0	4.06E-04	2.47E-08	4.38E-05	1.47E-04	5.05E-04	3.88E-08	5.16E-03	1.94E-03
1:Ins:C:1	3.71E-08	6.14E-06	1.46E-04	7.31E-08	3.95E-04	6.45E-08	5.64E-04	3.14E-03
1:Ins:C:2	5.25E-05	5.72E-09	1.57E-04	2.75E-07	3.07E-04	4.91E-08	1.33E-04	1.94E-04
1:Ins:C:3	8.30E-05	2.23E-04	0.00E+00	5.55E-05	3.38E-05	5.69E-09	3.31E-04	2.64E-08
1:Ins:C:4	4.15E-07	9.96E-05	1.18E-04	2.00E-04	2.35E-04	5.64E-04	3.23E-04	1.57E-03
1:Ins:C:5	1.83E-04	1.41E-03	1.48E-04	0.00E+00	5.38E-04	1.27E-03	2.02E-03	1.48E-02
