NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.491	24.086	15.018	16.134	0.134	0.982	40000.0
2	59.286	23.312	13.902	14.373	0.129	0.986	50000.0
3	61.341	23.678	15.08	15.387	0.128	0.983	80000.0
4	61.814	24.161	15.005	15.512	0.132	0.984	50000.0
5	57.633	22.474	13.783	14.306	0.126	0.986	60000.0
6	67.421	25.947	18.25	18.239	0.138	0.975	40000.0
7	55.196	21.663	13.021	13.493	0.127	0.986	40000.0
8	57.59	22.671	13.52	14.103	0.131	0.987	30000.0
9	65.761	25.72	16.227	16.768	0.139	0.981	50000.0
10	66.143	25.421	16.885	16.945	0.134	0.981	30000.0
