Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	22	6	0	2	20	24	0	0
V2	16	66	0	95	107	0	43	27
V3	39	11	8	11	13	16	45	65
V4	10	19	26	13	111	107	0	0
V5	29	2	23	10	3	27	82	17
V6	9	154	203	0	30	51	0	5
V7	2	0	0	54	115	4	12	12
V8	35	0	31	0	51	12	33	5
V9	14	11	4	90	4	15	0	1
V10	3	39	0	23	272	55	16	13
V11	0	106	4	0	8	76	0	24
V12	39	42	2	6	6	0	0	0
V13	5	1	57	4	44	0	62	0
V14	1	148	455	7	106	124	0	0
V15	156	27	1	43	30	31	27	19
V16	30	0	48	20	0	6	2	5
V17	9	27	56	29	19	13	50	15
V18	12	88	0	11	2	36	0	1
V19	56	69	3	0	11	0	0	11
V20	6	11	13	1	20	12	79	40
V21	0	0	0	117	135	3	45	12
V22	0	95	48	0	41	116	40	0
V23	152	14	19	63	14	5	4	0
V24	41	19	13	13	126	3	0	0
V25	155	10	85	60	1	9	0	2
V26	3	26	27	0	65	8	0	1
V27	185	1	56	12	72	14	0	0
V28	43	16	4	9	6	0	3	6
V29	1	27	5	229	8	3	11	12
V30	3	9	0	248	84	0	36	106
V31	25	0	0	29	29	0	11	7
V32	97	60	8	20	2	44	8	5
V33	2	35	24	89	32	32	0	9
V34	35	11	64	18	6	6	58	134
V35	239	49	108	54	45	0	65	42
V36	180	46	47	0	4	79	11	0
V37	10	45	53	0	2	53	0	0
V38	4	0	16	32	18	10	9	4
V39	7	14	0	2	15	9	0	3
V40	15	73	0	19	40	0	8	6
V41	100	49	56	14	158	50	0	1
V42	543	63	6	0	6	11	0	122
V43	6	205	37	125	3	14	59	17
V44	102	46	56	152	4	31	103	0
V45	3	28	0	60	35	10	44	17
V46	12	275	0	0	4	264	0	94
V47	25	43	0	6	36	10	2	0
V48	0	0	24	5	0	9	33	0
V49	2	15	67	1	0	0	59	21
V50	2	9	6	33	1	86	19	19
V51	71	74	198	13	6	1	0	12
V52	67	1	0	3	20	0	0	6
V53	1	50	0	0	13	61	2	42
V54	6	75	3	1	41	72	0	0
V55	131	0	120	0	7	1	29	9
V56	1	50	26	0	3	47	0	7
V57	41	28	34	32	14	42	35	49
V58	14	5	30	71	3	21	22	0
V59	439	22	0	122	0	19	18	13
V60	71	0	0	38	0	6	2	0
V61	2	8	86	28	137	0	34	13
V62	148	313	0	11	106	303	0	0
V63	74	12	228	0	183	0	132	19
V64	56	5	0	2	10	0	11	1
V65	30	1	146	2	9	7	211	0
V66	24	407	5	7	0	0	2	34
V67	0	10	253	19	10	32	119	0
V68	71	17	67	28	0	14	40	0
V69	10	487	123	16	95	38	122	27
V70	0	0	6	42	7	6	11	21
V71	45	126	149	0	12	92	12	0
V72	179	3	87	5	1	8	1	10
V73	27	4	10	177	21	0	2	1
V74	156	0	10	81	0	19	61	28
V75	26	58	61	1	91	0	106	0
V76	89	8	33	17	99	0	0	67
V77	19	116	77	10	171	42	1	29
V78	27	1	0	4	0	0	1	38
V79	168	9	13	74	2	26	50	43
V80	95	40	51	124	16	0	17	109
V81	36	0	46	16	8	16	5	45
V82	224	5	77	206	8	4	222	111
V83	4	0	7	87	28	1	0	108
V84	360	26	15	0	4	8	11	3
V85	7	22	6	0	6	3	22	23
V86	2	1	4	180	1	10	0	53
V87	76	21	39	24	0	32	34	0
V88	3	15	35	174	1	3	34	2
V89	71	13	0	105	83	45	0	13
V90	11	80	297	0	12	62	71	3
V91	43	14	8	74	55	0	2	21
V92	36	56	2	139	141	0	33	5
V93	15	44	0	0	24	45	0	16
V94	6	27	48	53	3	54	0	157
V95	15	71	3	33	11	60	0	0
V96	19	55	0	103	1	46	0	3
V97	6	0	17	0	7	0	9	57
V98	54	24	59	11	91	0	0	66
V99	29	20	16	18	7	0	10	42
V100	10	0	79	30	49	15	77	19
