Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V17	1.04E+00	3.45E+00	8.87E+00	3.14E+00	8.95E-01	2.83E+00	9.48E+00	2.37E+00
V18	1.23E+00	8.20E+00	0.00E+00	1.05E+00	5.62E-01	8.44E+00	0.00E+00	6.87E-01
V19	1.70E+00	2.47E+00	3.59E-01	1.33E-01	9.12E-01	1.36E+00	1.19E+00	7.02E-01
V20	6.50E-01	8.44E-01	1.05E+01	5.82E-01	1.54E+00	7.11E+00	8.70E+00	3.95E+00
V21	0.00E+00	1.00E-01	3.13E+00	4.37E+00	3.62E+00	2.76E+00	4.17E+00	1.13E+00
V22	3.48E-01	1.21E+01	1.07E+01	1.02E+00	2.19E+00	1.34E+01	8.87E+00	6.36E-01
V23	3.04E+00	2.21E+00	2.75E+00	5.02E+00	1.23E+00	4.47E+00	2.39E+00	0.00E+00
V24	1.58E+00	1.44E+00	1.47E+00	1.46E+00	2.09E+00	2.06E+00	4.96E-01	0.00E+00
V25	3.10E+00	1.58E+00	5.65E+00	3.17E+00	4.99E-01	3.75E+00	3.97E+00	1.10E+00
V26	1.16E+00	1.42E+00	2.48E+00	0.00E+00	2.49E+00	2.75E+00	2.95E+00	1.63E-01
V27	3.74E+00	7.86E-01	5.74E+00	1.57E+00	4.21E+00	4.77E+00	3.43E+00	0.00E+00
V28	1.44E+00	9.64E-01	8.30E-01	1.25E+00	8.27E-01	9.91E-01	9.29E-01	1.05E+00
V29	2.91E-01	1.05E+00	1.30E+00	8.15E+00	7.48E-01	7.84E+00	2.74E+00	2.25E+00
V30	4.76E-01	6.84E-01	2.28E+00	8.45E+00	3.33E+00	6.49E+00	1.39E+01	1.18E+01
V31	1.51E+00	0.00E+00	1.45E+00	9.46E-01	1.25E+00	7.30E-01	1.59E+00	1.19E+00
V32	3.43E+00	5.80E+00	2.65E+00	1.18E+00	7.19E-01	6.06E+00	2.96E+00	8.83E-01
V33	4.58E-01	4.43E+00	3.76E+00	7.14E+00	1.35E+00	1.03E+01	2.64E+00	1.58E+00
V34	1.58E+00	1.12E+00	9.97E+00	2.54E+00	7.31E-01	5.87E+00	9.04E+00	6.78E+00
V35	2.57E+00	2.41E+00	1.38E+01	5.62E+00	1.65E+00	8.95E+00	1.37E+01	5.05E+00
V36	3.36E+00	6.45E+00	1.25E+01	6.70E-01	5.54E-01	1.35E+01	6.11E+00	4.76E-01
V37	1.37E+00	6.44E+00	5.90E+00	4.07E-01	5.54E-01	7.46E+00	5.99E+00	4.53E-01
V38	7.15E-01	0.00E+00	3.94E+00	2.29E+00	1.29E+00	4.21E+00	2.24E+00	8.47E-01
V39	7.77E-01	1.81E+00	2.13E-01	7.37E-01	8.06E-01	1.71E+00	1.53E-01	7.12E-01
V40	1.11E+00	3.02E+00	6.96E-01	2.02E+00	1.56E+00	3.50E+00	1.80E+00	7.63E-01
V41	1.74E+00	4.11E+00	9.55E+00	1.60E+00	4.05E+00	6.99E+00	3.16E+00	5.22E-01
V42	2.45E+00	3.43E+00	1.19E+00	0.00E+00	8.23E-01	2.83E+00	3.75E+00	3.90E+00
V43	9.07E-01	7.79E+00	6.78E+00	1.21E+01	6.74E-01	1.68E+01	7.67E+00	2.55E+00
V44	1.96E+00	5.10E+00	1.57E+01	6.60E+00	6.67E-01	4.84E+00	1.69E+01	0.00E+00
V45	9.24E-01	1.14E+00	6.74E+00	5.34E+00	1.74E+00	7.16E+00	6.22E+00	2.17E+00
V46	1.46E+00	3.80E+01	1.65E+00	1.07E+00	7.37E-01	4.13E+01	7.45E+00	8.10E+00
V47	1.59E+00	2.37E+00	1.00E-01	1.01E+00	2.07E+00	1.83E+00	9.87E-01	0.00E+00
V48	0.00E+00	0.00E+00	6.90E+00	9.09E-01	0.00E+00	5.58E+00	6.19E+00	3.71E-01
V49	5.21E-01	8.62E-01	7.24E+00	7.27E-01	0.00E+00	4.52E+00	8.10E+00	2.18E+00
V50	3.59E-01	6.87E+00	4.18E+00	3.29E+00	1.49E-01	6.65E+00	5.15E+00	1.82E+00
V51	1.97E+00	3.94E+00	9.85E+00	1.95E+00	7.52E-01	4.97E+00	7.56E+00	1.32E+00
V52	1.91E+00	1.53E-01	0.00E+00	8.46E-01	1.03E+00	5.17E-01	1.10E+00	9.52E-01
V53	2.00E-01	9.05E+00	1.52E+00	1.28E+00	5.04E-01	8.52E+00	3.85E+00	4.24E+00
V54	7.18E-01	1.16E+01	1.28E+00	1.42E+00	1.49E+00	1.18E+01	1.73E+00	0.00E+00
V55	1.73E+00	4.73E-01	1.05E+01	0.00E+00	8.67E-01	6.43E+00	7.84E+00	1.33E+00
V56	3.14E-01	6.44E+00	3.39E+00	1.10E+00	6.67E-01	5.13E+00	3.47E+00	8.17E-01
V57	1.95E+00	6.34E+00	6.07E+00	3.86E+00	9.71E-01	5.51E+00	5.22E+00	3.59E+00
V58	1.69E+00	1.81E+00	6.36E+00	2.70E+00	6.63E-01	4.42E+00	6.34E+00	3.96E-01
V59	4.27E+00	3.05E+00	1.03E+00	3.50E+00	0.00E+00	4.43E+00	2.64E+00	1.78E+00
V60	2.45E+00	0.00E+00	0.00E+00	3.53E+00	0.00E+00	2.43E+00	8.20E-01	0.00E+00
V61	3.48E-01	8.75E-01	8.68E+00	2.14E+00	2.07E+00	6.74E-01	9.89E+00	1.76E+00
V62	3.44E+00	4.21E+01	1.38E+00	4.89E+00	4.85E+00	4.47E+01	7.22E-01	0.00E+00
V63	2.44E+00	1.77E+00	2.72E+01	0.00E+00	5.54E+00	1.58E+01	2.41E+01	2.55E+00
V64	1.77E+00	9.64E-01	1.36E+00	7.77E-01	8.27E-01	6.74E-01	1.67E+00	8.57E-01
V65	2.03E+00	8.62E-01	2.91E+01	1.70E+00	1.01E+00	1.64E+01	2.92E+01	1.85E+00
V66	8.59E-01	9.53E+00	9.07E-01	9.12E-01	0.00E+00	1.10E+01	1.31E+00	2.05E+00
V67	0.00E+00	1.84E+00	3.28E+01	3.29E+00	7.81E-01	2.76E+01	2.65E+01	1.38E+00
V68	1.44E+00	2.09E+00	7.83E+00	1.69E+00	0.00E+00	4.31E+00	7.33E+00	8.70E-01
V69	1.16E+00	2.01E+01	1.81E+01	2.00E+00	4.31E+00	1.81E+01	1.43E+01	3.60E+00
V70	0.00E+00	2.67E-01	1.28E+00	1.85E+00	8.88E-01	1.57E+00	1.78E+00	1.14E+00
V71	3.08E+00	1.13E+01	1.25E+01	0.00E+00	2.27E+00	1.39E+01	8.69E+00	1.06E+00
V72	3.79E+00	6.87E-01	6.85E+00	1.19E+00	3.94E-01	4.85E+00	4.72E+00	1.21E+00
V73	2.72E+00	6.36E-01	2.55E+00	3.11E+00	2.09E+00	3.77E+00	2.25E+00	6.96E-01
V74	4.96E+00	0.00E+00	5.25E+00	6.84E+00	0.00E+00	9.82E+00	1.12E+01	3.19E+00
V75	1.12E+00	2.28E+00	1.75E+01	9.80E-01	2.34E+00	8.54E+00	1.62E+01	7.95E-01
V76	2.06E+00	9.60E-01	3.74E+00	1.25E+00	3.83E+00	2.06E+00	3.05E+00	4.01E+00
V77	1.42E+00	8.62E+00	3.42E+00	2.39E+00	3.42E+00	9.82E+00	3.00E+00	3.06E+00
V78	1.37E+00	2.69E-01	0.00E+00	5.96E-01	0.00E+00	3.06E-01	3.10E+00	3.56E+00
V79	4.22E+00	2.40E+00	4.94E+00	5.67E+00	2.91E-01	3.18E+00	4.88E+00	2.98E+00
V80	2.15E+00	3.29E+00	3.58E+00	4.20E+00	1.34E+00	3.20E+00	7.29E+00	7.73E+00
V81	1.43E+00	1.63E-01	5.13E+00	2.91E+00	1.05E+00	5.37E+00	4.71E+00	2.24E+00
V82	5.48E+00	7.34E-01	2.42E+01	1.08E+01	1.42E+00	1.12E+01	2.02E+01	8.61E+00
V83	5.81E-01	3.42E-01	1.12E+00	2.88E+00	1.66E+00	2.09E+00	3.24E+00	2.98E+00
V84	3.29E+00	3.28E+00	2.38E+00	3.06E-01	6.86E-01	2.22E+00	2.69E+00	6.29E-01
V85	6.99E-01	1.65E+00	3.79E+00	0.00E+00	5.81E-01	1.26E+00	2.68E+00	2.48E+00
V86	5.77E-01	9.46E-01	1.29E+00	1.96E+00	3.79E-01	2.42E+00	2.69E+00	2.71E+00
V87	3.00E+00	3.48E+00	1.08E+01	2.43E+00	0.00E+00	5.74E+00	8.38E+00	0.00E+00
V88	6.18E-01	1.76E+00	5.15E+00	7.66E+00	3.33E-01	6.62E+00	6.46E+00	7.27E-01
V89	2.28E+00	3.43E+00	0.00E+00	8.29E+00	2.93E+00	1.01E+01	2.02E+00	1.78E+00
V90	1.17E+00	6.18E+00	3.22E+01	1.38E+00	1.27E+00	2.41E+01	2.44E+01	1.52E+00
V91	2.07E+00	2.04E+00	1.45E+00	7.01E+00	1.97E+00	7.40E+00	1.82E+00	2.09E+00
V92	1.82E+00	2.63E+00	2.15E+00	5.38E+00	4.40E+00	2.87E+00	1.92E+00	9.09E-01
V93	1.60E+00	7.02E+00	1.00E-01	0.00E+00	2.03E+00	6.46E+00	1.91E+00	2.03E+00
V94	8.72E-01	4.07E+00	8.13E+00	4.17E+00	6.71E-01	4.37E+00	9.99E+00	9.27E+00
V95	1.16E+00	8.32E+00	1.11E+00	2.58E+00	1.29E+00	8.58E+00	1.18E+00	2.00E-01
V96	1.47E+00	7.13E+00	7.06E-01	3.92E+00	3.79E-01	6.11E+00	3.06E-01	1.05E+00
V97	1.12E+00	0.00E+00	9.17E-01	0.00E+00	7.95E-01	5.17E-01	3.89E+00	2.91E+00
V98	2.43E+00	1.00E+00	2.61E+00	1.49E+00	2.75E+00	2.48E+00	4.36E+00	3.53E+00
V99	2.24E+00	1.22E+00	3.16E+00	2.11E+00	7.02E-01	3.41E+00	3.05E+00	3.93E+00
V100	5.54E-01	5.37E-01	1.54E+01	3.19E+00	1.54E+00	7.86E+00	9.62E+00	3.20E+00
