Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83A	ID83B
V1	1:Del:C:0	0.001477059102947776	0.027780978709080775	0.0	0.9644210125857328	0.0	0.006320949602238632
V1	1:Del:C:1	0.02420714104404102	0.00043113477580958125	0.0	0.9753617241801493	0.0	0.0
V1	1:Del:C:2	3.651464555347032e-15	0.0021387006270734295	0.0	0.9251616616942538	0.0	0.07269963767866917
V1	1:Del:C:3	0.2696600570598036	0.2178405271055803	0.0	0.46815838634331364	0.0	0.044341029491302565
V1	1:Del:C:4	0.09999318275357459	0.3405409092126733	0.0	0.5516895061599651	0.0	0.007776401873786782
V1	1:Del:C:5	0.2693782669946838	0.7282487787801626	0.0	0.0011161340680007396	0.0	0.0012568201571527173
V1	1:Del:T:0	0.03363079770820726	0.126368712183356	0.0	0.8400004901084367	0.0	0.0
V1	1:Del:T:1	2.3975404080549085e-16	1.7835510706132956e-16	0.0	0.9999996307203921	0.0	3.692796074984052e-07
V1	1:Del:T:2	0.029175850967128037	0.13665945667099402	0.0	0.8337941446676985	0.0	0.00037054769417937966
V1	1:Del:T:3	0.04571688520238691	0.2511772969953361	0.0	0.7028998444721962	0.0	0.0002059733300808715
V1	1:Del:T:4	0.06793022195034461	0.4649614136305765	0.0	0.46581440505531196	0.0	0.0012939593637669139
V1	1:Del:T:5	6.51378212224527e-18	0.9994290860015657	0.0	0.0005703371224204902	0.0	5.768760138593277e-07
V1	1:Ins:C:0	3.193443633734647e-10	2.3756303721743985e-10	0.0	1.6268557358814553e-10	0.0	0.999999999280407
V1	1:Ins:C:1	1.4271090943048444e-14	0.6101762358730048	0.0	0.002593623935661333	0.0	0.38723014019131935
V1	1:Ins:C:2	2.6219452746968108e-14	0.12937412710239374	0.0	0.870616275214263	0.0	9.597683317058291e-06
V1	1:Ins:C:3	0.6764926523373415	0.21437264775908976	0.0	1.3483967264000413e-15	0.0	0.10913469990356742
V1	1:Ins:C:4	0.37448072792041315	0.3806996273551388	0.0	0.00014120101047361363	0.0	0.24467844371397438
V1	1:Ins:C:5	0.8068962523011901	0.18668599355697746	0.0	0.0007628889823755203	0.0	0.005654865159456939
V1	1:Ins:T:0	0.32146327217656084	0.1165733040396598	0.0	0.5534249510880324	0.0	0.008538472695746976
V1	1:Ins:T:1	0.01197486157959896	7.316663193232454e-16	0.0	0.9618424307270125	0.0	0.0261827076933878
V1	1:Ins:T:2	0.14602410317050094	0.30538525873137823	0.0	0.5462348590651079	0.0	0.0023557790330128578
V1	1:Ins:T:3	0.7821560704098405	0.12442954248483905	0.0	0.0919758293035702	0.0	0.0014385578017502977
V1	1:Ins:T:4	0.8612524944838764	0.11246021216009737	0.0	0.025561484364853285	0.0	0.0007258089911728046
V1	1:Ins:T:5	0.9958060504775126	0.0021827099339258578	0.0	0.00201106265901617	0.0	1.7692954541078557e-07
V1	2:Del:R:0	0.14016420840279592	0.020862779279844826	0.0	0.8389705044557924	0.0	2.507861566906384e-06
V1	2:Del:R:1	0.2741255001535749	0.4999006575731104	0.0	0.22401292689096938	0.0	0.001960915382345294
V1	2:Del:R:2	0.2193624768604518	0.5350002023610639	0.0	0.17206344156772063	0.0	0.07357387921076364
V1	2:Del:R:3	0.01119141119067693	0.012082662983364705	0.0	0.0007839366668998565	0.0	0.9759419891590585
V1	2:Del:R:4	0.07836519167148817	0.7890711599397048	0.0	2.420183741645503e-15	0.0	0.13256364838880447
V1	2:Del:R:5	2.413397843132023e-10	2.1226007788930605e-10	0.0	1.2294721856329186e-10	0.0	0.999999999423453
V1	3:Del:R:0	0.12471834538172791	0.007589763463741365	0.0	0.867690600276075	0.0	1.2908784556361763e-06
V1	3:Del:R:1	0.5291059205868277	0.32931708490879275	0.0	0.1415769945043794	0.0	0.0
V1	3:Del:R:2	0.2965466712026797	0.5501939235879669	0.0	0.153258766818567	0.0	6.383907862906271e-07
V1	3:Del:R:3	0.49004212448513407	0.331260911047225	0.0	0.12429267939163108	0.0	0.05440428507600988
V1	3:Del:R:4	5.959727008527189e-11	4.455940592242873e-11	0.0	3.0361005798531416e-11	0.0	0.9999999998654823
V1	3:Del:R:5	5.959727008528526e-11	4.4334925288068766e-11	0.0	3.0361005798538234e-11	0.0	0.9999999998657068
V1	4:Del:R:0	0.1160877466190536	0.008782680930629075	0.0	0.5199833424669893	0.0	0.35514622998332807
V1	4:Del:R:1	0.23879621679918547	0.3497556466001536	0.0	0.3797294664955446	0.0	0.03171867010511619
V1	4:Del:R:2	0.005199679901422008	0.5452025880107818	0.0	0.4495875180563792	0.0	1.0214031416904252e-05
V1	4:Del:R:3	2.757030790953291e-13	0.37748399765019836	0.0	0.6178898998675874	0.0	0.004626102481938613
V1	4:Del:R:4	5.959727008528526e-11	4.4334925288068766e-11	0.0	3.0361005798538234e-11	0.0	0.9999999998657068
V1	4:Del:R:5	0.17579907928388994	0.7978878174310584	0.0	0.025975256041227253	0.0	0.00033784724382435383
V1	5:Del:R:0	0.020049060999964334	0.05762604359271186	0.0	0.5777961325693555	0.0	0.34452876283796835
