Samples	ID83A	ID83B	ID83C	ID83D
V1	150	164	27	20
V2	468	164	191	65
V3	206	0	31	45
V4	0	130	55	26
V5	256	14	64	34
V6	38	125	96	6
V7	0	42	522	23
V8	83	42	26	5
V9	85	443	74	7
V10	91	0	371	7
V11	52	146	18	0
V12	139	0	63	337
V13	89	41	179	26
V14	281	94	0	2
V15	0	0	535	64
V16	2	52	119	28
V17	34	7	86	13
V18	41	13	24	20
V19	136	41	6	15
V20	0	91	48	7
V21	61	21	96	10
V22	207	0	5	36
V23	84	284	6	52
V24	116	103	0	168
V25	0	46	52	1
V26	31	232	20	6
V27	0	40	320	96
V28	0	5	5	532
V29	88	194	148	17
V30	5	9	43	6
V31	97	198	0	2
V32	0	89	38	0
V33	108	23	3	1
V34	85	221	5	183
V35	172	48	1	21
V36	0	449	0	22
V37	102	2	35	5
V38	0	86	48	18
V39	24	67	103	3
V40	81	78	25	17
V41	221	0	137	3
V42	88	12	10	32
V43	82	0	419	1
V44	26	138	9	8
V45	33	100	27	0
V46	203	32	69	23
V47	16	6	191	20
V48	60	152	3	4
V49	0	2	561	70
V50	16	90	131	5
V51	137	49	7	23
V52	0	156	30	140
V53	375	238	15	15
V54	182	41	4	76
V55	0	79	71	7
V56	135	43	0	142
V57	98	21	16	49
V58	58	61	315	82
V59	127	202	5	10
V60	173	0	117	84
V61	167	193	11	0
V62	92	82	129	96
V63	0	61	27	25
V64	37	40	82	111
V65	95	81	56	516
V66	22	65	60	101
V67	198	48	22	31
V68	23	22	40	0
V69	114	0	48	25
V70	2	14	3	117
V71	45	9	0	0
V72	285	51	2	9
V73	244	29	0	0
V74	48	67	131	56
V75	0	152	43	8
V76	42	1	18	13
V77	264	0	83	1
V78	78	27	172	44
V79	114	27	3	118
V80	0	239	189	23
V81	40	67	176	2
V82	27	6	5	34
V83	237	35	95	0
V84	0	49	0	25
V85	88	22	4	4
V86	82	51	84	48
V87	35	56	7	678
V88	35	40	22	12
V89	183	0	69	10
V90	0	265	149	111
V91	2	50	55	6
V92	284	3	23	31
V93	53	2	4	321
V94	145	115	15	21
V95	105	40	0	0
V96	100	101	75	242
V97	144	25	10	52
V98	198	3	55	12
V99	0	450	30	21
V100	31	0	5	21
