Samples	ID83A	ID83B	ID83C	ID83D
V33	9.17E+00	9.61E+00	7.95E-01	2.60E-01
V34	6.71E+00	5.00E+00	8.78E+00	2.77E+00
V35	1.63E+01	1.83E+01	2.51E+00	1.63E+00
V36	9.26E+00	8.89E+00	0.00E+00	2.18E+00
V37	1.68E+01	1.24E+00	1.69E+01	5.26E-01
V38	3.13E+00	1.73E+00	2.22E+00	1.57E+00
V39	2.14E+00	4.70E+00	3.80E+00	4.58E-01
V40	1.27E+01	1.30E+01	2.14E+00	1.87E+00
V41	1.53E+01	2.21E+00	1.73E+01	7.67E-01
V42	9.58E+00	1.03E+01	2.30E+00	2.44E+00
V43	1.57E+01	1.56E+00	1.67E+01	3.40E-01
V44	3.59E+00	3.32E+00	1.78E+00	6.87E-01
V45	8.72E+00	8.98E+00	1.48E+00	0.00E+00
V46	1.30E+01	2.10E+01	8.27E+00	2.38E+00
V47	8.32E+00	7.22E-01	8.19E+00	1.56E+00
V48	8.22E+00	9.83E+00	2.44E+00	5.37E-01
V49	5.50E+00	5.21E-01	5.94E+00	2.38E+00
V50	7.30E+00	8.05E+00	3.35E+00	8.43E-01
V51	3.68E+00	2.71E+00	1.79E+00	1.43E+00
V52	1.02E+00	2.65E+00	1.27E+00	2.63E+00
V53	4.22E+01	7.74E+00	4.40E+01	1.58E+00
V54	3.20E+01	2.95E+01	1.37E+00	3.37E+00
V55	1.88E+00	1.38E+00	2.73E+00	8.70E-01
V56	1.42E+01	1.54E+01	2.21E-01	2.81E+00
V57	1.41E+01	1.35E+01	1.66E+00	3.09E+00
V58	5.12E+00	9.36E+00	5.89E+00	2.43E+00
V59	5.54E+00	4.11E+00	6.77E+00	8.59E-01
V60	2.48E+01	2.59E+00	2.45E+01	2.88E+00
V61	2.85E+01	2.83E+01	1.25E+00	0.00E+00
V62	1.20E+01	1.35E+01	3.81E+00	3.03E+00
V63	2.48E+00	2.31E+00	1.08E+00	2.22E+00
V64	3.48E+00	2.37E+00	3.30E+00	2.09E+00
V65	2.45E+01	2.86E+00	1.83E+01	7.03E+00
V66	8.40E+00	1.72E+00	7.36E+00	3.38E+00
V67	3.14E+01	3.54E+00	2.77E+01	1.94E+00
V68	3.70E+00	3.89E+00	1.23E+00	0.00E+00
V69	1.36E+01	2.91E-01	1.21E+01	1.75E+00
V70	1.00E+00	1.51E+00	6.01E-01	2.16E+00
V71	4.83E+00	5.34E+00	1.17E+00	0.00E+00
V72	3.89E+01	4.04E+01	1.55E+00	1.28E+00
V73	2.39E+01	2.38E+01	0.00E+00	3.06E-01
V74	7.05E+00	9.80E+00	3.75E+00	1.76E+00
V75	1.96E+00	1.82E+00	1.96E+00	1.05E+00
V76	1.48E+00	1.52E+00	1.41E+00	1.41E+00
V77	3.53E+01	1.18E+00	3.57E+01	4.47E-01
V78	5.75E+00	6.79E+00	1.15E+01	3.55E+00
V79	1.72E+01	1.70E+01	6.33E-01	2.42E+00
V80	1.40E+01	1.43E+01	2.68E+00	1.88E+00
V81	8.12E+00	2.71E+00	9.12E+00	3.73E-01
V82	3.71E+00	2.80E+00	9.19E-01	1.58E+00
V83	1.02E+01	2.22E+01	1.25E+01	1.53E-01
V84	1.78E+00	2.37E+00	0.00E+00	1.26E+00
V85	1.60E+01	1.61E+01	6.36E-01	6.46E-01
V86	6.40E+00	9.68E+00	3.78E+00	2.14E+00
V87	1.15E+01	3.51E+00	1.28E+00	8.65E+00
V88	3.00E+00	3.08E+00	4.39E+00	9.71E-01
V89	3.19E+01	1.02E+00	3.23E+01	7.67E-01
V90	1.12E+01	5.08E+00	1.27E+01	4.76E+00
V91	1.57E+00	1.80E+00	1.72E+00	7.12E-01
V92	3.73E+00	3.96E+00	3.72E+00	2.77E+00
V93	3.68E+00	4.37E+00	1.25E+00	2.66E+00
V94	2.60E+01	2.75E+01	1.89E+00	1.49E+00
V95	2.01E+01	2.01E+01	0.00E+00	1.63E-01
V96	2.41E+01	3.39E+00	2.20E+01	5.38E+00
V97	3.52E+00	3.86E+00	4.61E+00	2.04E+00
V98	2.00E+01	1.24E+00	1.96E+01	1.02E+00
V99	1.23E+01	5.41E+00	9.08E+00	1.17E+00
V100	4.00E+00	8.56E-01	4.10E+00	1.04E+00
