Samples	ID83A	ID83B	ID83C	ID83D
V1	2.69E+01	2.89E+01	2.63E+00	1.30E+00
V2	9.24E+01	5.80E+00	8.58E+01	3.05E+00
V3	1.59E+01	4.84E+00	2.02E+01	2.38E+00
V4	2.44E+00	2.86E+00	3.48E+00	1.15E+00
V5	1.54E+01	7.17E+00	2.16E+01	2.21E+00
V6	5.98E+00	8.80E+00	3.30E+00	7.72E-01
V7	2.40E+00	2.73E+00	5.46E+00	1.80E+00
V8	5.28E+00	5.29E+00	2.00E+00	6.29E-01
V9	2.81E+01	2.97E+01	3.07E+00	7.60E-01
V10	2.39E+01	0.00E+00	2.40E+01	9.55E-01
V11	1.45E+01	1.46E+01	1.44E+00	0.00E+00
V12	2.49E+01	1.05E+00	1.87E+01	6.87E+00
V13	2.62E+00	5.79E+00	5.14E+00	1.44E+00
V14	2.19E+01	2.20E+01	0.00E+00	3.59E-01
V15	1.44E+00	0.00E+00	1.72E+00	2.06E+00
V16	2.19E+00	3.23E+00	2.75E+00	1.61E+00
V17	6.73E+00	1.26E+00	7.31E+00	9.21E-01
V18	7.17E+00	6.36E+00	9.34E-01	1.16E+00
V19	4.66E+00	4.22E+00	4.89E+00	9.22E-01
V20	0.00E+00	2.50E+00	2.46E+00	1.00E+00
V21	1.02E+01	2.25E+00	1.20E+01	1.00E+00
V22	3.03E+00	5.39E+00	4.83E+00	1.84E+00
V23	1.14E+01	1.17E+01	2.19E+00	2.11E+00
V24	1.95E+01	1.88E+01	0.00E+00	2.50E+00
V25	1.51E+00	1.95E+00	2.15E+00	3.33E-01
V26	5.58E+00	6.05E+00	1.82E+00	5.00E-01
V27	3.19E+00	4.10E+00	2.50E+00	2.92E+00
V28	0.00E+00	1.60E+00	4.53E-01	1.51E+00
V29	1.51E+01	1.67E+01	4.08E+00	2.00E+00
V30	1.55E+00	1.82E+00	1.17E+00	9.33E-01
V31	2.24E+01	2.24E+01	0.00E+00	5.97E-01
V32	7.45E-01	1.73E+00	1.96E+00	0.00E+00
