MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	8.76E-08	9.37E-08	5.56E-04	3.00E-02	1.01E-03	4.98E-03	1.55E-02	4.88E-02	8.54E-03	2.42E-02
1:Del:C:1	5.00E-04	2.30E-04	3.10E-04	9.91E-03	0.00E+00	2.47E-03	5.24E-03	2.59E-02	3.07E-02	2.14E-02
1:Del:C:2	1.65E-04	1.19E-04	0.00E+00	1.02E-03	5.37E-08	6.45E-04	1.14E-03	2.14E-04	3.82E-04	1.85E-03
1:Del:C:3	2.51E-04	4.21E-04	3.85E-04	2.20E-03	5.23E-04	9.58E-04	3.21E-03	4.41E-03	4.04E-03	5.70E-03
1:Del:C:4	1.27E-04	6.04E-04	2.66E-04	2.36E-03	0.00E+00	3.25E-04	2.56E-03	2.32E-03	3.98E-03	8.16E-03
1:Del:C:5	3.12E-04	1.19E-03	2.88E-03	6.61E-04	2.44E-04	3.55E-04	3.76E-02	5.67E-03	4.83E-04	1.14E-02
1:Del:T:0	3.42E-04	0.00E+00	5.96E-05	1.41E-02	1.54E-03	4.71E-03	5.88E-03	1.68E-02	4.53E-02	1.07E-02
1:Del:T:1	1.08E-04	8.59E-05	2.34E-04	5.24E-03	4.84E-04	1.96E-03	1.81E-03	1.08E-02	1.11E-02	7.75E-03
1:Del:T:2	9.26E-04	6.00E-04	0.00E+00	7.66E-03	1.62E-03	2.36E-03	1.03E-03	1.31E-02	2.28E-02	1.68E-02
1:Del:T:3	1.65E-03	1.56E-03	5.25E-04	1.72E-02	5.09E-03	3.00E-03	1.44E-02	1.96E-02	4.26E-02	4.93E-02
1:Del:T:4	7.35E-04	5.29E-03	3.08E-08	4.65E-03	4.15E-03	1.40E-46	3.81E-04	6.40E-02	1.27E-02	3.83E-02
1:Del:T:5	3.99E-08	7.96E-03	2.81E-07	4.76E-04	2.57E-02	1.81E-04	8.42E-03	1.15E-03	3.13E-46	5.67E-02
1:Ins:C:0	9.52E-07	8.05E-07	4.13E-05	0.00E+00	2.02E-04	5.02E-04	4.93E-04	1.64E-07	8.77E-07	7.28E-07
1:Ins:C:1	7.81E-05	8.72E-05	0.00E+00	2.09E-07	1.80E-07	4.84E-04	6.73E-04	9.50E-07	4.25E-04	7.44E-05
1:Ins:C:2	5.20E-05	2.53E-05	1.90E-04	9.00E-05	0.00E+00	5.89E-04	2.13E-03	1.16E-04	5.85E-04	5.08E-05
1:Ins:C:3	1.40E-04	7.36E-04	1.20E-04	1.30E-04	1.87E-02	1.94E-04	5.95E-04	3.65E-04	1.33E-07	3.61E-02
1:Ins:C:4	7.96E-04	4.48E-07	1.02E-08	2.21E-03	1.96E-02	6.43E-07	9.87E-03	1.69E-03	3.35E-03	3.82E-02
1:Ins:C:5	1.25E-03	7.56E-04	0.00E+00	1.57E-04	0.00E+00	7.66E-04	7.68E-03	1.69E-03	4.17E-03	7.79E-03
1:Ins:T:0	5.54E-04	3.86E-04	2.71E-04	1.31E-03	6.70E-04	9.50E-04	3.31E-03	1.27E-03	2.27E-03	7.79E-03
1:Ins:T:1	1.92E-04	1.83E-04	0.00E+00	1.26E-03	8.68E-05	9.73E-04	2.20E-03	1.35E-03	1.83E-03	2.50E-03
1:Ins:T:2	3.44E-05	2.00E-05	0.00E+00	4.11E-04	4.16E-04	1.45E-04	1.42E-03	4.97E-04	1.19E-03	2.66E-04
1:Ins:T:3	4.69E-04	2.21E-04	1.53E-04	9.87E-05	1.46E-04	9.35E-04	1.66E-03	1.38E-03	1.63E-03	3.84E-03
1:Ins:T:4	4.69E-04	4.97E-04	0.00E+00	8.48E-04	8.95E-04	2.90E-04	3.17E-03	4.85E-04	2.86E-03	1.95E-03
1:Ins:T:5	2.70E-03	1.87E-46	1.52E-07	1.05E-03	1.64E-03	4.96E-07	4.84E-02	3.82E-07	7.99E-03	5.09E-02
2:Del:R:0	4.89E-04	0.00E+00	9.27E-04	2.00E-03	0.00E+00	1.08E-03	4.48E-03	2.21E-03	4.56E-03	2.31E-03
2:Del:R:1	4.82E-04	5.55E-04	5.13E-05	2.45E-04	0.00E+00	2.25E-03	3.38E-03	1.03E-03	5.13E-03	6.70E-03
2:Del:R:2	5.07E-05	4.69E-04	0.00E+00	0.00E+00	1.44E-04	2.93E-04	7.10E-04	6.43E-04	1.82E-03	1.26E-03
2:Del:R:3	1.03E-04	1.62E-04	1.88E-04	0.00E+00	7.73E-05	2.87E-08	7.12E-04	0.00E+00	3.27E-04	1.45E-03
2:Del:R:4	0.00E+00	2.05E-04	3.66E-05	2.46E-05	0.00E+00	1.20E-04	6.11E-04	1.26E-05	5.30E-04	8.30E-04
2:Del:R:5	1.63E-08	8.62E-05	9.14E-05	6.34E-05	3.22E-08	1.21E-07	2.06E-08	7.94E-05	2.41E-08	4.65E-04
3:Del:R:0	1.74E-04	3.35E-04	3.25E-04	6.52E-04	1.72E-05	1.76E-03	1.19E-03	9.90E-04	2.65E-03	2.22E-03
3:Del:R:1	5.44E-04	1.18E-03	4.06E-03	1.49E-03	4.97E-04	9.25E-05	1.41E-02	5.35E-03	5.99E-04	2.78E-02
3:Del:R:2	1.50E-04	1.87E-04	1.71E-04	1.40E-04	3.04E-04	1.63E-04	2.29E-03	5.48E-04	7.97E-04	3.10E-03
3:Del:R:3	4.27E-09	1.25E-04	2.04E-08	1.32E-04	2.74E-09	3.67E-06	2.01E-04	2.56E-04	8.13E-08	6.44E-05
3:Del:R:4	8.28E-09	1.19E-08	8.41E-09	2.55E-08	2.36E-08	4.26E-08	9.97E-08	4.79E-08	8.86E-08	8.80E-08
3:Del:R:5	8.28E-09	1.19E-08	8.41E-09	2.55E-08	2.36E-08	4.26E-08	9.97E-08	4.79E-08	8.86E-08	8.80E-08
