MutationType	ID83A	ID83B
1:Del:C:0	1.07E-02	1.07E-02
1:Del:C:1	1.61E-03	1.52E-03
1:Del:C:2	1.62E-04	1.92E-04
1:Del:C:3	3.06E-04	2.57E-04
1:Del:C:4	1.07E-02	1.19E-02
1:Del:C:5	3.67E-04	3.13E-04
1:Del:T:0	1.81E-03	1.84E-03
1:Del:T:1	7.79E-04	7.94E-04
1:Del:T:2	9.23E-04	1.19E-03
1:Del:T:3	1.65E-03	2.36E-03
1:Del:T:4	3.44E-03	3.73E-03
1:Del:T:5	2.18E-02	2.22E-02
1:Ins:C:0	2.79E-04	1.94E-04
1:Ins:C:1	1.12E-04	8.60E-05
1:Ins:C:2	1.11E-04	1.03E-04
1:Ins:C:3	3.59E-05	3.99E-05
1:Ins:C:4	8.10E-05	1.59E-04
1:Ins:C:5	4.48E-04	6.40E-04
1:Ins:T:0	5.08E-04	4.86E-04
1:Ins:T:1	2.24E-04	3.05E-04
1:Ins:T:2	1.62E-04	1.92E-04
1:Ins:T:3	9.28E-05	1.14E-04
1:Ins:T:4	1.49E-04	3.60E-04
1:Ins:T:5	7.41E-04	1.35E-02
2:Del:R:0	1.81E-04	2.59E-04
2:Del:R:1	5.12E-04	6.14E-04
2:Del:R:2	1.25E-04	1.38E-04
2:Del:R:3	3.67E-05	7.96E-05
2:Del:R:4	5.75E-05	6.92E-05
2:Del:R:5	2.82E-05	6.22E-05
3:Del:R:0	1.87E-04	2.35E-04
3:Del:R:1	1.91E-04	3.03E-04
3:Del:R:2	1.71E-04	2.44E-04
3:Del:R:3	2.59E-05	1.45E-05
3:Del:R:4	1.11E-08	1.25E-08
3:Del:R:5	2.49E-05	8.21E-06
4:Del:R:0	2.65E-04	3.23E-04
4:Del:R:1	2.07E-04	2.01E-04
4:Del:R:2	8.56E-05	5.97E-05
4:Del:R:3	1.11E-08	1.25E-08
4:Del:R:4	1.11E-08	1.25E-08
4:Del:R:5	1.40E-05	1.33E-05
5:Del:R:0	9.99E-03	1.20E-02
5:Del:R:1	1.19E-04	1.71E-04
5:Del:R:2	4.79E-05	6.31E-05
5:Del:R:3	1.11E-08	1.25E-08
5:Del:R:4	1.11E-08	1.25E-08
5:Del:R:5	1.11E-08	1.25E-08
2:Ins:R:0	6.08E-05	8.69E-05
2:Ins:R:1	7.75E-05	6.62E-05
2:Ins:R:2	4.60E-04	4.80E-04
2:Ins:R:3	4.53E-05	9.03E-05
2:Ins:R:4	1.11E-02	1.16E-02
2:Ins:R:5	5.50E-04	7.38E-04
3:Ins:R:0	9.29E-05	8.40E-05
3:Ins:R:1	1.89E-04	3.29E-04
3:Ins:R:2	1.11E-08	1.25E-08
3:Ins:R:3	6.17E-06	3.86E-05
3:Ins:R:4	3.49E-05	1.54E-05
3:Ins:R:5	5.99E-05	1.50E-04
4:Ins:R:0	1.06E-03	1.22E-03
4:Ins:R:1	4.70E-02	5.06E-02
4:Ins:R:2	7.84E-06	2.52E-05
4:Ins:R:3	4.28E-05	4.05E-06
4:Ins:R:4	4.95E-05	6.49E-05
4:Ins:R:5	8.91E-04	1.07E-03
5:Ins:R:0	2.52E-05	2.67E-05
5:Ins:R:1	6.52E-04	7.04E-04
5:Ins:R:2	3.38E-05	4.10E-05
5:Ins:R:3	6.44E-04	5.42E-04
5:Ins:R:4	4.89E-08	2.67E-05
5:Ins:R:5	1.91E-03	2.06E-03
2:Del:M:1	2.28E-04	2.72E-04
3:Del:M:1	4.97E-04	6.54E-04
3:Del:M:2	2.52E-04	3.13E-04
4:Del:M:1	2.61E-04	2.72E-04
4:Del:M:2	1.20E-04	1.33E-04
4:Del:M:3	1.29E-04	2.70E-04
5:Del:M:1	8.62E-03	1.02E-02
5:Del:M:2	4.89E-03	5.65E-03
5:Del:M:3	1.51E-03	1.72E-03
5:Del:M:4	5.44E-04	7.12E-04
5:Del:M:5	4.07E-04	4.16E-04
