Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	47	4	11	19	18	80	41	0	10	14	0	44
V2	5	47	0	7	36	0	1	8	61	88	0	0
V3	21	52	3	2	1	32	63	0	61	20	0	0
V4	0	4	16	81	67	13	8	74	102	2	3	0
V5	24	0	14	28	15	121	57	0	0	0	0	13
V6	1	27	0	0	0	18	16	1	0	1	0	0
V7	11	83	88	23	10	0	0	0	9	4	0	21
V8	158	80	6	4	8	14	4	6	1	1	0	0
V9	10	120	4	4	0	8	46	0	0	0	26	9
V10	10	0	8	1	2	140	35	0	36	6	2	0
V11	9	9	0	36	62	22	38	99	7	10	0	0
V12	0	67	43	49	75	123	13	45	17	19	46	2
V13	102	4	5	30	10	3	0	19	16	4	24	1
V14	68	3	2	249	138	72	31	0	0	0	0	14
V15	18	76	77	1	4	1	2	3	12	12	0	0
V16	103	21	64	50	46	12	9	0	14	12	27	35
V17	32	0	0	45	67	32	39	0	6	154	9	6
V18	14	21	0	54	95	4	4	0	1	0	47	10
V19	28	24	0	60	58	3	10	44	5	13	7	3
V20	61	174	79	11	7	0	0	37	0	0	0	0
V21	3	0	11	39	23	65	38	10	75	79	0	4
V22	147	0	7	10	13	26	36	28	2	0	14	7
V23	7	6	18	89	57	2	10	0	3	6	0	1
V24	19	4	0	0	4	6	4	1	22	15	0	0
V25	37	96	12	11	5	9	4	8	1	12	0	2
V26	172	0	0	7	12	109	39	0	4	0	1	20
V27	0	4	72	0	5	2	0	37	8	9	11	0
V28	9	3	39	103	37	57	73	17	15	6	0	0
V29	18	0	20	70	115	0	0	5	17	73	2	0
V30	0	7	1	4	4	0	1	0	18	10	1	3
V31	8	186	380	2	17	24	16	0	11	0	10	22
V32	5	8	2	134	270	4	0	28	24	7	0	0
V33	63	2	0	0	12	5	19	10	23	66	0	0
V34	195	1	8	11	7	12	26	0	0	0	7	3
V35	33	248	9	41	9	5	1	17	83	38	37	0
V36	14	133	51	0	3	0	0	79	3	0	29	0
V37	0	8	139	0	1	2	2	153	36	4	0	0
V38	29	24	10	34	30	6	0	0	12	5	42	3
V39	31	51	2	45	32	15	0	0	61	115	55	2
V40	11	30	7	21	9	7	0	0	9	15	0	1
V41	51	36	6	0	15	0	0	20	77	52	54	4
V42	66	168	78	6	8	10	32	144	75	15	7	0
V43	57	0	3	21	47	79	14	0	48	53	3	6
V44	138	90	4	9	0	84	50	0	28	44	28	17
V45	4	48	42	52	29	0	0	52	0	25	68	0
V46	14	0	5	1	0	96	31	6	1	1	0	0
V47	77	6	0	212	102	2	4	0	2	12	12	15
V48	53	154	1	5	28	6	14	20	8	17	72	0
V49	24	0	1	13	19	120	45	41	45	82	14	0
V50	0	0	26	4	10	35	34	41	6	0	53	0
V51	4	21	2	87	165	0	2	0	2	7	0	0
V52	31	0	22	180	57	4	1	5	6	7	0	15
V53	28	555	0	0	2	12	13	0	21	38	0	36
V54	2	49	2	104	38	72	29	2	7	6	0	0
V55	288	29	0	26	25	2	7	0	2	15	27	0
V56	5	0	162	27	0	194	318	18	34	0	10	6
V57	12	10	160	7	5	0	0	59	16	7	0	0
V58	17	0	36	7	5	10	0	60	3	0	4	0
V59	15	0	5	14	4	221	301	0	0	0	1	0
V60	42	0	11	0	1	20	3	1	8	2	10	3
V61	10	41	34	15	2	3	8	62	6	9	18	0
V62	62	0	0	0	6	43	20	0	7	21	3	13
V63	206	35	1	51	16	1	0	0	35	8	0	17
V64	32	39	274	7	1	83	51	43	6	0	11	2
V65	2	0	15	0	1	23	3	17	5	10	0	4
V66	0	1	0	0	7	19	7	3	40	91	0	3
V67	3	8	0	52	36	1	4	1	0	13	0	0
V68	179	192	18	21	11	47	37	6	14	16	0	20
V69	10	3	63	12	11	21	30	61	0	0	17	0
V70	96	2	30	3	0	0	1	0	5	3	0	14
V71	98	4	0	35	72	0	1	0	14	5	24	20
V72	14	1	19	24	19	0	4	194	23	13	1	0
V73	2	23	12	0	14	0	17	12	49	68	0	4
V74	15	58	0	0	2	105	73	17	68	27	0	0
V75	2	0	0	0	2	0	0	12	5	28	0	11
V76	39	110	60	6	9	8	10	0	18	2	0	8
V77	14	99	2	69	65	14	5	8	38	13	0	0
V78	4	14	80	10	11	5	3	26	6	0	0	6
V79	81	105	64	42	23	0	0	0	2	10	0	21
V80	14	0	0	26	32	3	0	0	12	14	1	2
V81	1	0	0	1	0	0	3	0	0	3	0	0
V82	8	0	0	9	11	5	14	0	1	0	0	1
V83	9	0	8	0	7	19	7	10	51	34	12	3
V84	73	6	0	14	11	9	1	2	15	11	0	18
V85	1	99	2	0	1	0	3	7	2	2	12	0
V86	24	2	43	12	56	10	10	0	27	25	0	0
V87	395	0	2	0	0	40	13	0	2	0	0	60
V88	29	9	32	7	41	19	0	38	16	8	11	6
V89	67	26	80	4	7	9	2	9	10	9	0	49
V90	129	69	20	0	5	0	0	23	2	4	0	30
V91	23	74	31	35	68	0	1	11	80	19	0	0
V92	0	0	28	36	27	8	17	8	24	4	2	3
V93	0	2	25	13	25	13	10	3	5	24	0	0
V94	6	0	28	14	10	0	5	0	74	79	20	0
V95	38	49	23	2	1	0	5	4	0	10	17	13
V96	0	54	28	181	20	0	0	9	2	0	18	2
V97	74	30	92	0	7	6	2	51	17	0	0	11
V98	40	0	0	71	63	45	25	29	6	24	26	0
V99	15	0	22	34	26	24	23	59	4	0	8	5
V100	34	0	59	3	2	22	6	18	10	1	5	0
