Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	108	6	10	12	26	45	46	14	22
V2	54	101	19	2	0	0	0	11	0
V3	53	0	45	163	2	0	0	19	0
V4	12	0	156	0	0	54	0	14	0
V5	104	100	77	36	1	0	8	0	6
V6	85	4	52	8	116	69	22	2	9
V7	0	0	55	62	0	79	0	0	0
V8	5	192	31	8	30	0	47	5	0
V9	31	43	37	0	0	46	34	122	10
V10	40	0	309	44	0	138	0	85	0
V11	0	0	7	6	26	14	17	0	0
V12	36	0	8	22	0	9	7	11	56
V13	123	0	69	27	0	39	25	35	0
V14	11	65	5	2	2	6	7	0	0
V15	0	28	0	20	61	24	168	0	0
V16	0	39	319	81	140	46	2	0	0
V17	15	7	0	0	156	17	71	13	0
V18	125	52	4	4	279	0	26	82	37
V19	14	96	0	54	105	0	6	16	45
V20	82	6	0	169	27	10	49	51	54
V21	0	188	68	33	13	0	0	0	45
V22	18	33	5	0	12	5	96	13	72
V23	0	0	40	65	0	50	27	0	31
V24	10	0	124	46	35	0	2	1	16
V25	18	2	7	64	175	0	38	14	33
V26	1	0	3	120	0	36	0	43	0
V27	114	16	5	55	72	0	32	46	24
V28	0	0	23	0	16	71	0	5	0
V29	36	1	4	15	1	22	0	9	0
V30	149	40	53	0	0	22	0	57	0
V31	0	35	189	11	76	25	8	0	0
V32	19	2	0	5	30	0	16	0	0
V33	21	49	4	181	5	16	60	16	52
V34	5	63	14	454	0	26	219	0	0
V35	4	52	15	5	102	0	24	0	5
V36	6	80	4	6	0	0	44	0	37
V37	176	204	8	6	64	29	23	18	35
V38	10	0	20	0	4	13	14	0	35
V39	38	28	0	5	27	4	0	55	8
V40	0	21	73	46	0	18	0	0	20
V41	20	0	356	53	27	78	22	0	47
V42	216	3	40	13	20	0	1	0	0
V43	0	7	34	0	0	55	0	0	0
V44	44	5	9	24	117	10	5	7	0
V45	0	1	3	0	14	1	25	0	8
V46	0	2	26	5	8	0	28	0	55
V47	33	0	5	22	0	0	20	18	7
V48	241	21	96	8	0	250	0	100	0
V49	4	348	29	27	0	52	20	2	22
V50	51	42	19	66	6	98	2	13	0
V51	103	0	40	0	58	48	37	39	0
V52	41	26	0	9	0	0	8	0	10
V53	0	0	34	157	30	127	6	0	0
V54	0	3	51	32	119	275	42	0	0
V55	233	4	5	1	69	0	58	129	0
V56	2	97	0	185	31	2	4	4	7
V57	0	1	10	79	9	0	21	0	15
V58	19	295	6	0	0	0	5	8	0
V59	9	7	2	0	3	5	0	12	3
V60	16	9	1	0	0	1	3	14	0
V61	245	20	0	0	24	5	0	16	0
V62	16	13	0	52	21	0	27	0	19
V63	83	34	8	60	0	33	0	44	0
V64	161	11	4	0	8	0	1	105	0
V65	66	5	0	0	0	7	132	0	85
V66	6	44	2	14	67	0	11	0	11
V67	38	36	3	25	19	0	7	19	99
V68	0	254	0	3	25	0	0	0	5
V69	51	4	61	4	1	0	10	21	1
V70	37	38	22	37	14	0	0	41	0
V71	18	35	40	0	0	69	14	0	0
V72	85	32	0	0	5	0	2	0	0
V73	5	8	3	21	0	0	88	0	23
V74	13	20	0	50	9	6	102	43	6
V75	90	236	54	50	7	10	64	0	22
V76	0	11	14	12	0	19	0	0	3
V77	128	0	10	5	0	47	0	62	0
V78	51	7	24	168	23	1	11	0	26
V79	0	0	104	86	10	139	0	0	0
V80	28	16	40	128	14	0	41	0	12
V81	4	12	0	30	8	4	2	6	17
V82	0	97	416	25	191	113	0	0	21
V83	12	28	0	17	0	0	34	0	9
V84	3	34	0	83	0	0	97	12	0
V85	0	25	7	2	9	12	12	7	7
V86	12	16	2	6	0	1	5	4	4
V87	0	62	24	54	44	24	115	8	47
V88	3	14	0	0	10	4	83	0	21
V89	0	26	85	1	0	5	0	0	0
V90	64	9	77	0	44	36	0	88	0
V91	0	0	41	11	0	50	10	0	4
V92	81	46	10	113	0	46	0	34	0
V93	4	16	36	0	0	0	188	3	55
V94	232	134	0	32	19	0	3	61	0
V95	1	48	2	12	3	0	0	0	22
V96	0	87	12	0	0	29	0	2	0
V97	4	5	2	0	4	4	50	0	30
V98	241	63	0	0	99	0	91	154	13
V99	22	173	23	29	9	43	94	7	10
V100	0	116	157	2	231	117	8	0	9
