NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.65	24.33	15.414	15.021	0.139	0.984	30000.0
2	62.335	24.199	14.569	14.579	0.146	0.985	20000.0
3	65.975	25.764	16.329	16.046	0.154	0.982	40000.0
4	68.546	25.993	17.372	16.259	0.144	0.983	50000.0
5	65.236	25.303	15.467	15.193	0.15	0.984	60000.0
6	63.828	24.42	15.152	14.585	0.144	0.985	50000.0
7	62.255	24.066	14.475	14.428	0.144	0.984	50000.0
8	62.579	23.747	15.749	14.773	0.138	0.985	80000.0
9	65.463	24.601	15.876	15.004	0.149	0.984	40000.0
10	63.486	24.45	15.649	15.18	0.147	0.984	60000.0
