Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	6	54	0	29	25	3	0
V2	8	180	4	6	11	47	0
V3	0	96	133	127	64	78	17
V4	55	44	4	48	0	15	19
V5	24	25	49	11	3	13	9
V6	35	2	0	0	3	0	11
V7	33	32	294	23	34	3	8
V8	131	42	1	11	32	9	91
V9	76	7	3	0	7	126	26
V10	181	7	21	0	209	14	117
V11	8	5	0	44	18	29	0
V12	22	137	321	0	11	5	0
V13	0	97	0	3	0	110	15
V14	91	38	114	70	335	13	69
V15	0	1	58	79	12	21	0
V16	22	1	97	25	2	2	4
V17	96	169	1	0	1	2	19
V18	4	145	235	0	80	0	0
V19	7	5	18	39	2	115	0
V20	0	88	8	217	205	15	114
V21	111	15	4	7	0	42	36
V22	0	215	66	45	175	62	19
V23	292	12	4	7	8	98	14
V24	13	7	4	0	67	22	0
V25	64	19	1	5	69	58	0
V26	14	245	43	5	123	125	27
V27	29	79	29	103	212	11	54
V28	443	0	115	20	0	9	0
V29	15	20	6	0	45	3	26
V30	28	199	1	29	19	138	0
V31	7	140	7	21	3	0	42
V32	296	72	4	45	0	138	13
V33	6	19	40	14	47	0	0
V34	3	0	51	16	0	69	0
V35	0	37	220	13	27	13	15
V36	10	10	1	47	176	170	21
V37	36	13	7	0	0	17	6
V38	11	195	26	5	3	152	0
V39	77	26	42	26	215	28	5
V40	6	22	47	186	17	177	23
V41	176	65	0	18	33	1	0
V42	16	64	85	81	6	33	0
V43	34	14	2	57	15	4	0
V44	2	46	2	44	106	161	37
V45	47	19	6	45	4	46	0
V46	16	2	0	28	0	2	2
V47	0	75	44	24	45	8	47
V48	101	8	86	56	12	42	16
V49	231	120	16	8	37	0	65
V50	74	0	68	163	66	2	0
V51	145	28	108	89	2	71	2
V52	52	2	38	273	0	183	10
V53	422	3	39	22	22	36	0
V54	164	14	7	19	29	20	59
V55	9	7	8	37	2	101	5
V56	37	2	5	32	0	17	5
V57	19	83	140	72	153	2	12
V58	132	15	4	70	0	65	0
V59	2	138	3	164	17	61	0
V60	11	0	413	13	73	7	0
V61	0	1	23	12	5	117	0
V62	0	52	54	2	88	94	48
V63	0	23	48	20	177	19	57
V64	0	5	13	33	5	11	10
V65	0	29	176	64	25	47	0
V66	76	166	16	12	25	47	0
V67	5	2	2	37	45	18	0
V68	224	70	25	216	0	83	18
V69	68	1	39	63	12	9	0
V70	23	0	98	19	5	159	10
V71	0	23	4	0	1	7	9
V72	27	21	8	70	15	7	1
V73	143	85	69	44	137	25	0
V74	18	104	20	24	9	14	0
V75	0	96	0	41	23	62	85
V76	532	2	168	8	0	69	21
V77	0	0	5	3	67	0	30
V78	0	17	16	4	12	0	8
V79	24	26	4	34	0	7	0
V80	26	113	56	43	43	44	0
V81	73	11	137	323	1	27	0
V82	15	163	106	112	136	1	51
V83	0	26	32	18	0	9	9
V84	21	10	109	84	67	5	0
V85	1	36	9	195	0	7	0
V86	236	1	22	31	1	0	0
V87	16	26	9	31	146	11	52
V88	3	4	122	13	56	2	0
V89	15	2	51	7	120	7	1
V90	119	12	145	10	9	8	33
V91	18	3	28	91	36	3	4
V92	0	396	0	0	20	19	18
V93	21	46	0	37	13	198	0
V94	27	106	0	31	25	2	42
V95	177	13	4	177	0	39	56
V96	128	1	28	6	48	18	0
V97	0	3	99	2	5	53	0
V98	3	43	12	1	0	9	0
V99	3	10	2	6	52	10	0
V100	5	10	67	11	0	20	0
