Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	8.30E-01	1.26E+00	0.00E+00	1.87E+00	1.56E+00	7.27E-01	2.18E+00
V2	1.49E+00	2.12E+00	9.12E-01	5.33E-01	2.07E+00	1.63E+00	2.09E+00
V3	1.51E+00	3.27E+00	3.88E+00	4.21E+00	3.80E+00	2.25E+00	5.78E+00
V4	4.35E+00	2.08E+00	5.81E-01	2.46E+00	0.00E+00	1.84E+00	4.76E+00
V5	1.06E+00	1.80E+00	2.32E+00	8.79E-01	8.70E-01	1.04E+00	2.10E+00
V6	2.95E+00	4.67E-01	1.53E-01	0.00E+00	8.23E-01	0.00E+00	3.07E+00
V7	1.84E+00	1.37E+00	3.29E+00	8.27E-01	4.55E+00	5.54E-01	5.77E+00
V8	7.64E+00	1.58E+00	0.00E+00	1.50E+00	3.03E+00	1.25E+00	6.83E+00
V9	2.94E+00	1.01E+00	6.05E-01	4.58E-01	2.12E+00	2.98E+00	3.47E+00
V10	1.11E+01	1.53E+00	2.29E+00	1.27E+00	1.04E+01	1.39E+00	1.56E+01
V11	1.06E+00	6.51E-01	0.00E+00	9.29E-01	2.16E+00	1.05E+00	2.65E+00
V12	2.24E+00	3.28E+00	4.54E+00	3.35E-01	1.27E+00	8.84E-01	2.00E+00
V13	7.31E-01	1.84E+00	0.00E+00	4.67E-01	0.00E+00	1.91E+00	4.00E-01
V14	7.69E+00	3.15E+00	3.55E+00	3.49E+00	1.29E+01	1.79E+00	1.37E+01
V15	0.00E+00	2.21E-01	3.05E+00	2.18E+00	1.40E+00	1.70E+00	2.50E+00
V16	1.64E+00	3.48E-01	8.75E-01	1.63E+00	1.40E+00	6.51E-01	9.64E-01
V17	3.65E+00	2.50E+00	2.33E-01	3.06E-01	8.33E-01	4.00E-01	3.05E+00
V18	1.40E+00	2.55E+00	3.38E+00	1.33E-01	5.30E+00	0.00E+00	5.27E+00
V19	1.38E+00	6.74E-01	1.06E+00	1.06E+00	3.14E-01	1.62E+00	1.52E+00
V20	6.12E+00	2.72E+00	8.19E-01	8.13E+00	2.48E+01	1.96E+00	2.95E+01
V21	4.14E+00	1.00E+00	7.92E-01	1.26E+00	1.10E+00	2.17E+00	4.14E+00
V22	1.52E+00	4.03E+00	2.24E+00	5.34E+00	1.89E+01	3.08E+00	2.41E+01
V23	9.69E+00	1.37E+00	1.00E+00	1.48E+00	9.91E-01	4.24E+00	1.18E+01
V24	1.42E+00	1.03E+00	6.05E-01	2.21E-01	2.35E+00	1.74E+00	3.21E+00
V25	2.97E+00	2.19E+00	3.59E-01	1.21E+00	5.88E+00	1.64E+00	7.19E+00
V26	3.21E+00	3.96E+00	2.44E+00	1.53E+00	4.00E+00	1.33E+00	6.96E+00
V27	3.68E+00	3.07E+00	2.26E+00	2.30E+00	1.82E+01	9.17E-01	2.08E+01
V28	9.71E+00	0.00E+00	2.97E+00	1.91E+00	0.00E+00	1.25E+00	9.85E+00
V29	1.63E+00	1.57E+00	6.33E-01	8.46E-01	4.52E+00	9.83E-01	4.18E+00
V30	2.37E+00	2.58E+00	3.48E-01	2.27E+00	2.98E+00	2.04E+00	3.53E+00
V31	2.53E+00	3.07E+00	5.26E-01	1.70E+00	1.65E+00	0.00E+00	4.45E+00
V32	8.91E+00	3.43E+00	6.01E-01	2.05E+00	5.39E-01	2.68E+00	9.90E+00
V33	1.08E+00	8.27E-01	1.27E+00	1.48E+00	2.94E+00	0.00E+00	3.31E+00
V34	3.89E-01	0.00E+00	1.19E+00	1.46E+00	2.13E-01	1.18E+00	1.33E-01
