MutationType	ID83A	ID83B
1:Del:C:0	1.15E-03	2.23E-03
1:Del:C:1	5.91E-04	6.22E-04
1:Del:C:2	5.25E-04	9.57E-04
1:Del:C:3	2.28E-03	3.78E-03
1:Del:C:4	1.74E-04	1.58E-04
1:Del:C:5	1.77E-04	1.85E-04
1:Del:T:0	6.07E-04	1.09E-03
1:Del:T:1	4.06E-04	3.00E-04
1:Del:T:2	4.78E-04	8.29E-04
1:Del:T:3	4.27E-04	1.04E-03
1:Del:T:4	6.88E-04	9.16E-04
1:Del:T:5	1.11E-03	3.85E-03
1:Ins:C:0	9.11E-05	4.51E-05
1:Ins:C:1	6.63E-05	1.65E-08
1:Ins:C:2	3.83E-05	9.18E-05
1:Ins:C:3	7.15E-05	2.02E-05
1:Ins:C:4	1.42E-04	9.83E-05
1:Ins:C:5	3.74E-04	1.83E-04
1:Ins:T:0	2.43E-04	2.43E-04
1:Ins:T:1	9.17E-04	1.76E-03
1:Ins:T:2	9.54E-05	1.38E-04
1:Ins:T:3	9.64E-05	5.22E-05
1:Ins:T:4	4.05E-04	1.70E-04
1:Ins:T:5	1.46E-02	3.51E-04
2:Del:R:0	2.13E-04	1.82E-04
2:Del:R:1	1.98E-04	4.80E-05
2:Del:R:2	8.03E-05	3.72E-09
2:Del:R:3	4.31E-05	7.17E-05
2:Del:R:4	3.08E-05	1.52E-05
2:Del:R:5	4.55E-04	7.01E-04
3:Del:R:0	2.11E-04	1.07E-03
3:Del:R:1	3.18E-08	4.26E-02
3:Del:R:2	8.26E-05	9.43E-05
3:Del:R:3	4.87E-05	7.39E-05
3:Del:R:4	3.46E-05	4.23E-05
3:Del:R:5	2.03E-02	3.05E-02
4:Del:R:0	1.03E-04	5.69E-08
4:Del:R:1	1.18E-04	7.46E-05
4:Del:R:2	6.09E-04	1.07E-03
4:Del:R:3	1.62E-05	3.68E-08
4:Del:R:4	2.27E-09	3.41E-09
4:Del:R:5	1.34E-05	2.72E-08
5:Del:R:0	1.62E-03	6.24E-04
5:Del:R:1	6.08E-05	1.62E-04
5:Del:R:2	5.67E-05	1.60E-06
5:Del:R:3	2.27E-09	3.41E-09
5:Del:R:4	4.25E-08	1.94E-05
5:Del:R:5	2.27E-09	3.41E-09
2:Ins:R:0	7.72E-05	4.67E-05
2:Ins:R:1	6.29E-05	1.14E-04
2:Ins:R:2	7.00E-05	7.58E-05
2:Ins:R:3	5.29E-05	7.70E-06
2:Ins:R:4	1.83E-04	6.06E-05
2:Ins:R:5	3.49E-04	2.47E-04
3:Ins:R:0	5.52E-05	8.87E-04
3:Ins:R:1	8.16E-05	5.27E-05
3:Ins:R:2	1.34E-05	4.28E-08
3:Ins:R:3	2.27E-09	3.41E-09
3:Ins:R:4	2.59E-05	1.18E-06
3:Ins:R:5	5.82E-05	1.87E-05
4:Ins:R:0	2.90E-05	1.01E-05
4:Ins:R:1	7.43E-05	1.44E-04
4:Ins:R:2	2.27E-09	3.41E-09
4:Ins:R:3	2.27E-09	3.41E-09
4:Ins:R:4	2.32E-05	2.60E-08
4:Ins:R:5	9.44E-05	3.66E-05
5:Ins:R:0	5.66E-05	2.65E-04
5:Ins:R:1	2.12E-04	7.50E-05
5:Ins:R:2	4.75E-08	4.08E-05
5:Ins:R:3	2.87E-08	3.95E-05
5:Ins:R:4	8.51E-05	4.15E-03
5:Ins:R:5	2.27E-09	3.41E-09
2:Del:M:1	1.13E-04	8.13E-05
3:Del:M:1	1.45E-04	1.61E-04
3:Del:M:2	2.50E-04	1.48E-08
4:Del:M:1	1.32E-04	4.98E-05
4:Del:M:2	9.40E-05	7.78E-05
4:Del:M:3	4.01E-05	1.76E-05
5:Del:M:1	2.25E-03	8.46E-04
5:Del:M:2	1.24E-03	5.42E-04
5:Del:M:3	5.06E-04	3.40E-04
5:Del:M:4	1.75E-04	1.89E-04
5:Del:M:5	1.71E-04	1.95E-04
