MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	0.00E+00	1.49E-03	5.67E-04	8.16E-03	3.37E-02	4.51E-02	1.46E-02	7.11E-03	3.69E-02	1.02E-02	6.31E-02	2.45E-02	2.53E-03	1.19E-03	3.09E-02	1.57E-02	1.89E-02
1:Del:C:1	1.40E-46	7.68E-04	0.00E+00	5.99E-03	1.72E-03	1.68E-02	5.53E-03	4.86E-03	2.15E-02	1.68E-03	3.75E-02	2.49E-02	1.03E-03	7.45E-04	3.71E-03	9.65E-03	1.65E-02
1:Del:C:2	5.80E-09	0.00E+00	4.22E-04	1.06E-03	6.06E-04	2.21E-03	1.50E-03	9.58E-04	4.07E-03	2.89E-03	3.33E-05	5.34E-04	1.22E-03	2.37E-03	4.51E-04	9.19E-04	8.14E-03
1:Del:C:3	1.30E-07	1.00E-04	6.85E-08	7.12E-04	2.31E-07	4.47E-03	5.96E-04	4.48E-03	4.14E-03	1.06E-07	1.44E-02	1.02E-02	7.95E-03	3.80E-02	2.72E-07	1.95E-03	2.70E-02
1:Del:C:4	3.75E-08	1.72E-04	7.09E-04	0.00E+00	1.76E-03	1.04E-02	1.87E-03	6.27E-03	5.23E-03	3.74E-04	1.22E-02	4.49E-03	1.82E-03	1.29E-02	4.08E-07	3.51E-03	1.71E-03
1:Del:C:5	4.99E-04	1.12E-04	1.43E-03	1.61E-03	3.92E-03	5.20E-04	3.55E-04	1.01E-03	6.66E-03	3.68E-03	2.83E-06	1.92E-03	1.50E-02	3.10E-03	1.26E-03	8.18E-03	4.83E-03
1:Del:T:0	0.00E+00	0.00E+00	1.99E-03	1.40E-46	8.23E-03	8.22E-03	8.75E-03	1.17E-02	2.93E-02	4.30E-03	3.03E-02	3.61E-02	1.23E-02	2.91E-02	6.16E-03	8.88E-03	1.40E-46
1:Del:T:1	4.14E-04	2.92E-04	0.00E+00	5.43E-03	1.65E-02	7.68E-03	2.66E-03	3.15E-03	5.55E-03	1.05E-03	8.28E-03	9.75E-03	3.73E-03	6.73E-02	2.24E-02	7.80E-03	3.76E-03
1:Del:T:2	1.02E-04	3.12E-04	7.40E-04	5.72E-04	9.90E-03	2.46E-02	6.60E-04	1.42E-03	1.86E-02	1.16E-03	2.06E-02	1.71E-02	6.97E-03	6.62E-03	5.40E-03	6.05E-03	1.12E-02
1:Del:T:3	6.70E-05	1.21E-03	2.51E-03	1.78E-02	3.96E-03	1.75E-02	2.49E-03	2.56E-03	4.51E-02	2.06E-03	2.74E-02	1.78E-02	9.24E-03	1.13E-02	3.69E-03	8.28E-03	1.66E-02
1:Del:T:4	1.95E-03	5.75E-04	5.73E-03	3.64E-03	1.41E-03	1.60E-02	1.40E-46	1.16E-03	2.23E-02	1.07E-02	2.20E-02	1.70E-02	1.37E-02	4.35E-02	5.00E-03	1.85E-02	1.28E-02
1:Del:T:5	5.54E-08	1.62E-07	9.84E-03	1.25E-08	1.67E-02	1.26E-07	3.50E-03	8.23E-07	1.93E-15	3.22E-03	1.56E-02	2.55E-07	8.66E-02	5.85E-02	1.92E-06	1.74E-02	3.63E-02
1:Ins:C:0	6.96E-04	4.79E-03	0.00E+00	4.59E-04	2.03E-07	8.57E-07	0.00E+00	3.19E-04	2.80E-07	5.71E-03	2.69E-03	3.12E-03	7.99E-03	6.44E-02	3.69E-07	8.02E-03	4.07E-03
1:Ins:C:1	1.97E-08	5.49E-08	1.31E-04	7.94E-04	2.17E-03	7.33E-04	6.69E-04	2.21E-04	8.62E-06	2.17E-03	3.04E-04	7.33E-05	4.42E-04	6.44E-06	2.19E-07	8.93E-05	1.69E-07
1:Ins:C:2	4.67E-08	2.96E-08	3.76E-08	1.07E-03	8.12E-04	7.26E-05	6.17E-04	6.01E-04	7.63E-04	1.13E-07	9.05E-05	8.77E-08	2.38E-07	2.63E-07	1.63E-07	1.15E-03	1.38E-05
1:Ins:C:3	1.69E-05	1.61E-08	6.77E-08	3.23E-04	1.77E-04	1.23E-04	2.93E-04	3.09E-07	1.29E-03	1.11E-03	1.40E-46	0.00E+00	1.39E-04	3.23E-03	1.02E-07	6.86E-04	1.51E-03
1:Ins:C:4	4.92E-08	6.15E-09	1.35E-07	1.87E-06	4.44E-03	1.40E-46	2.68E-04	5.25E-04	5.07E-07	2.06E-03	2.20E-07	4.68E-04	2.12E-03	5.85E-03	4.06E-03	4.25E-07	9.27E-03
