MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.78E-03	2.45E-03	2.27E-02	3.99E-02	3.02E-03	2.88E-02	1.61E-03	4.14E-02
1:Del:C:1	1.25E-07	3.51E-08	1.47E-05	1.65E-02	0.00E+00	5.51E-03	5.29E-03	9.29E-04
1:Del:C:2	3.46E-05	1.73E-04	2.58E-08	4.90E-04	0.00E+00	8.84E-04	2.66E-04	1.40E-03
1:Del:C:3	3.37E-04	3.16E-04	3.82E-04	2.38E-03	5.75E-04	2.46E-03	1.66E-03	1.65E-03
1:Del:C:4	0.00E+00	0.00E+00	1.74E-02	2.80E-03	1.15E-03	5.31E-02	1.40E-46	3.45E-02
1:Del:C:5	2.58E-04	2.44E-04	4.93E-04	0.00E+00	1.11E-03	2.16E-04	5.70E-05	9.81E-09
1:Del:T:0	2.14E-04	9.09E-04	4.73E-04	1.31E-02	2.39E-03	7.89E-03	5.13E-03	1.18E-02
1:Del:T:1	1.51E-03	1.55E-04	5.23E-04	5.63E-03	1.52E-06	4.99E-03	2.70E-03	4.17E-03
1:Del:T:2	6.80E-04	2.31E-04	4.84E-04	7.76E-03	7.23E-09	1.66E-02	1.29E-03	4.64E-03
1:Del:T:3	2.44E-04	6.55E-04	1.09E-08	5.65E-03	2.47E-03	1.63E-02	8.31E-05	1.22E-02
1:Del:T:4	9.42E-05	2.70E-04	3.05E-04	1.51E-02	1.54E-03	2.49E-02	2.82E-04	5.66E-03
1:Del:T:5	5.44E-07	5.07E-08	2.29E-07	3.57E-08	5.81E-03	1.13E-02	5.85E-04	1.00E-07
1:Ins:C:0	7.73E-08	7.70E-05	5.70E-08	9.48E-08	3.64E-09	1.07E-03	9.23E-04	1.42E-04
1:Ins:C:1	1.65E-04	2.07E-08	0.00E+00	3.14E-04	1.16E-04	8.91E-05	9.03E-04	3.15E-05
1:Ins:C:2	4.40E-08	1.00E-07	5.97E-09	1.69E-07	4.43E-05	7.64E-04	4.86E-04	7.01E-08
1:Ins:C:3	3.20E-09	1.10E-04	1.31E-08	0.00E+00	7.44E-05	6.93E-05	1.20E-04	1.55E-08
1:Ins:C:4	1.10E-04	1.80E-04	2.30E-04	1.21E-04	3.97E-04	1.07E-04	5.18E-04	0.00E+00
1:Ins:C:5	0.00E+00	7.00E-04	2.80E-04	7.47E-04	5.91E-04	1.25E-03	3.33E-04	2.63E-04
1:Ins:T:0	0.00E+00	3.92E-04	2.87E-04	1.23E-03	3.31E-04	2.78E-03	4.00E-04	1.31E-03
