MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	7.06E-04	3.36E-07	9.19E-04	1.23E-04	3.20E-02	2.03E-02	7.39E-02	3.85E-08	2.77E-03	6.19E-02	3.90E-02
1:Del:C:1	4.30E-04	0.00E+00	2.27E-03	8.56E-04	3.11E-02	1.10E-02	6.87E-03	4.84E-03	9.43E-03	7.97E-08	2.73E-03
1:Del:C:2	9.78E-05	3.91E-05	1.12E-04	7.40E-05	7.41E-04	2.06E-04	1.20E-03	3.01E-08	7.91E-04	4.90E-04	5.10E-04
1:Del:C:3	2.41E-04	4.15E-04	1.62E-04	3.13E-04	2.11E-03	1.79E-03	1.39E-03	0.00E+00	5.17E-04	2.47E-03	6.82E-03
1:Del:C:4	8.21E-04	7.53E-09	0.00E+00	6.10E-02	2.48E-04	1.99E-02	4.96E-07	8.89E-04	5.47E-03	1.74E-02	1.00E-02
1:Del:C:5	1.12E-07	8.87E-04	2.46E-02	1.45E-04	1.07E-07	1.34E-07	1.40E-46	2.51E-02	0.00E+00	1.31E-06	7.73E-07
1:Del:T:0	5.79E-04	1.04E-03	2.80E-46	1.79E-04	1.54E-02	4.51E-03	4.53E-02	2.44E-03	7.29E-03	1.86E-02	3.40E-02
1:Del:T:1	0.00E+00	2.16E-04	8.27E-04	3.34E-04	1.12E-02	2.30E-03	9.76E-03	1.80E-03	1.34E-03	3.55E-03	9.49E-03
1:Del:T:2	7.38E-05	1.57E-03	7.63E-04	2.98E-03	7.96E-03	2.57E-03	1.01E-02	2.25E-03	0.00E+00	1.36E-02	1.71E-02
1:Del:T:3	2.38E-04	2.92E-03	1.17E-03	4.49E-08	1.38E-02	1.94E-03	8.48E-04	2.29E-03	2.37E-03	3.83E-02	3.37E-02
1:Del:T:4	8.98E-04	4.11E-03	1.55E-03	1.30E-03	2.05E-02	5.10E-03	5.50E-04	2.60E-04	5.14E-07	1.58E-02	4.38E-02
1:Del:T:5	3.72E-08	8.28E-03	6.89E-08	3.01E-07	4.57E-08	3.14E-07	1.31E-03	2.87E-03	2.59E-06	7.37E-02	1.06E-02
1:Ins:C:0	1.04E-05	1.78E-08	7.79E-05	1.80E-08	1.29E-04	1.93E-03	1.59E-03	8.95E-08	1.56E-03	8.75E-04	4.11E-07
1:Ins:C:1	1.90E-06	4.67E-05	7.17E-05	1.84E-08	2.06E-05	6.53E-04	7.41E-04	4.08E-08	5.54E-04	6.33E-04	3.90E-08
1:Ins:C:2	7.41E-05	3.70E-08	0.00E+00	1.28E-08	7.06E-08	1.24E-07	2.90E-04	5.90E-08	2.24E-04	1.56E-04	5.50E-07
1:Ins:C:3	9.20E-05	1.46E-04	0.00E+00	2.74E-05	1.96E-08	9.75E-04	4.66E-04	9.14E-09	2.16E-04	1.29E-03	5.26E-04
1:Ins:C:4	1.36E-04	1.45E-04	9.91E-09	4.74E-04	4.19E-04	2.57E-03	1.76E-03	4.83E-04	3.42E-06	2.21E-03	1.22E-03
1:Ins:C:5	1.56E-03	1.19E-03	0.00E+00	0.00E+00	1.40E-46	4.82E-03	1.13E-03	1.22E-04	3.14E-04	1.95E-02	1.52E-02
1:Ins:T:0	7.90E-04	3.52E-04	1.18E-04	6.89E-05	3.18E-03	1.46E-03	1.67E-03	0.00E+00	1.90E-03	9.41E-03	5.23E-03
1:Ins:T:1	1.65E-04	3.60E-05	3.63E-05	8.14E-09	2.67E-03	2.12E-05	4.59E-03	7.51E-05	4.51E-04	2.02E-03	1.66E-04
1:Ins:T:2	0.00E+00	1.59E-04	0.00E+00	0.00E+00	4.80E-04	0.00E+00	3.75E-04	8.24E-04	2.03E-04	3.87E-04	2.71E-04
1:Ins:T:3	4.24E-04	2.62E-07	1.90E-04	5.37E-04	1.10E-03	2.59E-03	1.14E-03	0.00E+00	0.00E+00	6.56E-03	5.66E-03
1:Ins:T:4	1.96E-03	6.56E-04	2.38E-04	3.27E-04	3.43E-08	9.34E-03	1.22E-03	4.19E-04	0.00E+00	2.86E-02	1.74E-02
1:Ins:T:5	8.81E-03	7.62E-07	1.87E-46	4.49E-08	2.75E-04	6.93E-02	1.57E-03	1.10E-07	3.75E-07	6.10E-03	1.94E-02
2:Del:R:0	2.69E-04	0.00E+00	1.49E-04	4.33E-04	3.40E-03	1.59E-03	4.59E-04	5.65E-05	2.01E-03	8.41E-04	7.16E-03
