Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
V1	11	3	73	182	0	5	18	83	0	0	0
V2	29	14	84	0	115	44	14	0	0	19	0
V3	24	25	13	11	0	20	20	0	0	4	16
V4	77	0	2	73	0	11	0	0	0	0	3
V5	74	177	40	9	17	12	105	6	92	52	0
V6	32	4	114	0	29	130	89	9	0	0	0
V7	0	0	34	36	0	50	30	0	45	16	32
V8	68	54	19	42	0	294	231	0	36	0	0
V9	62	109	0	129	11	5	8	92	0	26	60
V10	6	24	22	99	31	84	1	8	21	21	9
V11	5	1	51	118	3	0	0	23	41	4	0
V12	25	9	0	8	14	0	0	0	0	8	9
V13	34	0	19	11	13	0	0	0	0	0	20
V14	208	46	20	20	0	6	9	96	10	14	0
V15	19	24	16	0	0	10	17	0	0	0	0
V16	6	36	16	77	44	0	0	44	0	0	6
V17	78	203	48	5	63	21	67	62	25	0	0
V18	68	93	11	42	49	19	85	0	44	0	0
V19	204	35	81	37	8	67	47	0	0	0	0
V20	211	45	0	6	0	127	15	5	2	0	0
V21	3	4	79	47	7	25	0	48	0	0	0
V22	139	171	0	94	22	54	12	0	32	0	0
V23	135	45	0	15	216	33	48	23	0	148	0
V24	2	28	89	11	8	26	17	0	29	0	17
V25	352	149	83	28	107	0	0	70	0	0	70
V26	0	6	0	3	5	4	0	0	0	0	9
V27	0	0	158	0	109	0	0	0	3	1	59
V28	0	177	137	23	60	97	113	29	28	0	0
V29	40	177	55	59	143	42	90	0	0	0	0
V30	10	0	1	7	0	4	0	0	0	0	0
V31	56	32	36	5	21	5	52	0	0	0	2
V32	199	227	0	130	0	6	46	0	0	0	0
V33	9	132	0	13	0	78	54	0	0	0	0
V34	3	5	0	48	0	2	22	0	0	0	0
V35	62	7	8	0	40	0	37	0	20	6	15
V36	12	1	11	76	8	3	0	26	0	0	0
V37	23	7	91	38	1	38	14	53	0	0	8
V38	14	3	5	45	0	15	10	6	9	0	0
V39	68	37	6	58	65	0	0	7	133	0	24
V40	73	18	0	1	62	15	28	0	2	17	0
V41	4	31	63	0	0	67	61	3	0	0	0
V42	0	29	11	0	32	0	18	0	46	0	12
V43	95	1	0	17	32	0	0	5	14	23	6
V44	0	85	9	31	0	2	0	0	0	0	0
V45	161	10	72	36	39	0	0	98	37	0	42
V46	8	14	73	0	0	83	84	2	0	0	0
V47	1	41	142	102	19	1	1	160	69	32	0
V48	99	9	114	38	0	14	97	0	0	19	5
V49	80	11	0	11	54	8	89	0	0	0	0
V50	72	336	53	10	0	0	25	2	17	27	0
V51	73	6	34	0	12	4	0	9	63	0	9
V52	4	33	26	18	206	2	0	16	0	0	8
V53	1	0	7	39	0	87	15	0	0	0	5
V54	187	58	322	113	4	226	156	0	0	8	0
V55	0	72	15	16	44	17	0	51	12	0	0
V56	11	54	0	1	22	35	41	0	73	0	0
V57	243	153	1	122	25	8	50	0	0	34	0
V58	15	61	0	17	16	80	53	4	23	0	0
V59	199	28	135	13	3	0	0	0	0	0	61
V60	34	2	49	65	14	4	25	0	0	22	2
V61	4	341	0	104	0	76	24	0	0	0	6
V62	4	0	0	51	130	27	33	0	0	0	5
V63	22	60	60	0	96	6	2	28	0	0	0
V64	14	41	23	9	43	118	76	21	0	28	0
V65	8	42	87	0	20	3	0	25	161	0	0
V66	91	0	6	25	71	1	20	3	7	0	0
V67	78	452	0	25	0	88	43	0	0	0	0
V68	0	114	40	0	12	0	0	5	19	0	22
V69	245	0	33	27	0	8	26	0	0	0	3
V70	33	21	40	0	35	59	39	0	0	45	0
V71	7	90	26	0	0	1	3	12	0	0	6
V72	20	3	0	14	0	10	9	0	0	0	0
V73	49	8	0	24	0	16	4	0	0	32	6
V74	413	1	54	37	0	51	174	56	0	0	0
V75	9	10	0	267	0	1	5	25	5	7	8
V76	0	0	28	26	13	82	50	25	1	0	5
V77	342	14	29	1	419	3	0	59	0	0	0
V78	138	0	0	121	44	29	0	0	0	47	14
V79	3	1	74	5	0	15	1	13	2	0	17
V80	33	46	7	29	0	17	23	0	0	5	0
V81	7	55	3	70	21	64	19	0	0	20	0
V82	21	0	27	0	176	10	6	35	16	17	0
V83	74	3	0	72	17	19	5	3	0	8	0
V84	60	142	0	12	22	12	97	0	0	0	0
V85	116	74	200	0	55	14	93	23	0	0	45
V86	9	13	0	24	0	64	76	0	9	0	0
V87	17	0	16	0	62	18	0	14	7	0	8
V88	4	0	0	6	0	16	23	0	16	0	0
V89	164	136	217	0	102	48	31	84	0	0	0
V90	0	2	46	34	0	4	0	34	0	0	0
V91	26	0	0	5	175	4	5	25	7	30	0
V92	15	143	101	46	58	0	27	0	0	73	0
V93	29	10	0	63	0	168	66	8	0	1	0
V94	4	12	3	8	2	26	19	0	0	0	0
V95	26	0	323	3	1	102	26	81	24	0	0
V96	20	37	7	4	0	54	31	4	0	0	0
V97	9	75	141	0	2	35	24	51	0	0	0
V98	20	105	15	7	2	0	0	0	0	0	0
V99	48	205	14	147	73	139	1	0	0	0	0
V100	0	3	178	4	8	0	0	17	0	0	25
