NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.05	17.622	12.311	9.231	0.099	0.994	40000.0
2	53.638	17.314	12.164	9.117	0.098	0.994	60000.0
3	51.707	16.731	11.569	8.629	0.097	0.995	40000.0
4	51.831	17.193	11.666	8.861	0.102	0.994	50000.0
5	51.531	16.75	11.543	8.628	0.098	0.995	40000.0
6	53.078	17.063	11.928	8.857	0.097	0.994	50000.0
7	50.739	16.733	11.374	8.71	0.099	0.994	50000.0
8	54.107	17.575	12.45	9.128	0.098	0.995	40000.0
9	51.71	16.944	11.806	9.096	0.097	0.993	30000.0
10	52.472	17.144	11.709	8.848	0.097	0.995	50000.0
