MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	3.99E-03	1.43E-04	3.30E-02	3.69E-02	4.82E-02
1:Del:C:1	1.59E-03	7.77E-06	5.88E-03	9.60E-03	1.20E-02
1:Del:C:2	1.20E-03	2.27E-04	3.76E-04	3.63E-03	7.26E-04
1:Del:C:3	2.26E-02	3.88E-04	7.69E-04	5.67E-02	1.88E-03
1:Del:C:4	3.15E-04	3.97E-04	9.86E-04	1.15E-03	1.35E-03
1:Del:C:5	1.78E-04	6.92E-04	1.70E-04	2.85E-04	5.01E-04
1:Del:T:0	1.47E-03	1.07E-03	7.82E-03	9.86E-03	1.26E-02
1:Del:T:1	7.79E-04	9.15E-05	4.42E-03	4.53E-03	6.06E-03
1:Del:T:2	1.32E-03	1.00E-03	7.14E-03	7.47E-03	9.84E-03
1:Del:T:3	2.42E-03	1.37E-03	1.03E-02	1.21E-02	1.56E-02
1:Del:T:4	2.71E-03	1.67E-03	1.02E-02	1.06E-02	1.51E-02
1:Del:T:5	5.31E-08	2.55E-02	1.26E-03	5.93E-04	2.72E-06
1:Ins:C:0	1.54E-04	6.19E-05	2.60E-04	2.30E-05	7.39E-05
1:Ins:C:1	6.66E-05	5.68E-05	2.64E-04	4.38E-05	7.04E-05
1:Ins:C:2	8.04E-05	3.40E-09	2.02E-04	1.14E-05	5.36E-05
1:Ins:C:3	2.66E-08	9.22E-06	5.40E-05	6.57E-05	1.70E-04
1:Ins:C:4	8.27E-05	1.35E-04	4.18E-05	1.05E-04	2.81E-04
1:Ins:C:5	0.00E+00	3.56E-04	1.38E-04	6.75E-04	2.62E-03
1:Ins:T:0	1.74E-04	2.22E-04	1.37E-03	1.87E-03	1.66E-03
1:Ins:T:1	4.34E-04	1.38E-04	8.18E-04	1.44E-03	1.51E-03
1:Ins:T:2	1.03E-04	1.62E-04	3.23E-04	2.91E-04	3.83E-04
1:Ins:T:3	1.77E-04	1.34E-04	1.92E-04	2.33E-04	3.23E-04
1:Ins:T:4	2.25E-04	5.25E-04	9.04E-05	6.71E-04	2.42E-03
1:Ins:T:5	3.47E-03	2.77E-02	7.28E-04	3.28E-02	1.19E-01
2:Del:R:0	1.90E-04	1.29E-04	1.26E-03	1.54E-03	1.59E-03
2:Del:R:1	3.52E-04	4.01E-04	5.23E-04	3.58E-04	6.75E-04
2:Del:R:2	2.57E-05	2.06E-04	2.29E-04	1.43E-04	2.53E-04
2:Del:R:3	5.12E-05	8.67E-05	1.74E-09	9.03E-09	9.49E-09
2:Del:R:4	0.00E+00	2.21E-04	1.61E-04	2.24E-05	1.05E-04
2:Del:R:5	1.61E-05	1.51E-06	1.40E-04	1.96E-05	4.11E-05
3:Del:R:0	1.24E-02	8.07E-04	2.15E-03	3.41E-02	9.67E-04
3:Del:R:1	6.99E-05	2.38E-04	5.73E-04	5.96E-04	8.26E-04
3:Del:R:2	1.39E-04	1.51E-04	7.38E-05	3.45E-04	2.87E-04
3:Del:R:3	1.86E-05	1.48E-04	1.38E-04	2.31E-07	2.03E-05
3:Del:R:4	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
3:Del:R:5	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
4:Del:R:0	2.10E-04	2.54E-09	4.99E-04	2.62E-04	4.62E-04
4:Del:R:1	2.03E-04	2.11E-04	1.37E-04	4.75E-04	3.54E-04
4:Del:R:2	4.41E-05	1.60E-04	2.19E-04	1.56E-04	2.46E-04
4:Del:R:3	3.65E-08	3.89E-08	3.07E-05	2.17E-05	7.41E-05
4:Del:R:4	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
4:Del:R:5	6.83E-05	4.32E-05	2.50E-08	5.58E-09	5.71E-05
5:Del:R:0	1.16E-02	3.74E-04	2.88E-02	1.52E-03	1.53E-04
5:Del:R:1	3.92E-05	2.58E-04	1.85E-04	7.16E-05	2.26E-04
5:Del:R:2	9.36E-05	5.51E-05	2.21E-04	8.17E-05	7.71E-05
5:Del:R:3	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
5:Del:R:4	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
5:Del:R:5	6.84E-09	6.51E-09	1.11E-08	1.48E-08	2.11E-08
2:Ins:R:0	1.12E-04	5.22E-09	1.93E-04	1.33E-04	8.95E-05
2:Ins:R:1	6.41E-05	2.81E-05	1.55E-04	2.39E-04	3.47E-04
2:Ins:R:2	5.61E-06	1.39E-04	1.04E-04	5.51E-05	4.84E-05
2:Ins:R:3	2.63E-09	4.44E-05	2.97E-05	1.06E-04	1.65E-04
2:Ins:R:4	0.00E+00	3.27E-04	1.60E-05	2.32E-04	9.46E-04
2:Ins:R:5	6.09E-05	4.66E-04	2.22E-04	7.24E-04	2.23E-03
3:Ins:R:0	2.90E-08	3.56E-05	3.15E-05	6.35E-05	6.59E-05
3:Ins:R:1	1.34E-04	9.97E-05	1.91E-04	2.28E-04	2.19E-04
3:Ins:R:2	9.09E-06	2.21E-08	9.41E-05	6.44E-05	4.10E-05
3:Ins:R:3	2.43E-08	2.85E-08	5.45E-05	5.76E-08	2.14E-05
3:Ins:R:4	2.71E-06	6.08E-05	3.78E-05	3.82E-08	3.54E-08
3:Ins:R:5	1.64E-05	1.85E-04	3.93E-05	5.29E-07	9.82E-05
4:Ins:R:0	3.00E-05	3.51E-09	1.65E-04	6.51E-05	1.92E-08
4:Ins:R:1	1.22E-04	1.95E-04	7.80E-05	4.40E-04	3.66E-04
4:Ins:R:2	3.45E-08	2.60E-05	3.28E-08	6.40E-08	5.59E-05
4:Ins:R:3	2.59E-05	4.56E-08	3.45E-05	7.45E-05	4.92E-05
4:Ins:R:4	7.07E-06	4.82E-05	5.24E-05	1.63E-08	3.82E-05
4:Ins:R:5	1.45E-04	1.52E-04	0.00E+00	3.31E-04	3.34E-04
5:Ins:R:0	1.73E-05	3.48E-08	3.05E-08	5.51E-05	5.16E-08
5:Ins:R:1	1.51E-02	3.36E-04	4.15E-03	8.02E-04	2.84E-03
