NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	38.944	13.991	9.008	8.292	0.077	0.995	60000.0
2	40.884	14.832	9.87	9.3	0.08	0.993	30000.0
3	45.21	16.341	10.946	10.234	0.081	0.992	60000.0
4	42.822	15.556	10.594	9.846	0.075	0.993	80000.0
5	38.818	13.7	9.386	8.709	0.075	0.994	40000.0
6	39.212	13.946	9.097	8.301	0.076	0.995	50000.0
7	43.405	15.953	10.373	9.638	0.078	0.993	50000.0
8	42.469	15.318	10.311	9.397	0.078	0.994	50000.0
9	38.722	13.881	9.495	8.79	0.075	0.994	80000.0
10	43.123	15.745	10.254	9.574	0.078	0.993	50000.0
