De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID1 (100.00%), 6.86,  1.27, 0.095, 1.00, 1.00
Signature 83-B, Signature 83-B, 0, 0, 0, 1, 1
Signature 83-C, Signature 83-C, 0, 0, 0, 1, 1
Signature 83-D, Signature ID2 (100.00%), 10.68,  1.92, 0.097, 1.00, 1.00
Signature 83-E, Signature ID8 (100.00%), 17.90,  9.33, 0.080, 1.00, 1.00
Signature 83-F, Signature ID9 (100.00%), 12.54,  7.85, 0.191, 1.00, 1.00
