MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	2.42E-04	2.54E-03	0.00E+00	5.54E-03	3.64E-02	1.44E-03	9.46E-03	1.93E-03	4.31E-02	1.21E-02	2.13E-07	4.68E-02	3.68E-02	1.12E-03	7.17E-07	1.06E-02	7.19E-03	4.40E-03	2.31E-02
1:Del:C:1	1.72E-07	0.00E+00	0.00E+00	8.48E-07	1.81E-02	1.48E-03	0.00E+00	0.00E+00	1.69E-02	3.72E-02	1.78E-03	3.47E-03	2.26E-02	6.00E-02	3.88E-02	1.50E-02	3.70E-02	4.64E-03	9.54E-03
1:Del:C:2	1.22E-07	0.00E+00	1.80E-04	3.82E-04	7.68E-04	9.72E-04	1.72E-03	0.00E+00	1.57E-03	3.62E-03	0.00E+00	4.50E-04	1.54E-03	5.12E-05	2.15E-03	0.00E+00	6.66E-03	0.00E+00	2.43E-04
1:Del:C:3	0.00E+00	3.13E-04	0.00E+00	1.40E-03	1.17E-03	3.20E-03	2.06E-03	1.05E-04	5.10E-03	1.03E-03	3.11E-03	5.07E-03	3.65E-03	5.76E-03	3.22E-03	1.78E-03	3.49E-03	5.08E-03	4.19E-03
1:Del:C:4	1.52E-08	2.63E-04	7.17E-08	0.00E+00	2.53E-03	0.00E+00	0.00E+00	1.37E-04	7.04E-03	0.00E+00	2.11E-03	2.30E-03	4.84E-03	1.28E-02	7.55E-04	7.33E-03	4.60E-04	3.17E-04	1.10E-02
1:Del:C:5	0.00E+00	6.72E-04	2.01E-03	0.00E+00	1.41E-08	5.19E-04	0.00E+00	4.23E-04	0.00E+00	1.19E-03	1.01E-04	2.37E-03	2.99E-03	6.19E-04	1.77E-03	2.05E-02	9.52E-03	3.77E-04	1.24E-03
1:Del:T:0	0.00E+00	4.62E-04	1.94E-07	1.16E-03	1.29E-02	4.05E-03	7.75E-03	8.14E-04	3.80E-02	1.67E-11	7.90E-04	2.38E-02	4.63E-02	2.01E-02	1.87E-46	2.33E-02	3.78E-02	1.35E-02	2.35E-02
1:Del:T:1	0.00E+00	4.45E-04	8.46E-04	8.86E-04	6.80E-03	3.26E-03	3.93E-03	0.00E+00	1.12E-02	0.00E+00	7.11E-04	1.31E-02	3.01E-02	1.93E-02	7.89E-03	2.23E-02	1.43E-02	9.09E-03	2.36E-03
1:Del:T:2	2.64E-08	2.08E-04	2.48E-07	1.70E-03	1.77E-02	1.40E-46	0.00E+00	2.69E-06	4.57E-02	6.39E-04	1.10E-03	1.70E-02	3.41E-03	3.00E-02	2.95E-02	2.35E-02	1.01E-02	1.91E-05	2.13E-03
1:Del:T:3	0.00E+00	1.36E-03	4.06E-03	0.00E+00	1.36E-02	1.94E-04	4.74E-05	2.79E-03	1.35E-02	3.26E-02	5.54E-04	5.71E-02	1.22E-02	7.12E-02	1.15E-02	5.47E-03	7.00E-02	8.05E-03	1.05E-03
1:Del:T:4	8.78E-04	0.00E+00	8.64E-03	4.68E-16	1.05E-02	7.86E-03	0.00E+00	1.15E-02	4.64E-02	0.00E+00	2.66E-03	2.66E-02	4.28E-46	5.90E-03	7.82E-02	1.04E-02	3.64E-03	1.58E-02	5.61E-03
1:Del:T:5	2.74E-06	1.12E-07	1.36E-02	1.40E-03	3.10E-46	2.80E-07	2.64E-07	9.73E-06	2.00E-07	8.70E-03	6.96E-08	5.97E-07	2.80E-03	7.87E-07	8.14E-02	8.42E-02	1.26E-06	7.81E-02	4.96E-07
1:Ins:C:0	5.43E-08	1.53E-05	8.65E-09	7.21E-04	3.36E-08	1.04E-08	3.25E-04	2.15E-08	7.79E-04	3.52E-03	8.43E-08	1.81E-03	8.33E-04	1.54E-03	1.40E-03	1.45E-04	7.26E-04	2.17E-03	2.08E-03
