Samples	ID83A	ID83B	ID83C	ID83D
V73	4.76E+00	3.83E+00	1.64E+00	7.37E-01
V74	1.76E+00	1.43E+01	2.68E+00	1.55E+01
V75	7.55E+00	5.68E+00	4.33E-01	1.13E+01
V76	1.90E+00	3.38E+00	1.86E+00	2.57E+00
V77	1.93E+01	8.16E+00	1.33E+00	1.24E+01
V78	4.70E+00	4.23E+00	8.94E-01	6.19E-01
V79	1.63E+00	2.10E+00	9.07E-01	2.12E+00
V80	8.59E-01	0.00E+00	8.59E-01	0.00E+00
V81	7.67E-01	1.69E+00	2.70E+00	2.73E+00
V82	3.52E+01	3.57E+01	2.15E+00	0.00E+00
V83	9.00E-01	1.69E+01	2.20E+00	1.59E+01
V84	1.21E+01	1.14E+01	2.74E+00	1.93E+00
V85	1.07E+00	8.36E-01	1.16E+00	6.00E-01
V86	4.53E+00	1.28E+01	5.86E-01	9.47E+00
V87	1.30E+01	1.14E+01	3.91E+00	8.72E-01
V88	4.95E+00	1.37E+00	3.08E+00	1.94E+00
V89	4.80E+00	2.55E+01	1.83E+00	2.64E+01
V90	3.21E+01	4.27E+01	3.48E+00	1.04E+01
V91	3.17E+00	3.44E+00	6.99E-01	6.44E+00
V92	3.99E+00	1.55E+01	8.94E-01	1.77E+01
V93	2.70E+00	2.45E+00	1.98E+00	1.16E+00
V94	2.57E+01	9.65E+00	0.00E+00	3.47E+01
V95	1.78E+01	1.81E+01	1.41E+00	1.67E+00
V96	1.86E+01	6.05E+00	1.29E+00	1.31E+01
V97	9.20E-01	4.58E+01	2.27E+00	4.33E+01
V98	1.69E+00	1.18E+01	0.00E+00	1.23E+01
V99	1.16E+01	5.21E+00	2.15E+00	6.85E+00
V100	5.48E+00	1.21E+01	4.88E+00	1.06E+01
