Samples	ID83A	ID83B	ID83C	ID83D
V1	1.00E+01	3.72E+00	1.59E+00	7.21E+00
V2	2.72E+00	1.75E+01	2.37E+00	1.51E+01
V3	1.30E+00	3.47E+00	1.60E+00	2.87E+00
V4	1.30E+01	1.42E+01	2.01E+00	2.60E+01
V5	2.47E+00	9.25E+00	2.20E+00	8.71E+00
V6	6.59E+00	8.06E+00	2.49E-01	3.85E+00
V7	1.31E+01	1.31E+01	7.63E-01	0.00E+00
V8	1.84E+00	2.11E+00	2.51E+00	3.69E+00
V9	1.71E+00	8.23E+00	2.73E+00	6.85E+00
V10	4.08E+00	2.25E+01	3.14E+00	2.28E+01
V11	1.77E+01	2.59E+01	3.37E+00	1.34E+01
V12	2.64E+00	1.17E+00	3.04E+00	2.60E-01
V13	7.06E+00	7.90E+00	2.36E+00	3.79E+00
V14	1.77E+00	1.89E+01	1.74E+00	1.97E+01
V15	3.60E+00	1.78E+01	2.69E+00	1.46E+01
V16	8.95E+00	1.01E+01	3.84E+00	1.57E+00
V17	5.75E+01	5.82E+01	2.04E+00	1.09E+00
V18	3.73E+00	5.40E+00	2.75E+00	2.20E+00
V19	2.24E+01	1.42E+01	2.15E+00	9.11E+00
V20	3.66E+00	4.00E-01	3.42E+00	1.56E+00
V21	9.31E+00	1.32E+01	8.06E-01	1.80E+01
V22	1.78E+00	1.04E+01	2.45E+00	9.79E+00
V23	1.99E+00	1.53E-01	2.04E+00	1.84E+00
V24	1.15E+01	4.01E+00	3.69E+00	9.84E+00
V25	3.33E+00	1.10E+01	8.79E-01	1.37E+01
V26	1.60E+01	1.61E+01	3.68E+00	2.01E+00
V27	7.29E+00	6.82E+00	2.68E+00	2.12E+00
V28	1.13E+01	1.05E+01	4.28E+00	3.07E+00
V29	4.70E+00	6.19E+00	2.13E-01	3.41E+00
V30	8.64E+00	6.84E+00	3.32E+00	3.18E+00
V31	3.82E+00	9.56E+00	2.31E+00	1.17E+01
V32	6.77E+00	6.48E+00	4.87E+00	6.10E+00
V33	7.34E+00	7.07E+00	2.50E+00	1.19E+00
V34	1.09E+01	1.25E+01	1.39E+00	1.29E+00
V35	6.71E+01	4.37E+01	4.55E+00	2.23E+01
V36	1.17E+01	1.00E+01	0.00E+00	1.87E+00
V37	1.25E+01	1.72E+01	8.06E-01	2.82E+01
V38	2.33E+00	5.48E+01	2.23E+00	5.37E+01
V39	2.76E+01	3.95E+01	3.29E+00	1.21E+01
V40	2.96E+01	2.88E+01	0.00E+00	2.74E+00
V41	3.01E+00	1.91E+01	7.14E+00	1.13E+01
V42	5.53E+00	6.53E+00	0.00E+00	2.12E+00
V43	1.43E+00	2.26E+00	1.72E+00	2.10E+00
V44	6.69E+00	2.64E+00	6.63E+00	4.03E+00
V45	7.28E+00	4.45E+00	2.24E+00	3.59E+00
V46	1.06E+00	0.00E+00	1.69E+00	1.04E+00
V47	4.15E+00	3.28E+00	2.33E+00	2.78E+00
V48	8.82E+00	5.78E+00	1.69E+00	2.78E+00
V49	2.22E+01	1.45E+01	7.67E+00	7.89E+00
V50	9.98E+00	1.06E+01	2.92E+00	1.28E+00
V51	1.45E+01	2.00E+01	2.07E+00	9.30E+00
V52	3.88E+00	7.55E+00	2.03E+00	5.51E+00
V53	7.28E+00	7.60E+00	1.77E+00	1.35E+01
V54	1.11E+00	6.91E+00	1.73E+00	6.54E+00
V55	1.84E+00	2.04E+00	2.25E+00	1.89E+00
V56	2.86E+01	2.83E+01	4.40E+00	1.88E+00
V57	2.28E+00	0.00E+00	1.40E+00	2.57E+00
V58	1.82E+01	6.47E+00	5.43E-01	1.26E+01
V59	2.10E+01	1.64E+01	1.65E+00	4.80E+00
V60	1.34E+01	1.27E+01	7.05E+00	2.80E+00
V61	9.40E-01	6.84E-01	1.01E+00	7.90E-01
V62	3.38E+01	3.46E+01	2.01E+00	2.66E+00
V63	8.38E+00	1.33E+01	3.81E+00	2.04E+01
V64	1.61E+00	3.59E+00	2.58E-01	3.27E+00
V65	2.51E+00	2.35E+00	9.21E-01	7.02E-01
V66	1.85E+01	3.95E+01	3.23E+00	2.46E+01
V67	3.86E+00	9.91E+00	4.07E-01	1.26E+01
V68	6.27E+00	1.97E+00	3.87E+00	3.71E+00
V69	1.33E+00	2.98E-01	1.42E+00	2.77E-01
V70	3.12E+01	5.74E+01	3.89E-01	2.96E+01
V71	5.31E+00	3.23E+00	7.46E-01	7.41E+00
V72	2.82E+00	1.14E+01	4.53E-01	1.10E+01
