MutationType	ID83A	ID83B
1:Del:C:0	1.13E-02	1.20E-02
1:Del:C:1	4.47E-03	4.70E-03
1:Del:C:2	3.14E-04	2.90E-04
1:Del:C:3	7.58E-04	8.06E-04
1:Del:C:4	5.95E-04	9.81E-04
1:Del:C:5	4.41E-04	4.42E-04
1:Del:T:0	3.83E-03	3.65E-03
1:Del:T:1	1.70E-03	1.83E-03
1:Del:T:2	2.63E-03	3.03E-03
1:Del:T:3	3.43E-03	3.89E-03
1:Del:T:4	2.56E-03	2.81E-03
1:Del:T:5	2.15E-02	2.18E-02
1:Ins:C:0	1.68E-04	1.38E-04
1:Ins:C:1	1.28E-04	1.17E-04
1:Ins:C:2	8.05E-05	9.49E-05
1:Ins:C:3	3.91E-05	3.91E-05
1:Ins:C:4	1.47E-04	2.72E-04
1:Ins:C:5	3.55E-04	1.09E-03
1:Ins:T:0	4.36E-04	5.48E-04
1:Ins:T:1	5.58E-04	6.90E-04
1:Ins:T:2	1.55E-04	1.19E-04
1:Ins:T:3	1.90E-04	2.73E-04
1:Ins:T:4	3.14E-04	7.49E-04
1:Ins:T:5	1.77E-03	2.72E-02
2:Del:R:0	7.27E-04	6.89E-04
2:Del:R:1	5.88E-04	1.19E-03
2:Del:R:2	8.77E-05	6.20E-05
2:Del:R:3	5.04E-05	6.74E-05
2:Del:R:4	4.09E-05	8.87E-05
2:Del:R:5	6.87E-05	6.53E-05
3:Del:R:0	6.62E-04	7.43E-04
3:Del:R:1	2.35E-04	3.17E-04
3:Del:R:2	1.26E-04	1.40E-04
3:Del:R:3	1.74E-02	2.77E-02
3:Del:R:4	3.68E-09	1.15E-08
3:Del:R:5	1.93E-05	7.94E-06
4:Del:R:0	4.72E-04	4.31E-04
4:Del:R:1	3.25E-04	2.69E-04
4:Del:R:2	6.27E-05	6.77E-06
4:Del:R:3	1.95E-05	8.65E-06
4:Del:R:4	3.68E-09	1.15E-08
4:Del:R:5	1.67E-05	2.39E-05
5:Del:R:0	1.12E-02	1.38E-02
5:Del:R:1	1.20E-04	8.45E-05
5:Del:R:2	4.33E-05	3.52E-05
5:Del:R:3	3.68E-09	1.15E-08
5:Del:R:4	1.54E-05	3.68E-05
5:Del:R:5	3.68E-09	1.15E-08
2:Ins:R:0	1.33E-04	1.63E-04
2:Ins:R:1	1.15E-04	1.03E-04
2:Ins:R:2	5.42E-05	6.66E-05
2:Ins:R:3	8.92E-05	7.26E-05
2:Ins:R:4	2.63E-03	3.21E-03
2:Ins:R:5	2.15E-04	6.11E-04
3:Ins:R:0	1.12E-02	1.73E-02
3:Ins:R:1	9.56E-05	1.13E-04
3:Ins:R:2	1.89E-05	1.69E-05
3:Ins:R:3	1.70E-05	4.72E-05
3:Ins:R:4	2.20E-05	9.93E-06
3:Ins:R:5	6.35E-05	1.41E-04
4:Ins:R:0	7.78E-05	6.30E-05
4:Ins:R:1	9.41E-05	1.30E-04
4:Ins:R:2	8.16E-06	9.91E-06
4:Ins:R:3	3.68E-09	1.15E-08
4:Ins:R:4	1.76E-05	5.33E-05
4:Ins:R:5	1.12E-04	1.05E-04
5:Ins:R:0	2.00E-02	2.39E-02
5:Ins:R:1	6.59E-04	8.63E-04
5:Ins:R:2	2.65E-05	6.85E-06
5:Ins:R:3	2.50E-05	1.38E-05
5:Ins:R:4	3.68E-09	1.15E-08
5:Ins:R:5	2.72E-05	1.20E-05
2:Del:M:1	4.35E-04	4.05E-04
3:Del:M:1	6.56E-04	7.46E-04
3:Del:M:2	8.42E-05	1.41E-04
4:Del:M:1	3.50E-04	3.80E-04
4:Del:M:2	1.78E-04	1.53E-04
4:Del:M:3	1.14E-04	1.31E-04
5:Del:M:1	1.31E-02	1.56E-02
5:Del:M:2	5.48E-03	6.27E-03
5:Del:M:3	2.67E-03	2.97E-03
5:Del:M:4	7.16E-04	7.90E-04
5:Del:M:5	6.76E-04	8.53E-04
