MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	1.38E-02	3.19E-02	2.81E-02	7.50E-03	1.11E-03
1:Del:C:1	5.56E-03	9.74E-03	1.10E-02	2.91E-03	2.82E-05
1:Del:C:2	1.06E-04	3.76E-04	3.37E-04	5.07E-09	1.54E-04
1:Del:C:3	8.38E-04	8.22E-04	1.05E-03	2.47E-04	3.07E-04
1:Del:C:4	5.35E-04	1.32E-03	8.85E-04	8.15E-05	2.38E-04
1:Del:C:5	2.88E-04	6.23E-04	1.17E-03	3.11E-05	4.58E-04
1:Del:T:0	4.87E-03	7.81E-03	7.60E-03	2.26E-03	6.45E-04
1:Del:T:1	1.19E-03	3.41E-03	4.16E-03	1.54E-03	1.20E-04
1:Del:T:2	1.19E-02	5.92E-03	6.92E-03	2.56E-04	1.25E-03
1:Del:T:3	4.49E-03	9.88E-03	8.80E-03	2.46E-03	6.34E-04
1:Del:T:4	4.99E-03	1.29E-02	8.80E-03	2.32E-03	1.56E-03
1:Del:T:5	8.24E-08	6.56E-03	7.49E-02	4.20E-08	4.12E-02
1:Ins:C:0	7.31E-08	3.46E-04	1.44E-04	6.33E-05	1.31E-08
1:Ins:C:1	1.20E-04	2.20E-04	7.71E-05	1.16E-04	8.96E-05
1:Ins:C:2	2.30E-08	2.35E-04	1.99E-04	7.86E-10	1.35E-04
1:Ins:C:3	2.93E-05	8.86E-05	1.18E-04	8.67E-05	1.32E-04
1:Ins:C:4	2.66E-04	2.28E-04	5.97E-04	1.56E-03	3.87E-04
1:Ins:C:5	5.49E-04	2.34E-04	1.07E-03	0.00E+00	1.37E-03
1:Ins:T:0	3.62E-04	1.12E-03	1.12E-03	3.29E-03	6.57E-04
1:Ins:T:1	1.62E-03	1.07E-03	7.78E-04	7.75E-04	5.67E-04
1:Ins:T:2	1.70E-04	2.66E-04	2.23E-04	1.24E-04	9.34E-05
1:Ins:T:3	1.76E-04	2.89E-04	3.78E-04	2.07E-04	6.49E-04
1:Ins:T:4	1.86E-04	2.98E-04	5.48E-04	0.00E+00	8.46E-04
1:Ins:T:5	2.38E-03	7.38E-12	2.82E-03	5.88E-03	4.18E-02
2:Del:R:0	8.07E-04	1.09E-03	1.30E-03	4.72E-04	1.23E-04
2:Del:R:1	1.28E-04	1.32E-03	6.55E-04	1.78E-04	2.21E-04
2:Del:R:2	1.79E-04	1.60E-04	3.75E-04	1.50E-04	3.27E-04
2:Del:R:3	2.20E-04	3.14E-04	5.56E-04	1.88E-03	0.00E+00
2:Del:R:4	1.72E-02	1.01E-03	5.37E-04	1.53E-03	4.61E-04
2:Del:R:5	2.11E-08	1.03E-04	1.14E-04	1.83E-08	5.04E-05
3:Del:R:0	1.57E-04	1.44E-03	8.93E-04	5.93E-09	2.89E-04
3:Del:R:1	1.02E-05	4.27E-04	5.81E-04	1.96E-04	3.86E-04
3:Del:R:2	1.07E-04	4.34E-04	4.10E-04	2.50E-04	1.67E-04
3:Del:R:3	7.23E-10	1.18E-04	1.82E-04	1.09E-05	1.35E-04
3:Del:R:4	8.78E-08	5.75E-08	7.00E-08	7.32E-03	1.74E-07
3:Del:R:5	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
4:Del:R:0	8.70E-05	8.16E-04	3.24E-04	1.75E-04	3.86E-05
4:Del:R:1	2.36E-04	5.24E-04	7.16E-04	1.48E-04	2.30E-04
4:Del:R:2	7.40E-05	1.38E-04	1.00E-04	7.52E-05	9.31E-05
4:Del:R:3	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
4:Del:R:4	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
4:Del:R:5	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
5:Del:R:0	2.11E-04	2.70E-02	1.43E-02	1.33E-03	0.00E+00
5:Del:R:1	2.59E-04	3.14E-04	1.01E-03	1.96E-03	5.40E-04
5:Del:R:2	6.93E-05	1.25E-04	1.07E-04	1.10E-08	6.33E-08
5:Del:R:3	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
5:Del:R:4	1.45E-08	2.76E-08	3.21E-08	8.94E-09	5.77E-09
5:Del:R:5	6.05E-08	1.07E-04	5.85E-05	9.24E-05	1.24E-08
2:Ins:R:0	9.71E-05	5.82E-04	1.51E-04	4.05E-05	9.75E-08
2:Ins:R:1	1.20E-04	1.75E-04	1.55E-04	1.25E-04	6.86E-05
2:Ins:R:2	2.39E-09	6.45E-05	1.35E-04	1.34E-04	1.08E-07
2:Ins:R:3	1.31E-09	1.49E-04	1.26E-04	1.06E-08	1.51E-04
2:Ins:R:4	3.46E-05	2.04E-06	2.22E-04	1.74E-09	2.14E-04
2:Ins:R:5	1.08E-04	3.51E-04	1.42E-03	2.02E-04	7.16E-04
3:Ins:R:0	4.57E-09	2.52E-04	1.90E-04	2.55E-08	6.04E-05
3:Ins:R:1	3.80E-09	5.02E-04	2.54E-04	1.02E-03	2.52E-04
3:Ins:R:2	4.77E-05	1.38E-04	1.54E-05	1.30E-08	1.43E-08
3:Ins:R:3	2.43E-03	1.57E-04	2.34E-08	6.73E-05	2.34E-04
3:Ins:R:4	4.87E-05	1.14E-04	5.99E-05	6.90E-05	3.34E-08
3:Ins:R:5	3.58E-05	2.01E-05	1.93E-04	8.78E-06	2.18E-04
4:Ins:R:0	1.21E-05	8.63E-05	1.08E-05	1.67E-05	1.21E-08
4:Ins:R:1	3.44E-05	1.43E-04	2.62E-04	2.33E-04	1.43E-04
4:Ins:R:2	5.39E-08	2.05E-05	8.46E-05	4.05E-08	4.84E-05
4:Ins:R:3	3.02E-03	5.44E-05	1.20E-04	3.14E-04	1.03E-04
4:Ins:R:4	1.39E-09	1.78E-08	2.87E-07	3.93E-05	8.85E-05
4:Ins:R:5	5.56E-05	1.96E-04	1.50E-04	4.14E-05	2.95E-04
5:Ins:R:0	5.67E-08	1.12E-04	6.57E-05	4.27E-08	3.98E-08
5:Ins:R:1	5.87E-05	1.23E-03	7.07E-04	1.83E-04	1.66E-04
5:Ins:R:2	4.71E-08	4.38E-05	1.19E-05	3.34E-07	4.40E-08
5:Ins:R:3	5.36E-08	5.94E-08	3.83E-08	4.29E-08	6.67E-05
5:Ins:R:4	3.60E-08	3.25E-05	6.14E-05	2.84E-08	5.54E-05
5:Ins:R:5	6.42E-05	1.98E-08	4.02E-08	4.84E-05	4.75E-09
2:Del:M:1	3.14E-04	5.40E-04	4.16E-04	3.04E-04	4.48E-04
3:Del:M:1	3.67E-04	8.90E-04	5.58E-04	2.38E-04	5.37E-05
3:Del:M:2	6.91E-05	5.66E-04	4.38E-04	1.33E-04	3.17E-04
4:Del:M:1	1.16E-04	5.34E-04	1.95E-04	2.22E-05	7.04E-05
4:Del:M:2	1.53E-04	1.59E-04	3.68E-04	1.54E-04	2.35E-04
4:Del:M:3	1.82E-04	2.30E-04	3.48E-04	5.21E-07	8.14E-05
5:Del:M:1	0.00E+00	3.04E-02	1.54E-02	2.56E-03	5.74E-04
5:Del:M:2	4.86E-04	1.20E-02	5.61E-03	9.37E-04	1.80E-04
5:Del:M:3	1.06E-04	4.02E-03	1.91E-03	6.05E-04	4.37E-04
5:Del:M:4	1.03E-04	2.04E-03	8.94E-04	3.40E-04	1.30E-04
5:Del:M:5	2.64E-05	1.67E-03	7.50E-04	1.11E-05	4.42E-05
