NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.444	20.705	14.551	14.238	0.094	0.985	30000.0
2	60.937	20.451	14.411	14.161	0.092	0.986	30000.0
3	61.181	20.833	14.192	14.292	0.095	0.985	60000.0
4	63.616	21.292	14.823	14.536	0.097	0.986	40000.0
5	64.646	21.463	15.188	14.899	0.093	0.985	30000.0
6	61.572	21.049	14.158	14.259	0.097	0.985	50000.0
7	63.597	21.797	14.73	14.981	0.097	0.984	90000.0
8	63.964	21.693	14.846	15.055	0.095	0.985	80000.0
9	64.408	21.617	15.408	15.169	0.094	0.984	40000.0
10	61.074	20.344	14.372	14.24	0.087	0.986	90000.0
