Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	0	6	124	0	9	0	0	1	0	26
V2	13	0	23	2	23	87	34	111	0	31
V3	1	49	100	11	11	46	4	0	10	0
V4	45	38	0	40	156	13	52	6	19	0
V5	171	4	0	139	22	0	105	0	5	0
V6	0	4	172	42	2	0	1	0	11	23
V7	14	118	0	38	2	4	3	0	2	3
V8	1	2	56	3	36	93	9	6	17	36
V9	53	0	53	5	29	0	22	37	16	0
V10	10	19	66	24	1	70	30	12	0	0
V11	37	14	0	16	165	1	0	0	42	0
V12	12	27	20	0	57	112	0	6	23	0
V13	128	30	0	77	82	122	0	157	59	0
V14	0	25	38	103	1	22	0	19	2	11
V15	1	0	0	1	5	73	3	52	0	6
V16	1	0	6	0	48	1	8	3	34	0
V17	3	0	27	60	18	2	0	19	0	0
V18	8	21	125	6	57	1	0	5	21	14
V19	4	13	0	41	1	0	5	0	2	0
V20	68	119	0	5	4	25	12	7	0	0
V21	37	20	0	1	10	110	10	5	10	9
V22	441	0	0	5	2	0	207	0	0	0
V23	195	0	2	2	138	0	55	0	28	0
V24	23	1	3	0	0	10	0	16	0	4
V25	0	7	77	5	20	69	2	0	4	13
V26	271	1	0	0	29	10	176	0	12	0
V27	0	7	16	22	0	82	0	37	0	30
V28	73	87	16	12	31	0	27	0	7	23
V29	81	96	14	20	2	0	9	0	5	20
V30	0	108	42	26	0	134	24	17	4	4
V31	0	3	0	2	0	53	3	0	0	9
V32	0	62	171	58	0	74	9	71	0	39
V33	40	19	0	3	7	4	9	30	0	9
V34	0	426	21	0	47	5	2	1	12	0
V35	21	1	1	31	12	0	17	0	24	0
V36	23	57	51	10	22	32	16	0	17	22
V37	4	0	0	0	3	0	17	5	18	0
V38	24	15	0	25	8	6	0	0	6	0
V39	7	0	0	7	60	66	46	86	11	0
V40	12	5	0	85	45	51	10	10	7	0
V41	0	25	0	16	7	5	3	9	0	0
V42	7	2	11	89	28	0	0	0	12	3
V43	103	164	17	198	46	0	15	24	31	31
V44	36	0	361	30	21	4	40	0	16	53
V45	0	56	0	1	0	56	18	69	0	0
V46	1	0	0	3	36	22	14	0	4	0
V47	0	23	95	27	4	25	0	21	7	64
V48	0	81	0	15	61	0	0	0	61	20
V49	136	39	47	6	68	24	90	52	10	0
V50	43	4	0	6	45	0	14	0	9	0
V51	0	27	323	8	22	93	6	60	0	26
V52	8	9	329	31	0	35	46	0	0	52
V53	52	47	267	8	92	0	84	62	13	0
V54	15	0	0	115	27	37	17	22	22	6
V55	7	28	173	34	222	13	12	18	120	16
V56	2	45	22	15	4	0	0	2	0	7
V57	53	27	0	15	15	57	0	31	3	20
V58	62	64	10	5	47	38	31	0	17	0
V59	115	211	18	16	33	13	27	1	29	10
V60	0	116	14	4	0	0	0	0	0	6
V61	5	2	37	55	67	0	0	4	0	14
V62	133	38	1	159	6	8	7	20	7	6
V63	0	11	0	4	60	34	0	76	7	0
V64	0	0	18	0	66	24	6	7	0	0
V65	34	70	0	0	10	21	11	0	0	0
V66	58	77	0	191	11	0	25	1	0	18
V67	16	149	31	22	4	18	19	24	0	8
V68	0	0	5	28	13	0	3	0	0	0
V69	11	46	0	94	0	0	8	32	6	2
V70	7	16	66	56	192	0	4	0	61	16
V71	107	61	100	0	42	0	26	4	62	50
V72	160	115	0	1	0	0	88	1	0	0
V73	3	33	106	5	1	158	32	96	5	29
V74	0	4	48	0	0	0	2	13	0	22
V75	10	43	3	0	2	0	0	0	2	4
V76	0	0	86	62	0	271	18	54	3	0
V77	98	168	0	3	189	49	38	0	44	0
V78	286	178	61	0	1	0	47	0	0	18
V79	82	62	14	8	34	57	67	49	15	0
V80	157	372	0	18	8	8	125	36	0	0
V81	13	67	68	23	18	112	41	0	17	38
V82	157	2	7	19	0	0	61	12	0	0
V83	80	4	9	0	13	59	4	0	4	8
V84	0	4	4	0	58	0	0	0	94	0
V85	28	55	152	5	0	3	21	16	3	0
V86	121	0	44	7	23	93	37	21	23	21
V87	333	113	0	51	8	34	186	0	6	0
V88	46	13	9	54	11	13	24	0	0	0
V89	0	72	0	22	47	8	0	16	37	0
V90	163	28	3	86	28	0	63	2	20	11
V91	27	32	2	7	30	46	12	7	21	12
V92	67	51	27	3	167	0	7	32	81	23
V93	0	74	5	10	43	3	2	0	0	14
V94	0	26	55	4	100	6	0	0	38	0
V95	10	161	213	0	0	0	2	4	0	24
V96	73	17	17	3	26	0	76	0	6	3
V97	1	34	12	176	2	0	8	0	2	0
V98	15	0	21	170	1	4	18	0	0	0
V99	89	53	28	17	9	2	46	0	0	0
V100	105	22	53	365	2	0	62	0	0	47
