Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	42	0	18	66	12	7	5	0	0	9	6	25	0	43	4	18	31	2	0	0
V2	3	41	32	0	3	1	48	0	2	6	0	42	34	0	30	0	0	9	0	2
V3	20	46	1	28	1	1	46	0	0	3	26	19	11	34	10	9	0	0	0	0
V4	0	0	63	11	67	20	82	7	36	12	7	7	6	3	3	4	0	29	7	6
V5	24	0	14	110	20	11	1	1	0	9	44	0	2	20	0	0	8	1	0	7
V6	0	26	0	16	0	0	0	0	0	0	11	0	0	5	1	0	0	5	0	0
V7	15	79	7	0	12	51	5	27	6	13	0	12	0	1	0	4	0	5	0	12
V8	144	75	7	12	2	6	1	0	3	3	3	0	0	2	3	0	17	4	0	0
V9	7	128	0	10	6	0	0	6	0	0	24	6	2	23	0	0	15	0	0	0
V10	11	1	3	123	1	7	31	0	0	0	18	4	9	31	0	0	0	1	0	0
V11	9	0	50	20	5	9	5	6	45	52	19	9	4	19	8	0	0	21	11	0
V12	0	49	61	103	29	17	8	20	25	25	4	27	4	12	3	57	0	1	33	21
V13	94	11	7	3	16	2	14	10	5	20	0	1	2	1	9	0	12	0	7	4
V14	57	1	130	65	181	1	0	0	3	74	29	0	1	6	0	0	29	0	0	0
V15	16	71	3	0	1	26	9	50	1	0	3	6	3	0	5	2	0	10	0	0
V16	88	23	43	8	39	34	11	15	10	11	0	1	9	11	10	22	39	0	10	9
V17	29	3	60	28	30	0	6	0	0	14	29	50	68	4	44	0	0	21	0	4
V18	15	38	78	5	10	0	1	0	0	68	4	0	0	2	0	6	1	0	0	22
V19	23	23	43	2	35	3	4	0	20	27	6	0	3	2	11	7	0	12	0	34
V20	59	167	6	0	9	33	0	52	23	3	0	0	0	1	0	0	0	11	0	5
V21	4	0	24	58	32	8	64	6	1	4	30	24	40	6	43	0	0	2	0	1
V22	135	0	10	19	8	0	0	11	10	3	15	0	2	18	2	31	24	0	0	2
V23	7	0	49	0	54	6	2	10	0	41	7	3	5	0	0	11	0	2	2	0
V24	16	2	3	5	0	0	19	0	0	0	1	8	3	3	4	1	0	9	1	0
V25	35	72	4	7	8	7	0	3	4	3	2	7	1	2	6	7	0	5	23	1
V26	150	0	8	94	1	0	4	0	0	7	17	0	3	32	0	0	32	0	0	16
V27	0	7	4	1	0	24	5	58	14	0	0	13	0	0	6	7	0	7	0	2
V28	8	2	29	51	58	29	11	0	12	48	11	0	6	68	10	0	0	8	0	8
V29	14	0	95	0	18	9	13	5	6	70	1	29	35	0	11	0	0	14	0	0
V30	0	7	4	0	3	1	17	0	0	0	1	2	9	0	2	0	1	1	0	1
V31	10	177	16	18	3	154	6	217	9	0	14	9	0	0	5	27	11	0	0	0
V32	5	5	251	3	91	4	20	0	17	52	0	7	11	0	0	5	0	0	0	11
V33	57	2	12	4	1	3	22	0	0	0	10	0	44	6	32	0	0	7	0	0
V34	182	1	6	9	8	6	0	0	0	3	17	0	1	6	1	13	17	0	0	0
V35	31	243	8	4	30	3	71	7	9	15	0	6	41	4	5	14	0	24	6	0
V36	16	138	3	0	1	27	3	33	55	0	3	1	3	0	0	12	3	0	14	0
V37	2	0	1	2	0	73	30	98	82	0	2	8	5	1	23	0	2	1	15	0
V38	27	41	26	6	22	5	11	4	1	16	0	0	10	1	0	10	3	2	0	10
V39	29	67	28	16	27	1	48	0	0	22	0	63	47	0	32	0	0	10	6	13
V40	10	28	7	6	11	5	5	1	0	13	0	22	1	0	0	0	0	0	0	1
V41	52	49	16	0	1	3	68	7	9	0	2	12	45	0	18	0	4	8	21	0
V42	66	119	4	2	7	62	57	6	92	6	8	7	17	17	23	56	0	10	50	0
V43	53	0	40	64	9	0	40	1	0	16	13	19	33	6	6	7	0	16	0	8
V44	138	72	0	76	8	4	22	0	0	2	48	34	13	2	12	0	0	17	44	0
V45	5	41	26	0	38	13	0	42	22	21	0	13	21	0	3	0	4	0	61	10
V46	15	0	0	85	1	3	2	3	3	0	21	4	0	16	2	0	0	0	0	0
V47	72	11	88	2	155	0	2	0	0	41	6	3	7	0	1	0	2	0	0	54
V48	55	186	27	9	2	0	10	6	14	14	13	0	35	4	2	0	1	0	0	0
V49	23	1	16	106	8	0	31	9	16	6	13	74	20	42	25	0	0	0	7	7
V50	0	16	8	34	1	10	5	29	16	10	21	2	1	16	10	5	4	0	14	7
V51	1	19	142	0	53	1	2	0	0	35	0	0	3	4	1	0	0	4	0	25
V52	31	0	49	3	113	16	4	0	10	77	2	5	0	0	4	0	5	9	0	0
V53	0	511	4	9	1	0	15	0	0	3	7	28	33	9	0	0	72	8	5	0
V54	2	27	23	52	43	0	2	0	0	68	3	0	5	21	7	58	0	0	0	0
V55	275	36	20	1	11	0	1	0	0	20	0	3	13	6	4	16	0	7	0	8
V56	10	0	0	169	20	84	27	32	48	6	173	17	17	126	5	40	0	0	0	0
V57	11	10	4	0	5	86	12	60	46	6	0	0	0	2	14	0	0	20	0	0
V58	18	0	3	9	3	0	4	69	14	10	1	0	0	0	0	4	3	0	0	4
V59	16	0	3	210	9	0	1	7	0	6	206	0	0	97	0	0	6	0	0	0
V60	35	0	1	18	0	7	7	2	0	0	4	0	0	0	7	0	12	0	8	0
V61	13	47	1	4	8	33	6	0	45	14	3	0	8	6	20	0	0	0	0	0
V62	64	0	7	38	0	0	5	0	0	0	21	14	10	0	0	0	0	14	2	0
V63	201	32	13	1	33	1	27	0	0	19	0	14	0	1	0	0	2	16	0	10
V64	34	26	0	62	8	138	0	69	93	0	38	2	0	1	0	78	0	0	0	0
V65	4	0	2	20	0	7	4	11	10	0	5	9	2	0	6	0	0	0	0	0
V66	0	0	7	15	0	0	26	0	0	0	5	62	9	0	31	0	0	16	0	0
V67	1	4	30	1	32	0	0	0	0	17	2	1	6	2	3	0	0	7	5	7
V68	176	159	7	33	13	5	7	3	6	10	22	8	15	6	1	63	0	15	12	0
V69	12	9	10	19	14	30	0	40	37	0	11	3	0	24	0	12	0	1	2	4
V70	88	2	0	0	3	22	4	0	8	0	1	2	1	1	0	0	12	6	0	4
V71	90	14	54	0	14	0	11	0	0	26	2	0	0	0	8	0	0	0	0	54
V72	16	0	16	0	24	27	20	36	89	8	5	0	5	0	37	0	0	16	2	11
V73	3	1	13	0	0	6	36	5	4	0	10	42	15	1	29	0	0	4	32	0
V74	14	54	3	92	0	0	60	4	3	0	35	0	27	45	17	0	0	11	0	0
V75	3	0	2	0	0	1	4	0	2	0	0	8	2	0	12	0	0	26	0	0
V76	38	70	7	7	2	42	12	0	9	6	7	0	0	3	1	0	0	14	52	0
V77	12	93	60	12	48	3	31	1	3	20	3	14	2	3	6	0	0	11	0	5
V78	6	5	10	4	7	54	3	7	37	6	4	2	0	0	0	1	0	5	14	0
V79	75	91	24	0	38	32	0	23	9	0	0	8	7	0	2	0	22	0	17	0
V80	12	0	28	2	16	0	10	0	0	9	1	2	11	0	2	0	1	0	0	10
