Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V81	1	0	0	0	1	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0
V82	8	0	10	5	6	0	1	0	0	3	12	0	0	3	0	1	0	0	0	0
V83	7	5	7	17	0	7	44	0	8	0	8	12	23	0	13	0	5	2	0	2
V84	63	0	11	8	9	0	13	0	0	7	1	0	7	1	11	0	20	0	9	0
V85	1	93	1	1	0	0	1	4	3	0	3	0	9	0	0	0	0	1	12	0
V86	22	0	52	8	10	21	20	13	6	1	2	22	3	7	9	10	0	3	0	0
V87	362	0	0	33	1	4	2	0	0	0	18	4	0	0	0	0	78	10	0	0
V88	28	11	34	17	3	17	11	20	20	9	3	16	1	0	0	0	0	10	2	14
V89	62	21	8	5	0	51	7	0	32	10	2	0	11	2	0	18	27	16	0	0
V90	115	65	7	0	1	14	2	7	15	0	0	0	14	0	0	0	39	2	0	1
V91	21	70	63	0	27	23	66	0	17	7	0	19	1	0	19	0	0	0	0	9
V92	1	0	22	7	16	10	20	18	5	25	12	1	1	2	11	5	0	0	0	1
V93	0	0	22	10	9	9	3	14	0	2	0	9	4	8	18	11	0	0	0	1
V94	5	9	11	0	11	20	59	0	5	2	5	40	44	1	11	0	0	11	0	2
V95	39	55	1	0	3	12	0	7	10	0	4	11	5	0	1	7	6	1	0	0
V96	0	36	19	1	153	12	0	14	4	6	0	0	1	1	0	0	0	0	40	27
V97	65	29	7	5	0	45	14	53	26	0	1	1	0	3	10	0	22	9	0	0
V98	34	3	52	41	46	0	6	9	5	24	9	2	14	21	7	0	0	9	13	34
V99	8	4	21	22	27	9	4	28	24	5	8	0	0	20	3	0	14	0	0	23
V100	32	1	1	19	3	24	7	29	18	0	5	11	0	1	0	5	0	0	0	4
