Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	46	4	28	63	40	5	4
V2	12	89	10	25	0	11	16
V3	46	18	8	27	3	84	8
V4	160	122	0	8	0	35	10
V5	32	16	16	89	89	19	5
V6	4	2	0	41	18	32	0
V7	0	0	49	1	2	7	0
V8	14	9	5	15	18	51	19
V9	0	2	46	38	3	16	13
V10	0	128	0	147	25	0	3
V11	91	12	35	0	32	7	39
V12	62	15	109	5	3	28	0
V13	12	13	40	2	8	12	22
V14	185	1	9	0	38	48	181
V15	0	186	5	2	0	26	0
V16	86	79	224	44	108	2	18
V17	241	13	11	15	3	93	4
V18	149	39	27	22	134	5	31
V19	10	99	41	0	51	3	0
V20	320	183	5	6	11	0	25
V21	45	65	0	123	91	27	129
V22	69	91	16	21	27	0	9
V23	46	7	15	3	0	18	25
V24	730	64	3	6	49	76	7
V25	35	19	57	49	0	9	15
V26	163	117	0	37	64	46	13
V27	39	126	44	10	0	1	12
V28	30	7	33	392	201	16	71
V29	84	14	1	350	77	23	0
V30	53	190	3	2	10	28	6
V31	523	12	39	156	7	147	0
V32	11	225	3	6	6	0	6
V33	108	128	54	1	3	2	0
V34	1	3	4	108	17	0	0
V35	0	61	17	60	73	26	5
V36	15	209	4	8	182	0	53
V37	0	3	23	0	45	32	27
V38	19	36	0	25	58	33	0
V39	3	85	56	0	57	2	4
V40	80	0	64	13	11	6	19
V41	115	4	99	191	42	0	0
V42	52	0	13	32	306	88	34
V43	14	17	14	8	90	0	38
V44	11	0	249	12	0	9	28
V45	21	22	124	6	4	6	6
V46	3	4	6	0	0	37	0
V47	163	54	210	72	31	0	0
V48	14	15	5	0	53	11	35
V49	125	19	3	0	0	24	22
V50	97	202	110	98	19	41	0
V51	117	5	11	38	227	29	0
V52	87	19	50	285	12	23	8
V53	0	0	0	25	65	0	3
V54	5	0	51	0	204	106	16
V55	87	184	60	8	68	85	0
V56	1	16	0	1	5	7	1
V57	0	84	32	0	28	0	0
V58	37	5	21	2	6	33	5
V59	20	8	27	42	7	9	3
V60	64	32	15	13	10	27	0
V61	117	12	49	37	0	45	11
V62	65	122	191	0	6	5	20
V63	108	11	44	7	119	11	0
V64	8	4	65	21	29	28	23
V65	217	43	117	0	0	99	29
V66	53	102	77	0	0	99	0
V67	67	19	4	217	15	3	31
V68	37	15	30	0	44	0	120
V69	0	191	8	1	42	0	9
V70	33	19	15	5	149	0	0
V71	61	5	14	38	0	59	14
V72	0	40	129	9	1	2	0
V73	121	28	30	48	0	0	60
V74	104	67	3	60	5	46	42
V75	201	11	0	15	20	31	39
V76	74	28	179	0	145	0	107
V77	146	37	152	9	14	1	70
V78	44	63	31	0	17	47	18
V79	39	98	0	63	8	16	14
V80	51	86	42	2	0	0	16
V81	1	136	149	2	5	6	30
V82	490	17	138	0	0	122	217
V83	1	0	53	3	5	2	7
V84	51	65	84	3	7	30	36
V85	118	35	1	57	18	201	0
V86	41	7	28	20	17	7	0
V87	65	31	148	39	8	105	0
V88	42	11	57	44	0	87	0
V89	44	58	188	18	20	3	8
V90	23	115	29	0	52	104	2
V91	0	9	22	68	16	1	14
V92	234	195	31	19	21	43	75
V93	48	88	1	14	12	0	0
V94	38	64	0	25	8	17	12
V95	0	3	55	67	21	89	11
V96	65	9	1	65	30	0	0
V97	70	264	0	0	94	43	0
V98	103	201	47	1	14	0	0
V99	19	22	0	1	0	3	8
V100	90	33	18	107	0	53	22
