Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	8	58	23	0	46	0	0	21	0	27	5	0	54	0	0	0	0	0	0	0
V2	45	6	0	24	32	16	1	0	10	33	27	0	0	0	4	2	0	0	0	0
V3	3	13	6	20	59	0	0	22	5	22	45	0	5	0	0	0	0	0	0	0
V4	4	34	9	21	30	0	0	2	14	9	3	2	19	0	0	8	0	0	0	0
V5	63	38	0	16	11	40	0	0	5	0	1	0	9	7	4	3	0	0	4	4
V6	54	1	37	9	4	0	0	24	0	0	2	8	0	0	0	0	1	0	0	0
V7	29	68	89	100	3	0	0	26	10	0	0	1	0	9	5	0	0	0	0	0
V8	0	12	2	0	78	13	0	0	0	37	3	0	11	11	13	0	3	0	0	0
V9	41	2	108	0	56	0	42	86	24	66	40	39	0	0	0	0	0	0	0	0
V10	41	3	2	2	2	3	1	0	0	0	0	0	3	0	2	3	9	0	0	2
V11	17	2	8	0	0	15	0	10	0	0	0	8	0	0	22	0	0	5	0	2
V12	0	13	0	13	0	2	63	0	0	1	2	0	0	2	3	0	0	0	0	12
V13	7	108	44	7	53	0	0	23	30	8	53	38	23	0	0	2	0	0	0	0
V14	129	4	28	0	34	11	25	12	106	0	11	0	2	0	0	9	34	0	0	0
V15	144	25	32	0	60	0	60	1	0	48	6	0	13	0	24	0	9	9	0	0
V16	62	3	11	0	7	21	0	14	0	0	0	3	0	0	0	1	17	0	0	0
V17	137	104	66	0	2	0	0	20	0	0	7	0	1	0	23	14	6	3	0	0
V18	28	4	61	0	32	0	0	17	16	0	10	29	0	0	0	0	0	0	0	0
V19	10	54	22	34	0	0	43	19	0	0	18	0	0	0	0	0	0	15	0	3
V20	11	21	57	0	13	0	0	20	3	24	24	15	20	0	26	0	0	0	0	0
V21	7	32	202	16	0	13	8	79	0	0	0	0	0	0	6	0	0	0	0	0
V22	11	127	8	2	14	2	0	5	0	0	5	0	0	0	0	0	0	0	3	0
