Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	92	48	73	8	63	0
V2	161	14	9	2	99	5
V3	15	15	23	3	47	8
V4	152	217	67	2	20	31
V5	0	153	230	44	65	21
V6	1	55	22	4	28	58
V7	7	0	0	4	67	48
V8	0	16	33	54	25	131
V9	130	76	16	27	2	11
V10	2	22	12	7	77	18
V11	5	26	211	47	1	59
V12	96	50	21	83	15	8
V13	0	12	5	113	0	0
V14	0	9	18	0	16	22
V15	18	0	178	77	0	0
V16	83	141	3	51	16	6
V17	161	35	149	14	13	14
V18	9	5	9	33	111	150
V19	24	2	8	99	136	29
V20	55	4	55	17	5	95
V21	28	14	35	138	347	23
V22	5	8	45	44	69	21
V23	32	55	186	12	84	10
V24	32	2	5	31	117	51
V25	20	96	149	0	18	149
V26	269	46	3	35	12	104
V27	13	164	10	27	140	45
V28	88	0	0	29	0	66
V29	0	160	0	68	0	140
V30	52	5	136	43	13	24
V31	169	248	0	0	52	0
V32	0	56	189	0	0	8
V33	137	21	1	1	59	16
V34	24	187	45	20	61	82
V35	12	30	3	4	13	0
V36	46	8	37	6	11	51
V37	130	17	9	161	1	61
V38	64	11	72	76	162	0
V39	10	45	25	16	25	0
V40	36	28	28	9	17	60
V41	34	28	538	23	135	3
V42	55	35	80	0	0	37
V43	117	25	42	51	1	22
V44	21	5	77	61	125	217
V45	218	29	5	106	21	50
V46	24	7	31	99	7	14
V47	176	24	27	83	2	9
V48	22	87	9	26	92	32
V49	0	0	0	5	23	6
V50	5	13	1	388	1	266
V51	28	91	104	0	0	37
V52	13	244	43	2	16	34
V53	251	27	17	166	7	227
V54	43	75	5	73	31	1
V55	30	2	2	6	94	87
V56	65	6	4	11	7	25
V57	16	99	18	63	38	6
V58	12	266	44	5	12	103
V59	181	57	12	159	48	1
V60	0	5	15	55	10	28
V61	0	0	175	14	60	198
V62	47	36	0	3	0	9
V63	33	78	214	67	36	202
V64	9	13	6	4	53	116
V65	0	0	29	280	51	0
V66	4	91	73	28	48	43
V67	0	46	4	10	0	51
V68	87	5	1	99	6	10
V69	0	49	46	14	0	0
V70	231	40	1	1	1	75
V71	53	9	19	43	198	16
V72	5	19	2	210	2	231
V73	135	67	76	91	25	2
V74	2	24	2	52	21	25
V75	30	14	97	21	4	2
V76	231	31	76	241	34	1
V77	118	13	7	78	68	8
V78	59	6	2	24	18	3
V79	23	3	22	34	275	6
V80	183	48	35	2	22	5
V81	12	7	8	28	12	0
V82	0	124	0	17	17	0
V83	35	35	1	40	27	74
V84	13	2	82	59	1	135
V85	218	30	0	12	26	39
V86	0	102	10	0	10	16
V87	29	2	10	63	27	19
V88	21	24	4	49	214	20
V89	81	6	7	56	16	8
V90	4	131	80	3	113	1
V91	68	59	19	73	136	4
V92	10	0	67	31	92	0
V93	144	71	12	6	100	24
V94	21	21	39	32	22	6
V95	14	272	40	3	1	15
V96	59	28	0	52	0	94
V97	95	70	16	0	0	23
V98	6	133	87	4	37	9
V99	27	16	13	14	49	1
V100	132	23	74	8	98	14
