NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.482	22.457	15.444	14.689	0.132	0.985	40000.0
2	59.631	22.661	14.579	14.602	0.134	0.985	40000.0
3	59.332	22.493	14.676	14.736	0.137	0.983	70000.0
4	58.575	21.613	13.886	13.553	0.134	0.987	60000.0
5	56.622	21.289	13.583	13.137	0.128	0.988	30000.0
6	61.155	22.91	15.108	14.737	0.139	0.985	40000.0
7	60.345	22.162	14.76	14.14	0.129	0.986	60000.0
8	59.465	22.494	14.554	14.644	0.136	0.985	30000.0
9	60.146	22.555	13.977	13.83	0.138	0.987	50000.0
10	59.285	22.291	14.813	14.631	0.139	0.984	30000.0
