MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.73E-03	3.83E-04	2.16E-03	0.00E+00	4.82E-02	4.46E-03	3.13E-02	4.16E-02
1:Del:C:1	2.82E-03	7.95E-04	0.00E+00	2.63E-15	1.89E-02	2.73E-03	3.29E-02	7.32E-03
1:Del:C:2	4.66E-04	9.86E-05	8.47E-05	1.46E-04	2.76E-04	1.95E-04	4.23E-04	0.00E+00
1:Del:C:3	1.85E-04	4.65E-04	2.49E-04	3.26E-04	2.19E-03	1.28E-03	2.84E-03	7.11E-03
1:Del:C:4	2.22E-04	0.00E+00	5.20E-04	2.33E-04	3.52E-03	6.47E-05	3.20E-03	1.26E-03
1:Del:C:5	5.31E-08	1.55E-04	1.95E-03	1.06E-05	4.82E-04	9.22E-04	8.12E-04	6.57E-03
1:Del:T:0	1.35E-03	0.00E+00	1.35E-03	8.11E-04	1.33E-02	3.06E-03	1.91E-02	6.68E-03
1:Del:T:1	1.86E-03	4.48E-04	1.18E-04	6.30E-04	5.37E-03	7.77E-04	6.37E-03	5.24E-03
1:Del:T:2	3.14E-04	7.74E-04	1.51E-03	0.00E+00	5.26E-03	3.27E-04	1.45E-02	9.59E-03
1:Del:T:3	7.92E-04	2.02E-03	1.03E-03	6.88E-04	1.50E-02	1.24E-03	1.77E-02	2.68E-02
1:Del:T:4	1.01E-03	2.40E-03	4.55E-03	1.15E-03	1.90E-02	0.00E+00	2.78E-02	2.27E-02
1:Del:T:5	7.18E-07	2.80E-07	7.70E-03	8.15E-09	1.84E-03	9.09E-07	4.22E-07	6.73E-02
1:Ins:C:0	3.99E-08	5.54E-08	1.66E-07	3.17E-08	8.55E-09	4.89E-04	1.10E-03	3.74E-04
1:Ins:C:1	5.98E-03	5.41E-04	3.96E-08	9.94E-08	1.17E-07	1.75E-07	6.89E-02	9.99E-02
1:Ins:C:2	5.62E-05	7.71E-08	2.78E-04	0.00E+00	4.61E-04	1.24E-04	1.36E-06	2.05E-04
1:Ins:C:3	4.13E-09	3.35E-04	6.61E-05	1.25E-04	2.66E-07	1.04E-07	8.91E-04	6.21E-04
1:Ins:C:4	1.66E-04	3.14E-04	3.25E-04	7.51E-04	0.00E+00	0.00E+00	9.94E-04	1.26E-03
1:Ins:C:5	7.08E-05	2.41E-03	1.59E-03	1.90E-04	8.02E-04	2.49E-04	5.28E-04	1.53E-02
1:Ins:T:0	1.73E-04	2.00E-03	2.64E-04	3.10E-04	2.07E-03	4.29E-04	3.42E-03	6.91E-03
1:Ins:T:1	6.29E-09	9.32E-08	0.00E+00	3.35E-04	2.26E-03	9.12E-04	1.41E-03	4.60E-04
1:Ins:T:2	0.00E+00	1.38E-04	3.45E-04	0.00E+00	5.49E-04	3.22E-04	1.79E-04	7.05E-04
1:Ins:T:3	1.00E-04	9.15E-04	5.82E-04	3.16E-04	7.04E-04	5.83E-04	9.30E-04	3.21E-03
1:Ins:T:4	2.49E-04	2.05E-03	8.60E-04	2.41E-04	6.03E-05	4.55E-04	1.26E-03	8.55E-03
1:Ins:T:5	2.92E-08	1.14E-02	1.86E-06	1.12E-05	9.19E-04	7.22E-07	1.14E-03	8.21E-02
2:Del:R:0	8.63E-06	0.00E+00	6.58E-04	4.68E-04	2.87E-03	7.40E-04	5.33E-03	1.52E-03
2:Del:R:1	4.16E-04	2.56E-04	3.29E-04	3.12E-04	9.44E-04	1.38E-03	3.47E-03	2.51E-03
2:Del:R:2	0.00E+00	3.96E-04	2.91E-04	2.00E-04	4.44E-04	2.57E-04	2.78E-04	7.94E-04
2:Del:R:3	9.16E-06	9.02E-05	3.81E-04	0.00E+00	4.95E-04	8.54E-09	3.90E-05	6.97E-04
2:Del:R:4	3.59E-05	3.74E-08	7.06E-05	4.14E-08	2.95E-08	2.71E-04	3.73E-04	4.65E-08
2:Del:R:5	3.10E-03	1.61E-04	1.18E-08	0.00E+00	8.11E-08	1.54E-08	4.29E-04	6.30E-03
3:Del:R:0	0.00E+00	2.50E-04	1.39E-04	5.22E-04	4.95E-04	8.23E-04	1.13E-03	8.57E-04
3:Del:R:1	6.53E-05	4.77E-04	6.28E-04	3.69E-04	2.18E-03	8.91E-05	2.40E-03	1.33E-03
3:Del:R:2	3.12E-04	1.59E-05	4.36E-04	0.00E+00	5.45E-04	2.45E-04	1.23E-03	1.22E-03
3:Del:R:3	5.15E-08	2.11E-08	6.42E-09	1.90E-03	8.23E-08	1.63E-07	1.19E-03	6.59E-08
3:Del:R:4	1.45E-08	2.28E-08	3.00E-08	7.29E-09	4.03E-08	2.14E-08	7.76E-08	1.29E-07
3:Del:R:5	4.22E-08	8.40E-08	3.48E-08	9.40E-05	2.27E-08	3.37E-05	1.58E-04	2.36E-07
4:Del:R:0	1.06E-04	1.16E-04	2.02E-04	0.00E+00	5.60E-04	6.72E-04	1.31E-03	1.25E-03
4:Del:R:1	4.82E-04	1.63E-04	3.99E-04	0.00E+00	1.36E-03	4.58E-04	2.19E-03	5.85E-03
4:Del:R:2	1.56E-03	0.00E+00	9.36E-05	0.00E+00	4.94E-05	7.08E-05	1.22E-03	2.29E-03
4:Del:R:3	1.45E-08	2.28E-08	3.00E-08	7.29E-09	4.03E-08	2.14E-08	7.76E-08	1.29E-07
4:Del:R:4	1.45E-08	2.28E-08	3.00E-08	7.29E-09	4.03E-08	2.14E-08	7.76E-08	1.29E-07
4:Del:R:5	4.42E-08	5.47E-08	5.78E-08	4.66E-08	6.47E-05	7.66E-08	7.73E-05	4.49E-05
5:Del:R:0	4.88E-04	1.68E-06	4.64E-08	1.52E-05	0.00E+00	1.18E-02	4.47E-02	9.10E-03
5:Del:R:1	6.56E-05	6.75E-09	5.36E-04	6.26E-04	8.31E-08	4.07E-04	1.29E-03	1.09E-03
5:Del:R:2	7.52E-05	3.37E-05	1.95E-04	7.34E-05	1.49E-08	3.16E-04	3.45E-08	2.85E-04
