MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	5.67E-04	5.66E-03	3.28E-03	3.62E-02	1.56E-02	1.98E-02	2.09E-46	7.09E-04	4.94E-02	3.01E-02	2.47E-02	2.20E-02	3.46E-02	3.33E-02	1.73E-02	1.72E-02	6.62E-02
1:Del:C:1	2.46E-07	2.19E-07	5.22E-08	1.40E-46	0.00E+00	8.69E-08	2.49E-03	8.34E-03	1.87E-02	3.23E-02	9.16E-03	4.79E-02	5.09E-02	8.05E-02	1.33E-02	2.67E-03	4.68E-03
1:Del:C:2	7.04E-08	1.61E-04	0.00E+00	8.61E-04	6.05E-08	2.57E-08	9.87E-04	2.19E-04	0.00E+00	7.94E-08	1.89E-03	1.73E-03	5.01E-04	0.00E+00	0.00E+00	4.30E-04	1.14E-05
1:Del:C:3	3.96E-04	3.70E-04	3.63E-04	2.49E-03	0.00E+00	6.83E-04	0.00E+00	1.27E-03	7.02E-04	5.50E-04	8.06E-03	1.04E-02	6.38E-03	3.76E-03	1.19E-02	4.88E-03	7.98E-04
1:Del:C:4	2.70E-08	0.00E+00	2.97E-07	4.08E-07	2.54E-02	1.73E-02	6.98E-08	2.23E-07	4.41E-03	4.63E-07	1.31E-07	1.24E-03	4.52E-07	2.97E-03	5.84E-07	2.21E-03	4.30E-02
1:Del:C:5	1.05E-04	3.26E-04	1.56E-03	0.00E+00	2.62E-08	8.31E-04	3.62E-04	0.00E+00	0.00E+00	1.72E-03	3.53E-03	3.75E-03	0.00E+00	2.03E-04	2.17E-03	2.30E-02	3.35E-03
1:Del:T:0	0.00E+00	1.93E-03	1.88E-03	1.30E-02	7.70E-08	7.90E-08	6.10E-03	3.60E-07	3.80E-03	2.87E-02	4.03E-03	3.06E-02	4.14E-02	1.43E-02	4.27E-08	1.42E-03	6.87E-07
1:Del:T:1	6.27E-03	0.00E+00	0.00E+00	4.86E-03	7.74E-04	2.31E-04	3.63E-03	4.56E-03	1.62E-02	7.51E-02	2.63E-04	7.63E-03	1.27E-02	1.41E-02	2.57E-02	4.17E-03	1.33E-02
1:Del:T:2	1.23E-03	1.70E-07	1.82E-08	9.48E-03	9.02E-08	9.85E-04	0.00E+00	3.37E-03	2.03E-02	1.38E-02	2.86E-07	4.91E-02	1.87E-02	3.70E-03	9.78E-03	2.41E-03	1.42E-03
1:Del:T:3	1.68E-08	1.20E-07	7.79E-04	7.42E-03	5.78E-07	0.00E+00	0.00E+00	4.75E-06	4.36E-02	8.44E-02	1.40E-46	1.34E-02	1.30E-02	1.07E-02	1.80E-03	2.65E-03	6.01E-03
1:Del:T:4	7.29E-04	0.00E+00	3.14E-03	1.69E-07	1.40E-46	0.00E+00	0.00E+00	1.40E-46	6.29E-02	2.15E-03	3.97E-04	2.24E-02	1.25E-45	1.29E-02	6.99E-04	2.16E-04	1.84E-02
