Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	33	3	20	0	31	42	0	21	0	10	0	28	14	1	19	2	0	0
V2	39	0	80	29	85	7	0	0	0	42	7	0	3	4	11	2	0	8
V3	73	8	0	0	1	0	135	0	38	2	16	0	3	48	0	0	0	20
V4	9	27	73	52	30	0	0	1	0	18	15	16	16	0	2	0	0	12
V5	0	33	0	1	0	0	0	15	51	5	0	37	9	29	4	0	0	12
V6	215	0	59	190	77	0	0	25	0	0	8	26	106	0	4	0	85	0
V7	0	3	1	46	27	8	56	0	14	4	37	30	0	0	24	0	30	40
V8	0	0	14	64	28	80	0	28	0	0	31	0	39	0	0	0	0	6
V9	0	78	18	37	22	0	1	71	0	0	5	0	5	0	13	14	0	0
V10	99	64	0	0	0	42	88	68	45	21	35	25	0	7	11	0	0	5
V11	111	0	41	0	15	0	159	62	46	67	0	5	0	25	0	0	0	14
V12	1	0	0	100	0	7	4	2	10	0	0	0	71	0	0	0	0	0
V13	66	0	199	1	384	0	0	0	0	0	34	0	0	0	0	0	0	0
V14	31	24	38	0	34	11	0	15	0	49	17	0	0	26	13	0	0	15
V15	99	39	19	9	24	69	168	11	163	5	55	0	0	16	0	15	0	8
V16	82	0	110	60	99	18	0	80	5	18	62	0	16	22	0	0	0	0
V17	142	37	0	7	4	0	0	25	0	5	19	16	5	21	0	0	0	0
V18	36	2	0	3	7	38	18	47	0	0	0	0	0	0	2	0	20	0
V19	9	0	0	2	11	0	9	3	2	16	0	0	0	0	0	0	0	0
V20	8	0	2	3	0	12	0	0	0	0	0	14	0	0	8	0	0	0
V21	4	109	9	0	14	0	72	10	66	39	35	111	0	16	29	0	0	0
V22	105	0	6	1	11	55	119	127	99	0	0	0	6	87	0	0	27	21
V23	38	0	61	1	55	20	4	2	58	0	37	0	0	22	0	0	0	0
V24	124	72	34	0	24	19	117	30	18	25	0	0	2	0	4	0	0	0
V25	27	95	0	25	0	0	293	0	195	20	23	0	15	20	0	25	59	0
V26	51	7	0	38	0	0	3	30	5	0	0	3	19	0	8	1	0	11
V27	206	0	1	23	3	0	0	27	21	0	2	7	11	11	18	0	0	0
V28	0	20	8	53	0	79	0	0	0	24	1	22	0	2	0	0	0	2
V29	130	0	63	13	20	0	0	7	0	1	43	0	5	3	0	2	0	0
V30	12	0	189	74	226	0	0	0	0	0	17	0	13	0	0	0	0	0
V31	102	8	5	0	5	0	53	0	25	31	0	24	0	0	49	5	0	0
V32	0	158	0	0	0	0	0	9	78	60	18	76	10	74	12	20	0	0
V33	8	2	123	0	126	93	0	0	0	18	38	0	0	5	11	8	0	0
V34	6	98	0	0	0	50	0	30	0	11	0	48	0	10	0	8	0	23
V35	6	19	43	31	33	23	78	7	94	51	48	1	19	52	0	0	0	0
V36	30	0	5	10	29	0	52	15	7	9	0	0	8	0	0	6	0	0
V37	17	0	1	1	2	25	33	24	3	0	0	0	7	0	9	20	0	0
V38	14	74	35	5	12	105	84	82	50	0	0	20	0	0	12	0	14	0
V39	36	0	27	41	26	5	15	15	6	8	0	0	32	0	19	0	0	0
V40	163	64	97	0	74	0	99	8	30	46	0	0	0	0	0	15	0	19
V41	2	9	0	0	0	112	69	30	3	0	0	20	11	18	9	0	18	0
V42	36	208	81	0	82	0	0	80	0	44	129	90	7	29	12	9	0	0
V43	88	0	0	0	0	0	1	0	8	0	0	0	3	0	0	13	0	0
V44	0	26	6	0	16	63	0	52	3	22	1	0	0	1	0	0	0	0
V45	82	17	0	2	0	0	0	5	4	11	6	2	5	20	0	6	0	15
V46	12	0	0	14	0	95	49	126	29	10	0	0	0	0	0	7	27	10
V47	5	2	0	0	0	138	0	51	0	7	0	18	11	0	0	16	0	0
V48	97	0	7	151	7	0	6	11	4	0	0	0	63	0	0	0	0	45
V49	378	0	1	0	24	21	0	25	0	0	0	0	0	0	0	66	0	23
V50	0	20	96	83	49	2	0	0	0	0	1	21	41	0	6	0	32	0
V51	89	2	3	60	0	11	0	0	0	0	0	0	14	0	3	11	0	20
V52	72	0	29	96	10	50	37	0	34	47	20	0	49	0	5	0	0	0
V53	108	5	1	0	20	42	93	0	73	24	0	0	5	0	0	33	0	0
V54	22	0	0	12	2	0	35	7	71	1	0	0	0	77	5	13	0	0
V55	63	0	6	14	0	43	0	52	2	3	0	0	15	0	0	2	0	0
V56	0	0	14	19	29	0	0	0	0	0	4	14	1	3	9	8	4	0
V57	284	7	101	0	27	30	0	34	0	0	23	81	7	6	38	83	0	0
V58	6	38	0	21	0	0	35	0	14	9	0	0	30	0	25	0	0	0
V59	36	0	49	14	16	39	27	49	6	1	83	0	12	16	0	4	0	0
V60	75	0	48	80	19	11	0	96	33	5	64	5	36	41	0	6	0	0
V61	0	45	65	0	37	8	0	11	38	0	9	14	3	6	0	0	0	0
V62	55	21	8	0	0	69	4	83	5	16	0	0	0	7	0	32	0	0
V63	4	74	26	0	0	17	0	0	0	62	8	22	3	0	0	0	0	4
V64	0	80	36	49	39	85	0	0	36	20	25	0	13	35	6	0	0	0
V65	5	2	42	1	61	37	0	0	0	13	0	0	3	4	0	0	0	0
V66	0	52	61	22	46	94	0	55	0	26	0	40	15	0	37	5	23	0
V67	0	0	54	1	37	79	0	45	15	0	59	0	1	39	24	0	0	0
V68	0	101	56	0	57	0	0	0	0	22	18	0	6	0	1	2	7	5
V69	26	16	0	119	0	0	3	0	22	126	0	159	101	0	41	0	0	34
V70	0	0	6	108	0	44	131	25	57	0	51	0	39	61	0	0	0	22
V71	9	40	19	7	0	3	1	0	7	0	0	26	3	0	17	0	0	1
V72	183	96	0	6	0	0	14	0	2	0	0	26	0	0	17	0	0	0
V73	36	22	36	0	19	0	0	0	0	0	0	8	3	0	7	18	0	0
V74	4	0	38	56	86	1	107	0	0	2	109	8	18	0	0	8	0	7
V75	0	59	0	0	0	35	0	121	30	1	8	1	0	43	4	0	63	0
V76	19	8	0	0	0	33	3	20	0	0	0	1	0	1	0	4	0	0
V77	49	43	2	0	0	4	0	45	0	22	0	15	0	0	9	0	0	4
V78	0	124	0	0	0	94	0	0	0	44	0	71	3	4	17	2	0	0
V79	73	113	6	0	0	75	0	0	5	102	0	61	12	0	59	16	0	0
V80	8	0	49	1	28	0	66	2	0	0	64	0	7	9	4	0	0	0
V81	18	0	40	8	109	0	46	0	5	0	33	0	5	15	0	0	0	0
V82	18	0	10	0	0	1	0	0	0	6	0	22	0	4	14	2	0	0
V83	53	0	71	0	77	0	0	14	0	0	0	0	3	0	0	0	0	0
V84	8	30	0	116	0	4	39	32	34	20	0	0	31	44	25	0	0	0
V85	0	24	49	25	25	42	0	13	0	0	25	0	3	0	8	0	44	0
V86	15	58	0	39	0	0	35	0	117	0	24	0	29	76	10	4	0	0
V87	0	7	14	0	28	86	4	83	0	11	4	0	5	3	0	0	0	0
V88	22	0	121	40	109	46	6	10	0	0	48	0	27	0	0	0	0	0
V89	37	34	14	0	14	52	19	0	0	6	0	38	0	0	7	12	0	0
V90	104	0	9	85	3	2	0	36	0	0	0	0	30	0	0	0	0	33
V91	37	0	9	61	1	0	0	16	0	0	4	5	26	0	0	0	0	0
V92	0	7	1	43	15	0	31	4	0	42	0	0	65	38	3	0	0	0
V93	430	47	0	36	0	0	0	3	0	14	0	45	13	0	20	47	16	0
V94	2	30	0	7	0	0	0	15	0	1	0	0	0	0	0	3	24	0
V95	22	64	70	0	28	15	8	15	39	0	0	10	0	30	0	15	0	0
V96	7	1	0	42	0	22	0	0	0	1	0	0	26	0	0	0	0	0
V97	14	0	0	21	0	4	5	40	22	9	0	0	23	0	0	2	0	0
V98	16	134	0	237	0	102	0	69	0	11	0	17	70	0	0	0	0	0
V99	16	139	0	74	0	14	0	0	29	70	8	81	62	33	0	0	72	26
V100	11	0	0	25	0	15	0	1	0	0	3	0	3	0	5	2	0	28
