NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.929	14.445	9.756	9.273	0.075	0.993	60000.0
2	41.316	15.159	9.903	9.3	0.078	0.994	60000.0
3	42.671	15.522	9.948	9.226	0.08	0.994	80000.0
4	46.588	17.168	11.431	10.783	0.081	0.992	30000.0
5	43.359	15.811	10.545	9.909	0.076	0.993	40000.0
6	43.482	15.464	10.693	9.642	0.074	0.994	50000.0
7	42.703	15.216	10.146	9.002	0.076	0.995	60000.0
8	41.749	15.132	9.812	9.042	0.075	0.994	80000.0
9	45.496	16.197	11.234	10.049	0.074	0.993	60000.0
10	41.924	15.138	9.967	9.102	0.075	0.994	50000.0
